Frequency [MHz],|S0-0| [-],|S1-0| [-],Arg(S0-0) [rad],Arg(S1-0) [rad],Delay 0>0 [s],Delay 0>1 [s],|Z0| [Ohm],Arg(Z0) [rad]
5.907200e+03, 7.681916e-01, 6.471253e-01, -1.426309e+00, -4.904854e-01, 1.770344e-10, 3.243560e-10, 5.751526e+01, -1.307464e+00
5.913000e+03, 7.672227e-01, 6.504237e-01, -1.432761e+00, -5.023057e-01, 1.866168e-10, 3.256307e-10, 5.715223e+01, -1.306465e+00
5.918800e+03, 7.662711e-01, 6.536407e-01, -1.439562e+00, -5.141725e-01, 1.963023e-10, 3.263172e-10, 5.677274e+01, -1.305490e+00
5.924600e+03, 7.652836e-01, 6.567733e-01, -1.446715e+00, -5.260643e-01, 2.056831e-10, 3.265213e-10, 5.637688e+01, -1.304469e+00
5.930400e+03, 7.642087e-01, 6.598200e-01, -1.454211e+00, -5.379635e-01, 2.144429e-10, 3.261212e-10, 5.596557e+01, -1.303335e+00
5.936200e+03, 7.629981e-01, 6.627803e-01, -1.462026e+00, -5.498482e-01, 2.222748e-10, 3.252383e-10, 5.554039e+01, -1.302023e+00
5.942000e+03, 7.616060e-01, 6.656580e-01, -1.470126e+00, -5.617007e-01, 2.289067e-10, 3.238856e-10, 5.510351e+01, -1.300472e+00
5.947800e+03, 7.599930e-01, 6.684579e-01, -1.478468e+00, -5.735039e-01, 2.340942e-10, 3.220619e-10, 5.465762e+01, -1.298629e+00
5.953600e+03, 7.581272e-01, 6.711876e-01, -1.486999e+00, -5.852406e-01, 2.376347e-10, 3.199504e-10, 5.420581e+01, -1.296449e+00
5.959400e+03, 7.559830e-01, 6.738559e-01, -1.495659e+00, -5.969004e-01, 2.393954e-10, 3.175236e-10, 5.375149e+01, -1.293896e+00
5.965200e+03, 7.535462e-01, 6.764738e-01, -1.504383e+00, -6.084717e-01, 2.392711e-10, 3.148960e-10, 5.329823e+01, -1.290948e+00
5.971000e+03, 7.508092e-01, 6.790538e-01, -1.513103e+00, -6.199473e-01, 2.372275e-10, 3.121576e-10, 5.284968e+01, -1.287591e+00
5.976800e+03, 7.477763e-01, 6.816077e-01, -1.521748e+00, -6.313231e-01, 2.332782e-10, 3.094789e-10, 5.240941e+01, -1.283826e+00
5.982600e+03, 7.444589e-01, 6.841511e-01, -1.530249e+00, -6.426013e-01, 2.274842e-10, 3.068635e-10, 5.198086e+01, -1.279665e+00
5.988400e+03, 7.408784e-01, 6.866947e-01, -1.538539e+00, -6.537842e-01, 2.199886e-10, 3.044704e-10, 5.156722e+01, -1.275130e+00
5.994200e+03, 7.370655e-01, 6.892519e-01, -1.546556e+00, -6.648798e-01, 2.109549e-10, 3.023835e-10, 5.117132e+01, -1.270260e+00
6.000000e+03, 7.330574e-01, 6.918359e-01, -1.554244e+00, -6.758994e-01, 2.109549e-10, 3.023835e-10, 5.079556e+01, -1.265099e+00
