Frequency [MHz],|S0-0| [-],|S1-0| [-],Arg(S0-0) [rad],Arg(S1-0) [rad],Delay 0>0 [s],Delay 0>1 [s],|Z0| [Ohm],Arg(Z0) [rad]
2.000000e+02, 7.693694e-02, 1.007843e+00, 2.890882e+00, -2.933515e-01, -3.033505e-10, 2.563468e-10, 4.306617e+01, 3.838345e-02
2.058000e+02, 7.364284e-02, 1.008389e+00, 2.901936e+00, -3.026934e-01, -5.308045e-10, 2.582857e-10, 4.332571e+01, 3.513717e-02
2.116000e+02, 7.070007e-02, 1.008739e+00, 2.921280e+00, -3.121059e-01, -7.439375e-10, 2.591484e-10, 4.354759e+01, 3.104606e-02
2.174000e+02, 6.821762e-02, 1.008890e+00, 2.948391e+00, -3.215500e-01, -9.235366e-10, 2.589659e-10, 4.372626e+01, 2.631220e-02
2.232000e+02, 6.628839e-02, 1.008841e+00, 2.982047e+00, -3.309873e-01, -1.049641e-09, 2.577678e-10, 4.385801e+01, 2.115220e-02
2.290000e+02, 6.497770e-02, 1.008602e+00, 3.020299e+00, -3.403810e-01, -1.106846e-09, 2.555885e-10, 4.394114e+01, 1.578954e-02
2.348000e+02, 6.431314e-02, 1.008188e+00, 3.060635e+00, -3.496953e-01, -1.088835e-09, 2.525712e-10, 4.397606e+01, 1.044474e-02
2.406000e+02, 6.427955e-02, 1.007624e+00, 3.100315e+00, -3.588996e-01, -1.000765e-09, 2.488548e-10, 4.396515e+01, 5.327101e-03
2.464000e+02, 6.481995e-02, 1.006934e+00, 3.136785e+00, -3.679685e-01, -8.574979e-10, 2.445757e-10, 4.391266e+01, 6.258716e-04
2.522000e+02, 6.584462e-02, 1.006153e+00, -3.115151e+00, -3.768814e-01, -6.789083e-10, 2.399431e-10, 4.382435e+01, -3.496846e-03
2.580000e+02, 6.724316e-02, 1.005315e+00, -3.090410e+00, -3.856256e-01, -4.848390e-10, 2.351670e-10, 4.370716e+01, -6.911542e-03
2.638000e+02, 6.889734e-02, 1.004456e+00, -3.072741e+00, -3.941956e-01, -2.915880e-10, 2.304185e-10, 4.356878e+01, -9.524826e-03
2.696000e+02, 7.069155e-02, 1.003611e+00, -3.062115e+00, -4.025926e-01, -1.105709e-10, 2.259072e-10, 4.341724e+01, -1.128090e-02
2.754000e+02, 7.251981e-02, 1.002817e+00, -3.058085e+00, -4.108253e-01, 5.142463e-11, 2.218292e-10, 4.326058e+01, -1.216116e-02
2.812000e+02, 7.429020e-02, 1.002104e+00, -3.059959e+00, -4.189093e-01, 1.911377e-10, 2.183228e-10, 4.310640e+01, -1.218228e-02
2.870000e+02, 7.592535e-02, 1.001498e+00, -3.066925e+00, -4.268655e-01, 3.077576e-10, 2.154977e-10, 4.296174e+01, -1.139301e-02
2.928000e+02, 7.736319e-02, 1.001023e+00, -3.078140e+00, -4.347188e-01, 4.018308e-10, 2.134572e-10, 4.283279e+01, -9.869913e-03
2.986000e+02, 7.855545e-02, 1.000694e+00, -3.092784e+00, -4.424977e-01, 4.746214e-10, 2.123193e-10, 4.272475e+01, -7.712763e-03
3.044000e+02, 7.946675e-02, 1.000521e+00, -3.110080e+00, -4.502351e-01, 5.276029e-10, 2.120030e-10, 4.264176e+01, -5.039301e-03
3.102000e+02, 8.007284e-02, 1.000509e+00, -3.129308e+00, -4.579610e-01, 5.622026e-10, 2.126033e-10, 4.258687e+01, -1.980045e-03
3.160000e+02, 8.035950e-02, 1.000654e+00, 3.133390e+00, -4.657088e-01, 5.796477e-10, 2.139889e-10, 4.256202e+01, 1.326928e-03
3.218000e+02, 8.032174e-02, 1.000947e+00, 3.112266e+00, -4.735071e-01, 5.808919e-10, 2.161433e-10, 4.256801e+01, 4.741032e-03
3.276000e+02, 7.996242e-02, 1.001375e+00, 3.091097e+00, -4.813839e-01, 5.666122e-10, 2.189103e-10, 4.260467e+01, 8.123886e-03
3.334000e+02, 7.929179e-02, 1.001918e+00, 3.070448e+00, -4.893615e-01, 5.372121e-10, 2.222456e-10, 4.267079e+01, 1.134370e-02
3.392000e+02, 7.832701e-02, 1.002553e+00, 3.050871e+00, -4.974607e-01, 4.928665e-10, 2.259027e-10, 4.276430e+01, 1.427912e-02
3.450000e+02, 7.709176e-02, 1.003256e+00, 3.032909e+00, -5.056932e-01, 4.336102e-10, 2.297948e-10, 4.288229e+01, 1.682260e-02
3.508000e+02, 7.561573e-02, 1.003998e+00, 3.017108e+00, -5.140675e-01, 3.594062e-10, 2.337905e-10, 4.302118e+01, 1.888322e-02
3.566000e+02, 7.393485e-02, 1.004753e+00, 3.004010e+00, -5.225874e-01, 2.703342e-10, 2.376594e-10, 4.317679e+01, 2.038884e-02
3.624000e+02, 7.209080e-02, 1.005492e+00, 2.994158e+00, -5.312483e-01, 1.667500e-10, 2.413647e-10, 4.334448e+01, 2.128784e-02
3.682000e+02, 7.013062e-02, 1.006189e+00, 2.988081e+00, -5.400442e-01, 4.967123e-11, 2.447415e-10, 4.351931e+01, 2.154987e-02
3.740000e+02, 6.810708e-02, 1.006822e+00, 2.986271e+00, -5.489632e-01, -7.914320e-11, 2.476564e-10, 4.369615e+01, 2.116704e-02
3.798000e+02, 6.607683e-02, 1.007370e+00, 2.989155e+00, -5.579884e-01, -2.164808e-10, 2.500875e-10, 4.386992e+01, 2.015247e-02
3.856000e+02, 6.410050e-02, 1.007816e+00, 2.997045e+00, -5.671022e-01, -3.575677e-10, 2.519177e-10, 4.403564e+01, 1.854081e-02
3.914000e+02, 6.223980e-02, 1.008147e+00, 3.010075e+00, -5.762827e-01, -4.958485e-10, 2.531360e-10, 4.418873e+01, 1.638610e-02
3.972000e+02, 6.055567e-02, 1.008354e+00, 3.028145e+00, -5.855076e-01, -6.230690e-10, 2.536839e-10, 4.432507e+01, 1.375991e-02
4.030000e+02, 5.910426e-02, 1.008432e+00, 3.050851e+00, -5.947525e-01, -7.300753e-10, 2.535882e-10, 4.444124e+01, 1.074882e-02
4.088000e+02, 5.793351e-02, 1.008381e+00, 3.077457e+00, -6.039939e-01, -8.079094e-10, 2.528527e-10, 4.453461e+01, 7.450970e-03
4.146000e+02, 5.707835e-02, 1.008206e+00, 3.106899e+00, -6.132084e-01, -8.495155e-10, 2.515128e-10, 4.460346e+01, 3.972602e-03
4.204000e+02, 5.655739e-02, 1.007917e+00, 3.137858e+00, -6.223742e-01, -8.512264e-10, 2.496139e-10, 4.464705e+01, 4.238237e-04
4.262000e+02, 5.637048e-02, 1.007524e+00, -3.114307e+00, -6.314707e-01, -8.136466e-10, 2.472621e-10, 4.466565e+01, -3.085655e-03
4.320000e+02, 5.649886e-02, 1.007044e+00, -3.084655e+00, -6.404816e-01, -7.415413e-10, 2.444816e-10, 4.466051e+01, -6.450803e-03
4.378000e+02, 5.690656e-02, 1.006495e+00, -3.057632e+00, -6.493911e-01, -6.427406e-10, 2.414681e-10, 4.463381e+01, -9.575337e-03
4.436000e+02, 5.754466e-02, 1.005899e+00, -3.034209e+00, -6.581908e-01, -5.265930e-10, 2.382307e-10, 4.458850e+01, -1.237535e-02
4.494000e+02, 5.835553e-02, 1.005278e+00, -3.015018e+00, -6.668725e-01, -4.023470e-10, 2.349771e-10, 4.452818e+01, -1.478247e-02
4.552000e+02, 5.927775e-02, 1.004657e+00, -3.000356e+00, -6.754356e-01, -2.780843e-10, 2.317810e-10, 4.445695e+01, -1.674606e-02
4.610000e+02, 6.024984e-02, 1.004057e+00, -2.990222e+00, -6.838823e-01, -1.601365e-10, 2.287838e-10, 4.437916e+01, -1.823474e-02
4.668000e+02, 6.121396e-02, 1.003499e+00, -2.984386e+00, -6.922198e-01, -5.300198e-11, 2.260385e-10, 4.429928e+01, -1.923702e-02
4.726000e+02, 6.211781e-02, 1.003006e+00, -2.982455e+00, -7.004572e-01, 4.038724e-11, 2.237696e-10, 4.422167e+01, -1.976097e-02
4.784000e+02, 6.291609e-02, 1.002595e+00, -2.983926e+00, -7.086119e-01, 1.183528e-10, 2.218977e-10, 4.415047e+01, -1.983332e-02
4.842000e+02, 6.357104e-02, 1.002279e+00, -2.988239e+00, -7.166984e-01, 1.800725e-10, 2.206356e-10, 4.408939e+01, -1.949765e-02
4.900000e+02, 6.405285e-02, 1.002070e+00, -2.994802e+00, -7.247389e-01, 2.252728e-10, 2.199319e-10, 4.404167e+01, -1.881227e-02
4.958000e+02, 6.433943e-02, 1.001975e+00, -3.003011e+00, -7.327538e-01, 2.540230e-10, 2.198080e-10, 4.400992e+01, -1.784747e-02
5.016000e+02, 6.441632e-02, 1.001995e+00, -3.012268e+00, -7.407641e-01, 2.664670e-10, 2.203393e-10, 4.399610e+01, -1.668246e-02
5.074000e+02, 6.427626e-02, 1.002129e+00, -3.021979e+00, -7.487938e-01, 2.628172e-10, 2.214425e-10, 4.400146e+01, -1.540240e-02
5.132000e+02, 6.391887e-02, 1.002371e+00, -3.031557e+00, -7.568637e-01, 2.432329e-10, 2.230820e-10, 4.402657e+01, -1.409502e-02
5.190000e+02, 6.335054e-02, 1.002713e+00, -3.040421e+00, -7.649934e-01, 2.078257e-10, 2.251460e-10, 4.407125e+01, -1.284758e-02
5.248000e+02, 6.258384e-02, 1.003139e+00, -3.047995e+00, -7.731983e-01, 1.567114e-10, 2.276467e-10, 4.413468e+01, -1.174382e-02
5.306000e+02, 6.163780e-02, 1.003635e+00, -3.053705e+00, -7.814943e-01, 9.004059e-11, 2.304227e-10, 4.421536e+01, -1.086124e-02
5.364000e+02, 6.053704e-02, 1.004182e+00, -3.056987e+00, -7.898914e-01, 8.201123e-12, 2.333755e-10, 4.431125e+01, -1.026863e-02
5.422000e+02, 5.931206e-02, 1.004760e+00, -3.057286e+00, -7.983962e-01, -8.806886e-11, 2.364275e-10, 4.441980e+01, -1.002393e-02
5.480000e+02, 5.799867e-02, 1.005349e+00, -3.054076e+00, -8.070122e-01, -1.973884e-10, 2.394830e-10, 4.453804e+01, -1.017259e-02
5.538000e+02, 5.663773e-02, 1.005929e+00, -3.046883e+00, -8.157396e-01, -3.174507e-10, 2.423316e-10, 4.466270e+01, -1.074632e-02
5.596000e+02, 5.527407e-02, 1.006478e+00, -3.035314e+00, -8.245707e-01, -4.447310e-10, 2.450284e-10, 4.479030e+01, -1.176218e-02
5.654000e+02, 5.395594e-02, 1.006981e+00, -3.019107e+00, -8.335002e-01, -5.742442e-10, 2.473836e-10, 4.491724e+01, -1.322235e-02
5.712000e+02, 5.273285e-02, 1.007418e+00, -2.998180e+00, -8.425154e-01, -6.994708e-10, 2.493832e-10, 4.504000e+01, -1.511418e-02
5.770000e+02, 5.165385e-02, 1.007779e+00, -2.972690e+00, -8.516036e-01, -8.126707e-10, 2.509281e-10, 4.515518e+01, -1.741082e-02
5.828000e+02, 5.076432e-02, 1.008050e+00, -2.943074e+00, -8.607480e-01, -9.056165e-10, 2.519822e-10, 4.525966e+01, -2.007224e-02
5.886000e+02, 5.010313e-02, 1.008224e+00, -2.910071e+00, -8.699309e-01, -9.705969e-10, 2.525373e-10, 4.535071e+01, -2.304698e-02
5.944000e+02, 4.969909e-02, 1.008300e+00, -2.874700e+00, -8.791340e-01, -1.001989e-09, 2.526002e-10, 4.542611e+01, -2.627366e-02
6.002000e+02, 4.956828e-02, 1.008272e+00, -2.838185e+00, -8.883393e-01, -9.972002e-10, 2.521280e-10, 4.548419e+01, -2.968363e-02
6.060000e+02, 4.971232e-02, 1.008147e+00, -2.801845e+00, -8.975275e-01, -9.576116e-10, 2.512044e-10, 4.552396e+01, -3.320308e-02
6.118000e+02, 5.011877e-02, 1.007931e+00, -2.766947e+00, -9.066820e-01, -8.876783e-10, 2.498502e-10, 4.554505e+01, -3.675701e-02
6.176000e+02, 5.076147e-02, 1.007631e+00, -2.734598e+00, -9.157872e-01, -7.948129e-10, 2.480937e-10, 4.554784e+01, -4.027004e-02
6.234000e+02, 5.160408e-02, 1.007262e+00, -2.705633e+00, -9.248283e-01, -6.871923e-10, 2.460726e-10, 4.553333e+01, -4.367139e-02
6.292000e+02, 5.260310e-02, 1.006836e+00, -2.680590e+00, -9.337958e-01, -5.730826e-10, 2.438357e-10, 4.550315e+01, -4.689605e-02
6.350000e+02, 5.371124e-02, 1.006371e+00, -2.659705e+00, -9.426818e-01, -4.596622e-10, 2.414031e-10, 4.545946e+01, -4.988781e-02
6.408000e+02, 5.488067e-02, 1.005883e+00, -2.642954e+00, -9.514791e-01, -3.525326e-10, 2.389721e-10, 4.540484e+01, -5.260121e-02
6.466000e+02, 5.606557e-02, 1.005391e+00, -2.630107e+00, -9.601879e-01, -2.558142e-10, 2.365882e-10, 4.534222e+01, -5.500273e-02
6.524000e+02, 5.722401e-02, 1.004911e+00, -2.620784e+00, -9.688097e-01, -1.721223e-10, 2.343578e-10, 4.527468e+01, -5.707224e-02
6.582000e+02, 5.831923e-02, 1.004461e+00, -2.614512e+00, -9.773503e-01, -1.031359e-10, 2.323474e-10, 4.520539e+01, -5.880296e-02
6.640000e+02, 5.932043e-02, 1.004055e+00, -2.610753e+00, -9.858176e-01, -4.952937e-11, 2.305965e-10, 4.513746e+01, -6.020207e-02
6.698000e+02, 6.020287e-02, 1.003709e+00, -2.608948e+00, -9.942211e-01, -1.152922e-11, 2.292691e-10, 4.507382e+01, -6.128916e-02
6.756000e+02, 6.094870e-02, 1.003431e+00, -2.608528e+00, -1.002576e+00, 1.123041e-11, 2.282816e-10, 4.501713e+01, -6.209623e-02
6.814000e+02, 6.154632e-02, 1.003231e+00, -2.608938e+00, -1.010895e+00, 1.903121e-11, 2.277979e-10, 4.496966e+01, -6.266473e-02
6.872000e+02, 6.199066e-02, 1.003112e+00, -2.609631e+00, -1.019197e+00, 1.255787e-11, 2.277573e-10, 4.493327e+01, -6.304533e-02
6.930000e+02, 6.228277e-02, 1.003077e+00, -2.610089e+00, -1.027497e+00, -7.488834e-12, 2.281540e-10, 4.490935e+01, -6.329480e-02
6.988000e+02, 6.242979e-02, 1.003127e+00, -2.609816e+00, -1.035811e+00, -4.005985e-11, 2.289996e-10, 4.489875e+01, -6.347434e-02
7.046000e+02, 6.244450e-02, 1.003253e+00, -2.608356e+00, -1.044157e+00, -8.426643e-11, 2.302149e-10, 4.490180e+01, -6.364643e-02
7.104000e+02, 6.234530e-02, 1.003451e+00, -2.605285e+00, -1.052546e+00, -1.385824e-10, 2.318332e-10, 4.491830e+01, -6.387420e-02
7.162000e+02, 6.215542e-02, 1.003709e+00, -2.600235e+00, -1.060995e+00, -2.013857e-10, 2.336918e-10, 4.494755e+01, -6.421741e-02
7.220000e+02, 6.190260e-02, 1.004016e+00, -2.592896e+00, -1.069511e+00, -2.705096e-10, 2.357888e-10, 4.498837e+01, -6.473163e-02
7.278000e+02, 6.161846e-02, 1.004360e+00, -2.583038e+00, -1.078104e+00, -3.432897e-10, 2.380352e-10, 4.503915e+01, -6.546603e-02
7.336000e+02, 6.133737e-02, 1.004723e+00, -2.570527e+00, -1.086779e+00, -4.165982e-10, 2.403502e-10, 4.509790e+01, -6.646159e-02
7.394000e+02, 6.109533e-02, 1.005091e+00, -2.555346e+00, -1.095538e+00, -4.868994e-10, 2.426512e-10, 4.516237e+01, -6.775002e-02
7.452000e+02, 6.092879e-02, 1.005448e+00, -2.537602e+00, -1.104380e+00, -5.501725e-10, 2.448440e-10, 4.523003e+01, -6.935327e-02
7.510000e+02, 6.087275e-02, 1.005781e+00, -2.517552e+00, -1.113303e+00, -6.027620e-10, 2.468594e-10, 4.529826e+01, -7.128181e-02
7.568000e+02, 6.095887e-02, 1.006073e+00, -2.495586e+00, -1.122299e+00, -6.410566e-10, 2.486742e-10, 4.536437e+01, -7.353572e-02
7.626000e+02, 6.121380e-02, 1.006314e+00, -2.472224e+00, -1.131362e+00, -6.623312e-10, 2.501805e-10, 4.542573e+01, -7.610366e-02
7.684000e+02, 6.165759e-02, 1.006490e+00, -2.448087e+00, -1.140479e+00, -6.650751e-10, 2.513740e-10, 4.547983e+01, -7.896389e-02
7.742000e+02, 6.230210e-02, 1.006596e+00, -2.423850e+00, -1.149639e+00, -6.492515e-10, 2.521747e-10, 4.552441e+01, -8.208488e-02
7.800000e+02, 6.315066e-02, 1.006624e+00, -2.400190e+00, -1.158829e+00, -6.159310e-10, 2.525854e-10, 4.555751e+01, -8.542730e-02
7.858000e+02, 6.419764e-02, 1.006572e+00, -2.377744e+00, -1.168034e+00, -5.675426e-10, 2.525916e-10, 4.557755e+01, -8.894405e-02
7.916000e+02, 6.542946e-02, 1.006438e+00, -2.357061e+00, -1.177239e+00, -5.074325e-10, 2.522249e-10, 4.558340e+01, -9.258305e-02
7.974000e+02, 6.682518e-02, 1.006225e+00, -2.338569e+00, -1.186431e+00, -4.393383e-10, 2.515083e-10, 4.557441e+01, -9.628863e-02
8.032000e+02, 6.835869e-02, 1.005937e+00, -2.322559e+00, -1.195596e+00, -3.668456e-10, 2.503841e-10, 4.555044e+01, -1.000044e-01
8.090000e+02, 6.999978e-02, 1.005580e+00, -2.309190e+00, -1.204721e+00, -2.936460e-10, 2.489884e-10, 4.551183e+01, -1.036736e-01
8.148000e+02, 7.171620e-02, 1.005167e+00, -2.298489e+00, -1.213795e+00, -2.225519e-10, 2.473768e-10, 4.545945e+01, -1.072433e-01
8.206000e+02, 7.347517e-02, 1.004705e+00, -2.290378e+00, -1.222810e+00, -1.560654e-10, 2.455331e-10, 4.539458e+01, -1.106645e-01
8.264000e+02, 7.524501e-02, 1.004208e+00, -2.284691e+00, -1.231758e+00, -9.597678e-11, 2.435892e-10, 4.531890e+01, -1.138956e-01
8.322000e+02, 7.699560e-02, 1.003689e+00, -2.281193e+00, -1.240635e+00, -4.351146e-11, 2.415997e-10, 4.523442e+01, -1.169019e-01
8.380000e+02, 7.870010e-02, 1.003164e+00, -2.279608e+00, -1.249439e+00, 4.153933e-13, 2.396366e-10, 4.514334e+01, -1.196585e-01
8.438000e+02, 8.033511e-02, 1.002644e+00, -2.279623e+00, -1.258172e+00, 3.547874e-11, 2.377812e-10, 4.504806e+01, -1.221501e-01
8.496000e+02, 8.188145e-02, 1.002145e+00, -2.280916e+00, -1.266837e+00, 6.156847e-11, 2.360645e-10, 4.495099e+01, -1.243717e-01
8.554000e+02, 8.332436e-02, 1.001678e+00, -2.283159e+00, -1.275440e+00, 7.874689e-11, 2.345886e-10, 4.485448e+01, -1.263284e-01
8.612000e+02, 8.465368e-02, 1.001254e+00, -2.286029e+00, -1.283989e+00, 8.732258e-11, 2.333806e-10, 4.476079e+01, -1.280353e-01
8.670000e+02, 8.586413e-02, 1.000883e+00, -2.289211e+00, -1.292494e+00, 8.783075e-11, 2.324702e-10, 4.467194e+01, -1.295168e-01
8.728000e+02, 8.695508e-02, 1.000571e+00, -2.292412e+00, -1.300966e+00, 8.081285e-11, 2.319428e-10, 4.458967e+01, -1.308048e-01
8.786000e+02, 8.793032e-02, 1.000322e+00, -2.295357e+00, -1.309419e+00, 6.703264e-11, 2.317475e-10, 4.451542e+01, -1.319379e-01
8.844000e+02, 8.879822e-02, 1.000140e+00, -2.297800e+00, -1.317864e+00, 4.730398e-11, 2.319220e-10, 4.445022e+01, -1.329601e-01
8.902000e+02, 8.957131e-02, 1.000023e+00, -2.299524e+00, -1.326316e+00, 2.262949e-11, 2.324673e-10, 4.439472e+01, -1.339189e-01
8.960000e+02, 9.026551e-02, 9.999702e-01, -2.300348e+00, -1.334788e+00, -5.922359e-12, 2.333081e-10, 4.434914e+01, -1.348629e-01
9.018000e+02, 9.090018e-02, 9.999735e-01, -2.300133e+00, -1.343290e+00, -3.712877e-11, 2.344502e-10, 4.431332e+01, -1.358410e-01
9.076000e+02, 9.149708e-02, 1.000027e+00, -2.298780e+00, -1.351834e+00, -6.970358e-11, 2.358495e-10, 4.428668e+01, -1.369000e-01
9.134000e+02, 9.207978e-02, 1.000122e+00, -2.296239e+00, -1.360429e+00, -1.021839e-10, 2.373907e-10, 4.426828e+01, -1.380831e-01
9.192000e+02, 9.267323e-02, 1.000248e+00, -2.292516e+00, -1.369080e+00, -1.331810e-10, 2.391114e-10, 4.425684e+01, -1.394289e-01
9.250000e+02, 9.330206e-02, 1.000393e+00, -2.287662e+00, -1.377794e+00, -1.612793e-10, 2.408995e-10, 4.425081e+01, -1.409691e-01
9.308000e+02, 9.399034e-02, 1.000543e+00, -2.281785e+00, -1.386573e+00, -1.850964e-10, 2.426333e-10, 4.424841e+01, -1.427286e-01
9.366000e+02, 9.476056e-02, 1.000689e+00, -2.275039e+00, -1.395415e+00, -2.034846e-10, 2.443299e-10, 4.424770e+01, -1.447242e-01
9.424000e+02, 9.563204e-02, 1.000817e+00, -2.267624e+00, -1.404319e+00, -2.155605e-10, 2.459425e-10, 4.424663e+01, -1.469635e-01
9.482000e+02, 9.662081e-02, 1.000916e+00, -2.259768e+00, -1.413282e+00, -2.206626e-10, 2.473024e-10, 4.424315e+01, -1.494462e-01
9.540000e+02, 9.773854e-02, 1.000978e+00, -2.251727e+00, -1.422294e+00, -2.185690e-10, 2.484970e-10, 4.423526e+01, -1.521628e-01
9.598000e+02, 9.899207e-02, 1.000992e+00, -2.243762e+00, -1.431350e+00, -2.093741e-10, 2.494199e-10, 4.422108e+01, -1.550955e-01
9.656000e+02, 1.003831e-01, 1.000952e+00, -2.236132e+00, -1.440439e+00, -1.935504e-10, 2.500263e-10, 4.419892e+01, -1.582190e-01
9.714000e+02, 1.019087e-01, 1.000854e+00, -2.229078e+00, -1.449551e+00, -1.719448e-10, 2.503242e-10, 4.416733e+01, -1.615016e-01
9.772000e+02, 1.035606e-01, 1.000694e+00, -2.222812e+00, -1.458673e+00, -1.455011e-10, 2.503348e-10, 4.412518e+01, -1.649063e-01
9.830000e+02, 1.053263e-01, 1.000473e+00, -2.217510e+00, -1.467796e+00, -1.154880e-10, 2.500103e-10, 4.407169e+01, -1.683913e-01
9.888000e+02, 1.071898e-01, 1.000192e+00, -2.213301e+00, -1.476907e+00, -8.309820e-11, 2.494110e-10, 4.400644e+01, -1.719129e-01
9.946000e+02, 1.091322e-01, 9.998559e-01, -2.210273e+00, -1.485996e+00, -4.965333e-11, 2.485415e-10, 4.392937e+01, -1.754262e-01
1.000400e+03, 1.111322e-01, 9.994696e-01, -2.208463e+00, -1.495054e+00, -1.633920e-11, 2.474394e-10, 4.384086e+01, -1.788869e-01
1.006200e+03, 1.131679e-01, 9.990412e-01, -2.207868e+00, -1.504071e+00, 1.578428e-11, 2.461525e-10, 4.374160e+01, -1.822532e-01
1.012000e+03, 1.152167e-01, 9.985790e-01, -2.208443e+00, -1.513041e+00, 4.578513e-11, 2.447301e-10, 4.363264e+01, -1.854870e-01
1.017800e+03, 1.172566e-01, 9.980940e-01, -2.210111e+00, -1.521960e+00, 7.285537e-11, 2.432310e-10, 4.351530e+01, -1.885548e-01
1.023600e+03, 1.192674e-01, 9.975959e-01, -2.212766e+00, -1.530824e+00, 9.641739e-11, 2.417095e-10, 4.339115e+01, -1.914304e-01
1.029400e+03, 1.212303e-01, 9.970961e-01, -2.216280e+00, -1.539632e+00, 1.160430e-10, 2.402280e-10, 4.326191e+01, -1.940939e-01
1.035200e+03, 1.231291e-01, 9.966062e-01, -2.220509e+00, -1.548387e+00, 1.314168e-10, 2.388406e-10, 4.312939e+01, -1.965335e-01
1.041000e+03, 1.249507e-01, 9.961366e-01, -2.225298e+00, -1.557091e+00, 1.424355e-10, 2.376021e-10, 4.299548e+01, -1.987452e-01
1.046800e+03, 1.266849e-01, 9.956967e-01, -2.230489e+00, -1.565750e+00, 1.488764e-10, 2.365628e-10, 4.286198e+01, -2.007333e-01
1.052600e+03, 1.283266e-01, 9.952944e-01, -2.235914e+00, -1.574370e+00, 1.512557e-10, 2.357615e-10, 4.273059e+01, -2.025126e-01
1.058400e+03, 1.298712e-01, 9.949366e-01, -2.241426e+00, -1.582962e+00, 1.494519e-10, 2.352273e-10, 4.260288e+01, -2.040990e-01
1.064200e+03, 1.313199e-01, 9.946289e-01, -2.246873e+00, -1.591534e+00, 1.437484e-10, 2.349865e-10, 4.248017e+01, -2.055196e-01
1.070000e+03, 1.326780e-01, 9.943728e-01, -2.252111e+00, -1.600098e+00, 1.346726e-10, 2.350429e-10, 4.236353e+01, -2.068077e-01
1.075800e+03, 1.339529e-01, 9.941717e-01, -2.257019e+00, -1.608664e+00, 1.225801e-10, 2.354012e-10, 4.225373e+01, -2.079986e-01
1.081600e+03, 1.351558e-01, 9.940210e-01, -2.261486e+00, -1.617242e+00, 1.083917e-10, 2.360458e-10, 4.215126e+01, -2.091317e-01
1.087400e+03, 1.362985e-01, 9.939205e-01, -2.265436e+00, -1.625844e+00, 9.207120e-11, 2.369560e-10, 4.205624e+01, -2.102428e-01
1.093200e+03, 1.373993e-01, 9.938636e-01, -2.268792e+00, -1.634479e+00, 7.478873e-11, 2.380965e-10, 4.196848e+01, -2.113776e-01
1.099000e+03, 1.384747e-01, 9.938427e-01, -2.271517e+00, -1.643156e+00, 5.718219e-11, 2.394200e-10, 4.188751e+01, -2.125719e-01
1.104800e+03, 1.395432e-01, 9.938514e-01, -2.273601e+00, -1.651881e+00, 3.971201e-11, 2.408955e-10, 4.181253e+01, -2.138599e-01
1.110600e+03, 1.406253e-01, 9.938773e-01, -2.275048e+00, -1.660660e+00, 2.324073e-11, 2.424503e-10, 4.174249e+01, -2.152758e-01
1.116400e+03, 1.417403e-01, 9.939132e-01, -2.275895e+00, -1.669496e+00, 8.686980e-12, 2.440329e-10, 4.167614e+01, -2.168461e-01
1.122200e+03, 1.429055e-01, 9.939465e-01, -2.276212e+00, -1.678389e+00, -3.864616e-12, 2.456114e-10, 4.161203e+01, -2.185872e-01
1.128000e+03, 1.441399e-01, 9.939665e-01, -2.276071e+00, -1.687340e+00, -1.327424e-11, 2.470815e-10, 4.154860e+01, -2.205179e-01
1.133800e+03, 1.454564e-01, 9.939632e-01, -2.275587e+00, -1.696344e+00, -1.954588e-11, 2.484340e-10, 4.148423e+01, -2.226389e-01
1.139600e+03, 1.468680e-01, 9.939271e-01, -2.274875e+00, -1.705397e+00, -2.238594e-11, 2.495895e-10, 4.141727e+01, -2.249510e-01
1.145400e+03, 1.483842e-01, 9.938502e-01, -2.274059e+00, -1.714493e+00, -2.137001e-11, 2.505254e-10, 4.134615e+01, -2.274471e-01
1.151200e+03, 1.500092e-01, 9.937251e-01, -2.273280e+00, -1.723623e+00, -1.680553e-11, 2.512139e-10, 4.126939e+01, -2.301081e-01
1.157000e+03, 1.517452e-01, 9.935458e-01, -2.272668e+00, -1.732778e+00, -8.875538e-12, 2.516156e-10, 4.118566e+01, -2.329132e-01
1.162800e+03, 1.535903e-01, 9.933098e-01, -2.272344e+00, -1.741947e+00, 2.409713e-12, 2.517232e-10, 4.109389e+01, -2.358351e-01
1.168600e+03, 1.555368e-01, 9.930162e-01, -2.272432e+00, -1.751121e+00, 1.623437e-11, 2.515598e-10, 4.099321e+01, -2.388369e-01
1.174400e+03, 1.575768e-01, 9.926646e-01, -2.273024e+00, -1.760288e+00, 3.220815e-11, 2.510818e-10, 4.088303e+01, -2.418855e-01
1.180200e+03, 1.596978e-01, 9.922572e-01, -2.274198e+00, -1.769438e+00, 4.981293e-11, 2.503448e-10, 4.076310e+01, -2.449418e-01
1.186000e+03, 1.618840e-01, 9.918003e-01, -2.276013e+00, -1.778561e+00, 6.821159e-11, 2.493745e-10, 4.063345e+01, -2.479645e-01
1.191800e+03, 1.641189e-01, 9.912988e-01, -2.278499e+00, -1.787649e+00, 8.697848e-11, 2.481940e-10, 4.049447e+01, -2.509161e-01
1.197600e+03, 1.663845e-01, 9.907618e-01, -2.281668e+00, -1.796694e+00, 1.056323e-10, 2.468802e-10, 4.034677e+01, -2.537589e-01
