f_Hz,ReZ_ohm,ImZ_ohm
8.365500000000000000e+07,3.059508398962110243e-01,-2.251684936078225174e+00
8.439000000000000000e+07,3.033661198607554565e-01,-2.220047667656920076e+00
8.512500000000000000e+07,3.023628560903588447e-01,-2.190291247098953509e+00
8.586000000000000000e+07,3.023269349277858398e-01,-2.162616412790235643e+00
8.659500000000000000e+07,3.026762090745557243e-01,-2.136978544054888296e+00
8.733000000000000000e+07,3.029539354209450641e-01,-2.113150954649975599e+00
8.806500000000000000e+07,3.028722912454914207e-01,-2.090818024604009562e+00
8.880000000000000000e+07,3.023013181480260769e-01,-2.069666246356365313e+00
8.953500000000000000e+07,3.012168280993098857e-01,-2.049445200509044440e+00
9.027000000000000000e+07,2.996332987401264525e-01,-2.029983775229329712e+00
9.100500000000000000e+07,2.975503503496055302e-01,-2.011164632677919339e+00
9.174000000000000000e+07,2.949334266004504657e-01,-1.992875536608903042e+00
9.247500000000000000e+07,2.917339867273784360e-01,-1.974964085011849280e+00
9.321000000000000000e+07,2.879376378230592004e-01,-1.957219894449038211e+00
9.394500000000000000e+07,2.836164774637467412e-01,-1.939396398984130521e+00
9.468000000000000000e+07,2.789590497293806814e-01,-1.921267598674795130e+00
9.541500000000000000e+07,2.742589607312309052e-01,-1.902699614624077995e+00
9.615000000000000000e+07,2.698587165397079435e-01,-1.883708690262317687e+00
9.688500000000000000e+07,2.660631200047130496e-01,-1.864479675267325831e+00
9.762000000000000000e+07,2.630500067552232757e-01,-1.845331543327223045e+00
9.835500000000000000e+07,2.608100663765519078e-01,-1.826634912403607425e+00
9.909000000000000000e+07,2.591401388299424124e-01,-1.808704425902871282e+00
9.982500000000000000e+07,2.576978055215493058e-01,-1.791699829390329235e+00
1.005600000000000000e+08,2.561046552855521519e-01,-1.775569472618071964e+00
1.012950000000000000e+08,2.540681486470623418e-01,-1.760058244255519933e+00
1.020300000000000000e+08,2.514836713010992209e-01,-1.744781991929313048e+00
1.027650000000000000e+08,2.484825026242980239e-01,-1.729348666597210649e+00
1.035000000000000000e+08,2.454072413523594454e-01,-1.713490115766108213e+00
1.042350000000000000e+08,2.427188278394322163e-01,-1.697163427014962700e+00
1.049700000000000000e+08,2.408612312790407717e-01,-1.680589037111585027e+00
1.057050000000000000e+08,2.401237739449267605e-01,-1.664211917585864065e+00
1.064400000000000000e+08,2.405423229783555106e-01,-1.648595778944210943e+00
1.071750000000000000e+08,2.418688568659971838e-01,-1.634280729437872726e+00
1.079100000000000000e+08,2.436180903876025705e-01,-1.621645699264360641e+00
1.086450000000000000e+08,2.451765861193402340e-01,-1.610814913221534583e+00
1.093800000000000000e+08,2.459414023253143622e-01,-1.601633560571875892e+00
1.101150000000000000e+08,2.454475655803963763e-01,-1.593716144178464189e+00
1.108500000000000000e+08,2.434488985521477411e-01,-1.586548784412388002e+00
1.115850000000000000e+08,2.399331312902669155e-01,-1.579611252302370428e+00
1.123200000000000000e+08,2.350741428294241819e-01,-1.572480761731560817e+00
1.130550000000000000e+08,2.291440595777614608e-01,-1.564888548256539114e+00
1.137900000000000000e+08,2.224190141994134007e-01,-1.556718490307104519e+00
1.145250000000000000e+08,2.151111570402229889e-01,-1.547957784745821685e+00
1.152600000000000000e+08,2.073469923078577748e-01,-1.538625600885388245e+00
1.159950000000000000e+08,1.991932067863614042e-01,-1.528711325276100430e+00
1.167300000000000000e+08,1.907128420281607728e-01,-1.518147880225654722e+00
1.174650000000000000e+08,1.820234769252664919e-01,-1.506830245975885996e+00
1.182000000000000000e+08,1.733289256854663452e-01,-1.494670525362958635e+00
1.189350000000000000e+08,1.649067324915159394e-01,-1.481665603169853407e+00
1.196700000000000000e+08,1.570514253060241172e-01,-1.467947319259305994e+00
1.204050000000000000e+08,1.499915271441653042e-01,-1.453790405223137183e+00
1.211400000000000000e+08,1.438100328901974201e-01,-1.439568348519426166e+00
1.218750000000000000e+08,1.383990701610763041e-01,-1.425666486543478051e+00
1.226100000000000000e+08,1.334692451551958980e-01,-1.412378135092054565e+00
1.233450000000000000e+08,1.286161548786858011e-01,-1.399817492583114831e+00
