f_Hz,ReZ_ohm,ImZ_ohm
3.048900000000000000e+08,-1.010079311811139524e-01,6.405254984044737032e-01
3.056250000000000000e+08,-9.875874784154611841e-02,6.536047473887320880e-01
3.063600000000000000e+08,-9.458491765963457365e-02,6.658968595547892777e-01
3.070950000000000000e+08,-8.918294001327374543e-02,6.764091799510985048e-01
3.078300000000000000e+08,-8.370577106720142324e-02,6.846959901153203409e-01
3.085650000000000000e+08,-7.937910040311532689e-02,6.910279282228690700e-01
3.093000000000000000e+08,-7.708448495954324520e-02,6.963157454479093067e-01
3.100350000000000000e+08,-7.705488036404070651e-02,7.018097465553512215e-01
3.107700000000000000e+08,-7.879211416664515244e-02,7.086763851269105574e-01
3.115050000000000000e+08,-8.123915511697139824e-02,7.175995714968912420e-01
3.122400000000000000e+08,-8.314968414061911506e-02,7.285479143385427125e-01
3.129750000000000000e+08,-8.352674330207857101e-02,7.407918207385179032e-01
3.137100000000000000e+08,-8.197680562285337980e-02,7.531670542279200742e-01
3.144450000000000000e+08,-7.885379648224853655e-02,7.644951740897075743e-01
3.151800000000000000e+08,-7.513901601835873412e-02,7.740155612661944184e-01
3.159150000000000000e+08,-7.209371626873853356e-02,7.816768746006900193e-01
3.166500000000000000e+08,-7.080159219609519217e-02,7.881809248375366561e-01
3.173850000000000000e+08,-7.176104088445600659e-02,7.947559848201172228e-01
3.181200000000000000e+08,-7.467467077399181363e-02,8.027322330196950961e-01
3.188550000000000000e+08,-7.851747878380027634e-02,8.130652833328633200e-01
3.195900000000000000e+08,-8.186737750629372035e-02,8.259762900211694570e-01
3.203250000000000000e+08,-8.338796108879738267e-02,8.408391361403153574e-01
3.210600000000000000e+08,-8.229801303009130764e-02,8.563603614939042652e-01
3.217950000000000000e+08,-7.866447858076561217e-02,8.709965220288234944e-01
3.225300000000000000e+08,-7.341352954284956212e-02,8.834713530877883469e-01
3.232650000000000000e+08,-6.804817319770975481e-02,8.932182166628912512e-01
3.240000000000000000e+08,-6.416059404897885010e-02,9.005940490373780527e-01
3.247350000000000000e+08,-6.290074334191725347e-02,9.067845870743675984e-01
3.254700000000000000e+08,-6.458326627638968920e-02,9.134251611101730228e-01
3.262050000000000000e+08,-6.857183499733268683e-02,9.220617996246057713e-01
3.269400000000000000e+08,-7.348534802052372750e-02,9.336365227706698855e-01
3.276750000000000000e+08,-7.765770771635679970e-02,9.481746247580083997e-01
3.284100000000000000e+08,-7.969393993698935252e-02,9.647818116593673832e-01
3.291450000000000000e+08,-7.893251552469694732e-02,9.819515386272945623e-01
3.298800000000000000e+08,-7.565685384587933493e-02,9.980766499822824045e-01
3.306150000000000000e+08,-7.098486612677346042e-02,1.011990192984088432e+00
3.313500000000000000e+08,-6.647502259532278579e-02,1.023349859053283017e+00
3.320850000000000000e+08,-6.358550073414602488e-02,1.032732591607769868e+00
3.328200000000000000e+08,-6.317659323071039834e-02,1.041405392146408593e+00
3.335550000000000000e+08,-6.523461574850490663e-02,1.050853358830455164e+00
3.342900000000000000e+08,-6.891836192038289233e-02,1.062235544530711451e+00
3.350250000000000000e+08,-7.291242457372090757e-02,1.075968254241085775e+00
3.357600000000000000e+08,-7.595867509704616605e-02,1.091590939987184150e+00
3.364950000000000000e+08,-7.737047190581049227e-02,1.107967983124920064e+00
3.372300000000000000e+08,-7.733774845233751249e-02,1.123758092510164008e+00
3.379650000000000000e+08,-7.690276082750338582e-02,1.137984769806945184e+00
3.387000000000000000e+08,-7.760136850155945065e-02,1.150499528746429467e+00
3.394350000000000000e+08,-8.088563998160398782e-02,1.162159389653351083e+00
3.401700000000000000e+08,-8.752945150836756449e-02,1.174635030495058130e+00
3.409050000000000000e+08,-9.723650960133606302e-02,1.189897005096884008e+00
3.416400000000000000e+08,-1.086077103889220019e-01,1.209548873587506179e+00
3.423750000000000000e+08,-1.195002836022607262e-01,1.234240606947228036e+00
3.431100000000000000e+08,-1.276701298144512775e-01,1.263375609966325364e+00
3.438450000000000000e+08,-1.314845893801785126e-01,1.295226455232602714e+00
3.445800000000000000e+08,-1.304632257836884635e-01,1.327434748961829225e+00
3.453150000000000000e+08,-1.254572763565438009e-01,1.357738765309283835e+00
3.460500000000000000e+08,-1.183950196040083752e-01,1.384691193966351097e+00
3.467850000000000000e+08,-1.116641561304962393e-01,1.408123967076534422e+00
3.475200000000000000e+08,-1.073295301570357657e-01,1.429192570276211383e+00
3.482550000000000000e+08,-1.064518493886574269e-01,1.449970396585590349e+00
3.489900000000000000e+08,-1.087502758624623728e-01,1.472722356302143654e+00
3.497250000000000000e+08,-1.127380462616539708e-01,1.499108490783637615e+00
3.504600000000000000e+08,-1.162926443003575033e-01,1.529602391134348593e+00
3.511950000000000000e+08,-1.174635287064583200e-01,1.563338525056867434e+00
3.519300000000000000e+08,-1.152313348018401407e-01,1.598452976148447613e+00
3.526650000000000000e+08,-1.099437979925012160e-01,1.632808883336966943e+00
3.534000000000000000e+08,-1.032590819117023551e-01,1.664860185961971606e+00
3.541350000000000000e+08,-9.759227260838461426e-02,1.694348827645437927e+00
3.548700000000000000e+08,-9.523563227995078539e-02,1.722572171659098705e+00
3.556050000000000000e+08,-9.745166578863705131e-02,1.752093530609733385e+00
3.563400000000000000e+08,-1.038696546028769624e-01,1.785962611838332270e+00
3.570750000000000000e+08,-1.124271192114699169e-01,1.826698089570315542e+00
3.578100000000000000e+08,-1.199107095632189479e-01,1.875387008001847322e+00
3.585450000000000000e+08,-1.229351300983392570e-01,1.931229064226078540e+00
3.592800000000000000e+08,-1.190376366975913758e-01,1.991706363684333514e+00
3.600150000000000000e+08,-1.075171589839955116e-01,2.053348122588066982e+00
3.607500000000000000e+08,-8.972205000095877236e-02,2.112859034300202943e+00
3.614850000000000000e+08,-6.866080835711441122e-02,2.168250276085660566e+00
3.622200000000000000e+08,-4.802759594227232198e-02,2.219590341058007343e+00
3.629550000000000000e+08,-3.093978890632858442e-02,2.269093324792021527e+00
3.636900000000000000e+08,-1.881076922638629662e-02,2.320470555305230054e+00
3.644250000000000000e+08,-1.076786910468507073e-02,2.377731209365750331e+00
3.651600000000000000e+08,-3.855087169759313041e-03,2.443834024534171867e+00
3.658950000000000000e+08,6.015345936506238944e-03,2.519670554203633728e+00
3.666300000000000000e+08,2.267231235666034711e-02,2.603760241972141287e+00
3.673650000000000000e+08,4.833114648320717410e-02,2.692798047236404813e+00
3.681000000000000000e+08,8.275305886547931755e-02,2.782908071704172315e+00
3.688350000000000000e+08,1.232466809311635880e-01,2.871214783822781502e+00
3.695700000000000000e+08,1.655832309387223755e-01,2.957212352208907546e+00
3.703050000000000000e+08,2.055960810315815013e-01,3.043432363793909357e+00
3.710400000000000000e+08,2.409713523490559783e-01,3.135098906698503995e+00
3.717750000000000000e+08,2.726094088559104511e-01,3.238790718117114054e+00
3.725100000000000000e+08,3.050315248737535678e-01,3.360502288354385581e+00
3.732450000000000000e+08,3.456211542878928622e-01,3.503754450544761756e+00
3.739800000000000000e+08,4.029092524558757771e-01,3.668424001369289034e+00
3.747150000000000000e+08,4.844629777798756254e-01,3.850729146319768592e+00
3.754500000000000000e+08,5.950886088773362781e-01,4.044427709514722302e+00
3.761850000000000000e+08,7.359894566809580541e-01,4.242897929483559594e+00
3.769200000000000000e+08,9.052763785231136007e-01,4.441473141840442729e+00
3.776550000000000000e+08,1.099866165491113046e+00,4.639240094719716545e+00
3.783900000000000000e+08,1.318368767335472924e+00,4.839534848600948180e+00
3.791250000000000000e+08,1.564150356163192424e+00,5.048639189882504041e+00
3.798600000000000000e+08,1.847532538437753669e+00,5.272688269653783344e+00
3.805950000000000000e+08,2.186206198198151096e+00,5.513388965938509578e+00
3.813300000000000000e+08,2.603390056138010333e+00,5.763550440056619983e+00
3.820650000000000000e+08,3.123810928051566016e+00,6.003466071851094377e+00
3.828000000000000000e+08,3.767927225233743460e+00,6.198954310424938718e+00
3.835350000000000000e+08,4.544877036626752798e+00,6.301684428666028737e+00
3.842700000000000000e+08,5.444674098139120844e+00,6.252551290677979878e+00
3.850050000000000000e+08,6.430688610476166467e+00,5.989227840770611877e+00
3.857400000000000000e+08,7.434783397580250863e+00,5.458969944671097529e+00
3.864750000000000000e+08,8.359242393331353327e+00,4.636184309471038212e+00
3.872100000000000000e+08,9.090085895455001008e+00,3.540483407020201589e+00
3.879450000000000000e+08,9.522848521282281098e+00,2.246385676207554027e+00
3.886800000000000000e+08,9.593782795385974893e+00,8.751301122138480659e-01
3.894150000000000000e+08,9.301958734422386854e+00,-4.333234595627922792e-01
3.901500000000000000e+08,8.709492378936648294e+00,-1.557281681072288260e+00
3.908850000000000000e+08,7.919639350142675838e+00,-2.421739626396421929e+00
3.916200000000000000e+08,7.045291398502568470e+00,-3.006948964686055437e+00
3.923550000000000000e+08,6.182681062222810553e+00,-3.338668717908829020e+00
3.930900000000000000e+08,5.397755301763305091e+00,-3.469647968948057937e+00
3.938250000000000000e+08,4.724351899269511712e+00,-3.461473533201302022e+00
3.945600000000000000e+08,4.169538201640365038e+00,-3.371351068112555360e+00
3.952950000000000000e+08,3.721796951681763943e+00,-3.244482156087754365e+00
3.960300000000000000e+08,3.359468121525666540e+00,-3.111015760901582716e+00
3.967650000000000000e+08,3.058186597125730710e+00,-2.986382522368311587e+00
3.975000000000000000e+08,2.796621050996442648e+00,-2.874059793641039473e+00
3.982350000000000000e+08,2.559998386748810084e+00,-2.769860999831727622e+00
3.989700000000000000e+08,2.341150133256471921e+00,-2.666678374867628154e+00
3.997050000000000000e+08,2.139307251068669036e+00,-2.558531007360411280e+00
4.004400000000000000e+08,1.957419530034422372e+00,-2.443028134279209507e+00
4.011750000000000000e+08,1.799083843240883107e+00,-2.321921937170980943e+00
4.019100000000000000e+08,1.666082001179240546e+00,-2.200040399431902660e+00
4.026450000000000000e+08,1.557142423643234741e+00,-2.083304587272766017e+00
4.033800000000000000e+08,1.468055780410664202e+00,-1.976650832531083424e+00
4.041150000000000000e+08,1.392860257181847139e+00,-1.882546055935252705e+00
4.048500000000000000e+08,1.325546526294346883e+00,-1.800498917213290584e+00
4.055850000000000000e+08,1.261645190351635026e+00,-1.727614768702582237e+00
4.063200000000000000e+08,1.199161496950089889e+00,-1.659901698357687749e+00
4.070550000000000000e+08,1.138589214810511896e+00,-1.593805569862863036e+00
4.077900000000000000e+08,1.082080730466189911e+00,-1.527415312722905538e+00
4.085250000000000000e+08,1.032142953833711019e+00,-1.460946597863508334e+00
4.092600000000000000e+08,9.903600433939935277e-01,-1.396404348686288932e+00
4.099950000000000000e+08,9.565844039033135626e-01,-1.336618750243182108e+00
4.107300000000000000e+08,9.288361613968364461e-01,-1.284042931029461654e+00
4.114650000000000000e+08,9.038944138880684598e-01,-1.239747348327115084e+00
4.122000000000000000e+08,8.783336602593443398e-01,-1.202951159367944944e+00
4.129350000000000000e+08,8.496200137780716144e-01,-1.171232191889826524e+00
4.136700000000000000e+08,8.168750994346488659e-01,-1.141316504985466995e+00
4.144050000000000000e+08,7.810461135567766666e-01,-1.110146021300209451e+00
4.151400000000000000e+08,7.444436319733490626e-01,-1.075833581206115497e+00
4.158750000000000000e+08,7.098381512466589438e-01,-1.038173013002712475e+00
4.166100000000000000e+08,6.794528399837010957e-01,-9.985486397313853013e-01
4.173450000000000000e+08,6.542051397155119741e-01,-9.593079066821758039e-01
4.180800000000000000e+08,6.334426196519269414e-01,-9.228399966387340614e-01
4.188150000000000000e+08,6.152386563088022564e-01,-8.906880270388628507e-01
4.195500000000000000e+08,5.971238329935397715e-01,-8.629962144842097116e-01
4.202850000000000000e+08,5.769866836191011039e-01,-8.384709823620691838e-01
4.210200000000000000e+08,5.538256181889994467e-01,-8.148553563260874100e-01
4.217550000000000000e+08,5.280916192054329050e-01,-7.897372833304844297e-01
4.224900000000000000e+08,5.015113136346978084e-01,-7.613984165102686275e-01
4.232250000000000000e+08,4.764673983838725868e-01,-7.294039896864188410e-01
4.239600000000000000e+08,4.551662794918673871e-01,-6.947369014484272576e-01
4.246950000000000000e+08,4.388860231481747087e-01,-6.594459435480141130e-01
4.254300000000000000e+08,4.275562433015814290e-01,-6.259444074408740954e-01
4.261650000000000000e+08,4.197995153722320349e-01,-5.962054901552429342e-01
4.269000000000000000e+08,4.134069635898620643e-01,-5.711256170166062462e-01
4.276350000000000000e+08,4.060782291579707604e-01,-5.502640235046882822e-01
4.283700000000000000e+08,3.961708782353116076e-01,-5.320376028234851118e-01
4.291050000000000000e+08,3.832045619264256020e-01,-5.142943550521509311e-01
4.298400000000000000e+08,3.679537326103944905e-01,-4.950592293526915322e-01
4.305750000000000000e+08,3.521098052426995251e-01,-4.731905076959310730e-01
4.313100000000000000e+08,3.376445730088373787e-01,-4.487242423283603343e-01
4.320450000000000000e+08,3.261049686293777672e-01,-4.228012698762764754e-01
4.327800000000000000e+08,3.180822699134555065e-01,-3.972189404996410711e-01
4.335150000000000000e+08,3.130288101473668316e-01,-3.737743510779956702e-01
4.342500000000000000e+08,3.094720735087413410e-01,-3.536286234592744826e-01
4.349850000000000000e+08,3.055419764123323279e-01,-3.369072683392322354e-01
4.357200000000000000e+08,2.996239402413874986e-01,-3.226674278856652145e-01
4.364550000000000000e+08,2.909105746783295920e-01,-3.092358078605148552e-01
4.371900000000000000e+08,2.796629408148947338e-01,-2.947929924392413414e-01
4.379250000000000000e+08,2.670968958510692715e-01,-2.779958039835162542e-01
4.386600000000000000e+08,2.549433728504286734e-01,-2.584207357834345520e-01
4.393950000000000000e+08,2.448437884198592651e-01,-2.366804506620180382e-01
4.401300000000000000e+08,2.377928801999408537e-01,-2.141835222790539062e-01
4.408650000000000000e+08,2.338169795939411544e-01,-1.926301625607837464e-01
4.416000000000000000e+08,2.319897801695724460e-01,-1.734220409677868502e-01
4.423350000000000000e+08,2.307719272101068919e-01,-1.571875921267341381e-01
4.430700000000000000e+08,2.285528319681106313e-01,-1.435811237216239322e-01
4.438050000000000000e+08,2.242067953021699700e-01,-1.314193218898577209e-01
4.445400000000000000e+08,2.174728216756171839e-01,-1.191028667243067968e-01
4.452750000000000000e+08,2.090307352802341367e-01,-1.051731300486782594e-01
4.460100000000000000e+08,2.002538872924117530e-01,-8.880964953814871055e-02
4.467450000000000000e+08,1.927314176843092641e-01,-7.009943242254913776e-02
4.474800000000000000e+08,1.877293883264497532e-01,-4.999309469792487942e-02
4.482150000000000000e+08,1.857746410146939586e-01,-2.997249709354659133e-02
4.489500000000000000e+08,1.864970048756409426e-01,-1.155049344175609199e-02
4.496850000000000000e+08,1.887746989860709657e-01,4.224983057151574135e-03
4.504200000000000000e+08,1.911257697855433813e-01,1.709683519882929451e-02
4.511550000000000000e+08,1.922076192685641394e-01,2.764969068468449420e-02
4.518900000000000000e+08,1.912528066294474360e-01,3.707553441775345709e-02
4.526250000000000000e+08,1.882941208573732927e-01,4.674154192688424747e-02
4.533600000000000000e+08,1.841076683918755896e-01,5.771414481549133613e-02
4.540950000000000000e+08,1.799024527722214717e-01,7.040468338692501549e-02
4.548300000000000000e+08,1.768720262580623925e-01,8.445465979685533309e-02
4.555650000000000000e+08,1.757672509865484123e-01,9.889170092123021616e-02
4.563000000000000000e+08,1.766359890768237906e-01,1.124935368887363535e-01
4.570350000000000000e+08,1.788135970817660569e-01,1.242289309172431994e-01
4.577700000000000000e+08,1.811606243723477838e-01,1.336225875917906314e-01
4.585050000000000000e+08,1.824604337261386822e-01,1.409206996263955847e-01
4.592400000000000000e+08,1.818366121296825233e-01,1.470042626928502461e-01
4.599750000000000000e+08,1.790455540595121964e-01,1.530850821970879683e-01
4.607100000000000000e+08,1.745454510088441658e-01,1.602943653201849006e-01
4.614450000000000000e+08,1.693231007897672280e-01,1.693091204300234132e-01
4.621800000000000000e+08,1.645451449469169380e-01,1.801446727632492750e-01
4.629150000000000000e+08,1.611594780562356499e-01,1.921798270706751577e-01
4.636500000000000000e+08,1.595855629010523580e-01,2.043984942149029149e-01
4.643850000000000000e+08,1.595971247197041087e-01,2.157578328150014102e-01
4.651200000000000000e+08,1.604317045734428016e-01,2.255525515913798795e-01
4.658550000000000000e+08,1.610831073599006125e-01,2.336497800156749904e-01
4.665900000000000000e+08,1.606708569816034105e-01,2.405159972203021468e-01
4.673250000000000000e+08,1.587557930804504025e-01,2.470308586428000552e-01
4.680600000000000000e+08,1.554916038088099139e-01,2.541574030576171928e-01
4.687950000000000000e+08,1.515614610404521223e-01,2.625877580914089404e-01
4.695300000000000000e+08,1.479256742270138036e-01,2.724901852931817525e-01
4.702650000000000000e+08,1.454723747385154309e-01,2.834452089979715428e-01
4.710000000000000000e+08,1.446952468432187444e-01,2.945905806042972697e-01
4.717350000000000000e+08,1.455103555040864471e-01,3.049220159893377136e-01
4.724700000000000000e+08,1.472742352193951720e-01,3.136440798941585451e-01
4.732050000000000000e+08,1.489957092625730506e-01,3.204499569341267007e-01
4.739400000000000000e+08,1.496678190605895131e-01,3.256342970101718248e-01
4.746750000000000000e+08,1.486055510879961128e-01,3.300010708150778460e-01
4.754100000000000000e+08,1.456736291210566359e-01,3.345991048611552943e-01
4.761450000000000000e+08,1.413274567768298684e-01,3.403772734627028007e-01
4.768800000000000000e+08,1.364558658213060327e-01,3.478780118919641562e-01
4.776150000000000000e+08,1.320829239269281086e-01,3.570724022462971048e-01
4.783500000000000000e+08,1.290329748465639803e-01,3.673889715577349224e-01
4.790850000000000000e+08,1.276725177352781571e-01,3.779208910203626370e-01
4.798200000000000000e+08,1.278129684132148225e-01,3.877364958442436893e-01
4.805550000000000000e+08,1.288015998766141590e-01,3.961856528517041509e-01
4.812900000000000000e+08,1.297638408584281533e-01,4.030990190162787590e-01
4.820250000000000000e+08,1.299098377777437585e-01,4.088161587733874502e-01
4.827600000000000000e+08,1.287982756421788555e-01,4.140384776906259612e-01
4.834950000000000000e+08,1.264676475276470258e-01,4.195635458131131701e-01
4.842300000000000000e+08,1.233935195099437887e-01,4.259974337895476304e-01
4.849650000000000000e+08,1.202925038771425065e-01,4.335469500228683604e-01
4.857000000000000000e+08,1.178470770209196911e-01,4.419627471745735114e-01
4.864350000000000000e+08,1.164511746235448036e-01,4.506491820422846017e-01
4.871700000000000000e+08,1.160665675095527150e-01,4.588978405870420829e-01
4.879050000000000000e+08,1.162391942697753450e-01,4.661592913076623712e-01
4.886400000000000000e+08,1.162678187806040903e-01,4.722556846802573594e-01
4.893750000000000000e+08,1.154640701905279981e-01,4.774585665982663540e-01
4.901100000000000000e+08,1.134110898685023877e-01,4.824040383650008978e-01
4.908450000000000000e+08,1.101286333410580465e-01,4.878748140568048286e-01
4.915800000000000000e+08,1.060855732571576310e-01,4.945257229420997880e-01
4.923150000000000000e+08,1.020546626096997950e-01,5.026489630509219930e-01
4.930500000000000000e+08,9.885968228342556507e-02,5.120609609214809010e-01
4.937850000000000000e+08,9.710194891558603103e-02,5.221497810233107773e-01
4.945200000000000000e+08,9.695918306255554842e-02,5.320665504261647971e-01
4.952550000000000000e+08,9.812397396168653918e-02,5.409958026052275049e-01
4.959900000000000000e+08,9.990129741045933320e-02,5.484140119354284915e-01
4.967250000000000000e+08,1.014311165476535631e-01,5.542506684072554535e-01
4.974600000000000000e+08,1.019606560432001208e-01,5.588998493850163563e-01
4.981950000000000000e+08,1.010751992169073160e-01,5.630810952218585630e-01
4.989300000000000000e+08,9.881164349494805932e-02,5.675992951890929117e-01
4.996650000000000000e+08,9.562033870634986665e-02,5.730865761766005262e-01
5.004000000000000000e+08,9.219327075615590950e-02,5.798131780893761578e-01
5.011350000000000000e+08,8.922162194321762996e-02,5.876280360900533184e-01
5.018700000000000000e+08,8.716748139047313104e-02,5.960434162231584843e-01
5.026050000000000000e+08,8.612634486684166146e-02,6.044284106268683621e-01
5.033400000000000000e+08,8.582315653741774686e-02,6.122404759356337989e-01
5.040750000000000000e+08,8.573753055635514875e-02,6.192138811085265981e-01
5.048100000000000000e+08,8.530966267809771131e-02,6.254414597546257282e-01
5.055450000000000000e+08,8.415203239613748554e-02,6.313248580852347525e-01
5.062800000000000000e+08,8.219202788355195466e-02,6.374149985649650851e-01
5.070150000000000000e+08,7.969682799789144789e-02,6.442025054193554201e-01
5.077500000000000000e+08,7.717471144867336930e-02,6.519340069174708319e-01
5.084850000000000000e+08,7.519086094440492751e-02,6.605191178387636031e-01
5.092200000000000000e+08,7.416496746153225517e-02,6.695591542963363896e-01
5.099550000000000000e+08,7.422261698013181419e-02,6.784849427762953411e-01
5.106900000000000000e+08,7.515181618162414257e-02,6.867531070821445427e-01
5.114250000000000000e+08,7.647809754798044757e-02,6.940308534052074263e-01
5.121600000000000000e+08,7.762990746917322604e-02,7.003046043905876150e-01
5.128950000000000000e+08,7.813477095233276049e-02,7.058755541394544641e-01
5.136300000000000000e+08,7.777671670504564261e-02,7.112455390541152500e-01
5.143650000000000000e+08,7.666007803376549690e-02,7.169353649398491068e-01
5.151000000000000000e+08,7.515879785137499769e-02,7.233011031687347492e-01
5.158350000000000000e+08,7.377140419205942268e-02,7.304135478598577924e-01
5.165700000000000000e+08,7.293498909269363617e-02,7.380424393312805531e-01
5.173050000000000000e+08,7.286508814488132368e-02,7.457491497526065327e-01
5.180400000000000000e+08,7.347802566345640329e-02,7.530531024901492287e-01
5.187750000000000000e+08,7.442231682983484198e-02,7.596116994309206616e-01
5.195100000000000000e+08,7.520691427812144225e-02,7.653494815117668493e-01
5.202450000000000000e+08,7.537995423690201091e-02,7.704907260264003410e-01
5.209800000000000000e+08,7.469399847207777721e-02,7.754841624093263830e-01
5.217150000000000000e+08,7.319880393925382034e-02,7.808468965475500179e-01
5.224500000000000000e+08,7.122868617543297309e-02,7.869833243787988097e-01
5.231850000000000000e+08,6.928925035581498526e-02,7.940434563930666156e-01
5.239200000000000000e+08,6.788398602417229644e-02,8.018706415912034702e-01
5.246550000000000000e+08,6.734215415939560911e-02,8.100566429343184494e-01
5.253900000000000000e+08,6.770838569568465859e-02,8.180840818049845975e-01
5.261250000000000000e+08,6.873228426659319656e-02,8.255058335762263111e-01
5.268600000000000000e+08,6.996112840342898209e-02,8.320983816479738948e-01
5.275950000000000000e+08,7.090272971773625699e-02,8.379355069119112098e-01
5.283300000000000000e+08,7.120100134902618283e-02,8.433567020977000839e-01
5.290650000000000000e+08,7.076236786575139381e-02,8.488417186201392406e-01
5.298000000000000000e+08,6.978852331678545018e-02,8.548357387855597400e-01
5.305350000000000000e+08,6.870419331156098208e-02,8.615870169947170698e-01
5.312700000000000000e+08,6.800563667654592470e-02,8.690542083980673516e-01
5.320050000000000000e+08,6.808335075708227269e-02,8.769157911101803649e-01
5.327400000000000000e+08,6.908112721097416087e-02,8.846780571645324054e-01
5.334750000000000000e+08,7.084056224342098751e-02,8.918438551485847743e-01
5.342100000000000000e+08,7.295025268760758907e-02,8.980833872715077160e-01
5.349450000000000000e+08,7.488262047381374908e-02,9.033478203354613489e-01
5.356800000000000000e+08,7.617097708100291353e-02,9.078863246246957619e-01
5.364150000000000000e+08,7.656545946295084670e-02,9.121606605632930354e-01
5.371500000000000000e+08,7.611381675689916915e-02,9.166870875429625753e-01
5.378850000000000000e+08,7.513931318357656985e-02,9.218606637070502208e-01
5.386200000000000000e+08,7.412400405139152326e-02,9.278229141393704582e-01
5.393550000000000000e+08,7.353851156235007014e-02,9.344183187640519028e-01
5.400900000000000000e+08,7.367758503874216602e-02,9.412538455065344589e-01
5.408250000000000000e+08,7.455810009920135761e-02,9.478400296852693696e-01
5.415600000000000000e+08,7.591408379783526339e-02,9.537642753973430976e-01
5.422950000000000000e+08,7.728972978798615001e-02,9.588364332248138222e-01
5.430300000000000000e+08,7.819770051610561157e-02,9.631566467711161206e-01
5.437650000000000000e+08,7.828769986231302880e-02,9.670824852098302005e-01
5.445000000000000000e+08,7.746699130415433954e-02,9.711072795861360740e-01
5.452350000000000000e+08,7.593148022954092358e-02,9.756922960502714126e-01
5.459700000000000000e+08,7.409730026364667876e-02,9.811111105083220041e-01
5.467050000000000000e+08,7.245744023059903782e-02,9.873597698712264226e-01
5.474400000000000000e+08,7.141357114755048086e-02,9.941629378931148286e-01
5.481750000000000000e+08,7.114107572691727444e-02,1.001072761339135697e+00
5.489100000000000000e+08,7.153305798102178870e-02,1.007625458227564774e+00
5.496450000000000000e+08,7.224147944724955417e-02,1.013501398377054219e+00
5.503800000000000000e+08,7.280018090710260736e-02,1.018633946671229085e+00
5.511150000000000000e+08,7.278672991686081784e-02,1.023230476622464469e+00
5.518500000000000000e+08,7.196717686206591247e-02,1.027699468165844898e+00
5.525850000000000000e+08,7.037429912033359158e-02,1.032509997700454596e+00
5.533200000000000000e+08,6.829350189137384231e-02,1.038032942502504552e+00
5.540550000000000000e+08,6.616287265113436622e-02,1.044418801365944338e+00
5.547900000000000000e+08,6.442345519557013400e-02,1.051553391723702990e+00
5.555250000000000000e+08,6.337226912379165245e-02,1.059104970181728556e+00
5.562600000000000000e+08,6.306853868164523369e-02,1.066644545232180663e+00
5.569950000000000000e+08,6.332423547138109343e-02,1.073796365477086123e+00
5.577300000000000000e+08,6.378043830528863645e-02,1.080366035898656207e+00
5.584650000000000000e+08,6.404142502896577327e-02,1.086402344203283743e+00
5.592000000000000000e+08,6.381889005004201532e-02,1.092172477520289231e+00
5.599350000000000000e+08,6.303584296895363426e-02,1.098060666841599531e+00
5.606700000000000000e+08,6.185450009338305105e-02,1.104426840861993053e+00
5.614050000000000000e+08,6.061955801203085942e-02,1.111475296596648565e+00
5.621400000000000000e+08,5.973794159838227702e-02,1.119179076087313041e+00
5.628750000000000000e+08,5.953789381582337559e-02,1.127285486133278836e+00
5.636100000000000000e+08,6.015663357581793602e-02,1.135399489373082771e+00
5.643450000000000000e+08,6.149493439895828417e-02,1.143114754930376176e+00
5.650800000000000000e+08,6.325307341118391324e-02,1.150146233187422373e+00
5.658150000000000000e+08,6.503415310498955604e-02,1.156418419539944953e+00
5.665500000000000000e+08,6.647762511143051611e-02,1.162079627499296164e+00
5.672850000000000000e+08,6.737588247227387084e-02,1.167438880904325682e+00
5.680200000000000000e+08,6.773344467929963419e-02,1.172849248456577786e+00
5.687550000000000000e+08,6.774913808446063335e-02,1.178579979578139758e+00
5.694900000000000000e+08,6.772926923320481130e-02,1.184723104788565129e+00
5.702250000000000000e+08,6.796417704861641707e-02,1.191167200846312557e+00
5.709600000000000000e+08,6.861308456408744816e-02,1.197646648594201668e+00
5.716950000000000000e+08,6.963863059589051052e-02,1.203847764695258560e+00
5.724300000000000000e+08,7.081439169782677290e-02,1.209533169367677408e+00
5.731650000000000000e+08,7.180263031041289601e-02,1.214639520643376658e+00
5.739000000000000000e+08,7.227456229522659370e-02,1.219313321872117717e+00
5.746350000000000000e+08,7.203030696779878783e-02,1.223871500360449893e+00
5.753700000000000000e+08,7.107569186173549880e-02,1.228700167674835031e+00
5.761050000000000000e+08,6.962829488138842782e-02,1.234126966089696742e+00
5.768400000000000000e+08,6.805013860183461993e-02,1.240311819106231450e+00
5.775750000000000000e+08,6.673033874725209369e-02,1.247194384240310150e+00
5.783100000000000000e+08,6.595851416452604143e-02,1.254516488776538763e+00
5.790450000000000000e+08,6.583280006572460319e-02,1.261911556461348338e+00
5.797800000000000000e+08,6.623402493984512085e-02,1.269029786873659305e+00
5.805150000000000000e+08,6.687448424751313292e-02,1.275655630755439196e+00
5.812500000000000000e+08,6.740383597226014267e-02,1.281776999527386218e+00
5.819850000000000000e+08,6.753487233427296621e-02,1.287582590914121417e+00
5.827200000000000000e+08,6.714513081063330779e-02,1.293388862671064787e+00
5.834550000000000000e+08,6.631892653533241755e-02,1.299522802144088107e+00
5.841900000000000000e+08,6.531545255245699289e-02,1.306202043677960667e+00
5.849250000000000000e+08,6.447465386747124050e-02,1.313454603227007578e+00
5.856600000000000000e+08,6.409437034722055559e-02,1.321106332035101971e+00
