f_Hz,ReZ_ohm,ImZ_ohm
3.883250000000000000e+08,3.834868031431828278e-02,5.145278585237379465e-01
3.893000000000000000e+08,4.398473027904545307e-02,5.195118613096709748e-01
3.902750000000000000e+08,4.940996265950034494e-02,5.231870043160365968e-01
3.912500000000000000e+08,5.432932615206756410e-02,5.256376333617358565e-01
3.922250000000000000e+08,5.847499539091902815e-02,5.270137171091651140e-01
3.932000000000000000e+08,6.162080497008624869e-02,5.275228640835536442e-01
3.941750000000000000e+08,6.359447163611098297e-02,5.274191840513939855e-01
3.951500000000000000e+08,6.428691115015251756e-02,5.269895874875958341e-01
3.961250000000000000e+08,6.365811468286453056e-02,5.265382733646755131e-01
3.971000000000000000e+08,6.173924539147916668e-02,5.263702684920169572e-01
3.980750000000000000e+08,5.863083608944087005e-02,5.267749413758879840e-01
3.990500000000000000e+08,5.449719796700422392e-02,5.280104146953223943e-01
4.000250000000000000e+08,4.955737142112439514e-02,5.302897427814982079e-01
4.010000000000000000e+08,4.407314730669352476e-02,5.337696089458245918e-01
4.019750000000000000e+08,3.833484701598083300e-02,5.385421416422241370e-01
4.029500000000000000e+08,3.264566330931553684e-02,5.446302610226300134e-01
4.039250000000000000e+08,2.730542590724939142e-02,5.519867627902851348e-01
4.049000000000000000e+08,2.259466620505514584e-02,5.604971386127175492e-01
4.058750000000000000e+08,1.875981767368254186e-02,5.699859344252548032e-01
4.068500000000000000e+08,1.600030897685953898e-02,5.802262699109784760e-01
4.078250000000000000e+08,1.445819353978619777e-02,5.909519915175490690e-01
4.088000000000000000e+08,1.421082062663112447e-02,6.018718119715108505e-01
4.097750000000000000e+08,1.526689680613325072e-02,6.126847034900485545e-01
4.107500000000000000e+08,1.756611992456368065e-02,6.230957603428105562e-01
4.117250000000000000e+08,2.098239626064951277e-02,6.328317288785043626e-01
4.127000000000000000e+08,2.533048059311781772e-02,6.416554192064596318e-01
4.136750000000000000e+08,3.037571346866217714e-02,6.493782620864357868e-01
4.146500000000000000e+08,3.584637538551922742e-02,6.558703568761338198e-01
4.156250000000000000e+08,4.144804005619466547e-02,6.610674707823879226e-01
4.166000000000000000e+08,4.687919540874966456e-02,6.649745941732427834e-01
4.175750000000000000e+08,5.184731913307995960e-02,6.676658274586144692e-01
