f_Hz,ReZ0_ohm,ImZ0_ohm
9.440000000000000000e+08,4.841158528902513325e+01,-2.373120902932061571e-01
9.460000000000000000e+08,4.841088850661070353e+01,-2.368678464369527170e-01
9.480000000000000000e+08,4.841019430982922245e+01,-2.364197152922645484e-01
9.500000000000000000e+08,4.840950271467357169e+01,-2.359677060938963067e-01
9.520000000000000000e+08,4.840881373710259084e+01,-2.355118281332762575e-01
9.540000000000000000e+08,4.840812739304111290e+01,-2.350520907583614483e-01
9.560000000000000000e+08,4.840744369837994299e+01,-2.345885033734781688e-01
9.580000000000000000e+08,4.840676266897572333e+01,-2.341210754393159565e-01
9.600000000000000000e+08,4.840608432065092614e+01,-2.336498164727155991e-01
9.620000000000000000e+08,4.840540866919391760e+01,-2.331747360466343566e-01
9.640000000000000000e+08,4.840473573035863808e+01,-2.326958437900563947e-01
9.660000000000000000e+08,4.840406551986480110e+01,-2.322131493878236974e-01
9.680000000000000000e+08,4.840339805339772994e+01,-2.317266625806365388e-01
9.700000000000000000e+08,4.840273334660833626e+01,-2.312363931649294158e-01
9.720000000000000000e+08,4.840207141511306332e+01,-2.307423509927604977e-01
9.740000000000000000e+08,4.840141227449381489e+01,-2.302445459718330811e-01
9.760000000000000000e+08,4.840075594029791972e+01,-2.297429880652649692e-01
9.780000000000000000e+08,4.840010242803808893e+01,-2.292376872917043229e-01
9.800000000000000000e+08,4.839945175319235915e+01,-2.287286537251220497e-01
9.820000000000000000e+08,4.839880393120392910e+01,-2.282158974947761654e-01
9.840000000000000000e+08,4.839815897748132301e+01,-2.276994287852292520e-01
9.860000000000000000e+08,4.839751690739812773e+01,-2.271792578361920556e-01
9.880000000000000000e+08,4.839687773629299272e+01,-2.266553949425574865e-01
9.900000000000000000e+08,4.839624147946967270e+01,-2.261278504543116075e-01
9.920000000000000000e+08,4.839560815219680023e+01,-2.255966347764867264e-01
9.940000000000000000e+08,4.839497776970787868e+01,-2.250617583691192636e-01
9.960000000000000000e+08,4.839435034720131057e+01,-2.245232317472918016e-01
9.980000000000000000e+08,4.839372589984014894e+01,-2.239810654809266111e-01
1.000000000000000000e+09,4.839310444275221812e+01,-2.234352701949965936e-01
1.002000000000000000e+09,4.839248599102995030e+01,-2.228858565692457272e-01
1.004000000000000000e+09,4.839187055973024343e+01,-2.223328353383695055e-01
1.006000000000000000e+09,4.839125816387447543e+01,-2.217762172918997798e-01
1.008000000000000000e+09,4.839064881844844024e+01,-2.212160132741785579e-01
1.010000000000000000e+09,4.839004253840219150e+01,-2.206522341844360247e-01
1.012000000000000000e+09,4.838943933865001412e+01,-2.200848909766321138e-01
1.014000000000000000e+09,4.838883923407028931e+01,-2.195139946596380565e-01
1.016000000000000000e+09,4.838824223950548031e+01,-2.189395562970360698e-01
1.018000000000000000e+09,4.838764836976196193e+01,-2.183615870072817544e-01
1.020000000000000000e+09,4.838705763960997785e+01,-2.177800979636486944e-01
1.022000000000000000e+09,4.838647006378346305e+01,-2.171951003941979819e-01
1.024000000000000000e+09,4.838588565698010058e+01,-2.166066055817885139e-01
1.026000000000000000e+09,4.838530443386105162e+01,-2.160146248642433597e-01
1.028000000000000000e+09,4.838472640905094835e+01,-2.154191696340546081e-01
1.030000000000000000e+09,4.838415159713774472e+01,-2.148202513387577894e-01
1.032000000000000000e+09,4.838358001267259567e+01,-2.142178814806955378e-01
1.034000000000000000e+09,4.838301167016980031e+01,-2.136120716171637235e-01
1.036000000000000000e+09,4.838244658410663135e+01,-2.130028333603439517e-01
1.038000000000000000e+09,4.838188476892313616e+01,-2.123901783773854413e-01
1.040000000000000000e+09,4.838132623902219365e+01,-2.117741183905479108e-01
1.042000000000000000e+09,4.838077100876928682e+01,-2.111546651769568017e-01
1.044000000000000000e+09,4.838021909249223995e+01,-2.105318305689236336e-01
1.046000000000000000e+09,4.837967050448138195e+01,-2.099056264537770833e-01
1.048000000000000000e+09,4.837912525898911298e+01,-2.092760647740678492e-01
1.050000000000000000e+09,4.837858337022986177e+01,-2.086431575273996752e-01
1.052000000000000000e+09,4.837804485238005014e+01,-2.080069167666942498e-01
1.054000000000000000e+09,4.837750971957772350e+01,-2.073673546000999457e-01
1.056000000000000000e+09,4.837697798592264320e+01,-2.067244831911025094e-01
1.058000000000000000e+09,4.837644966547581049e+01,-2.060783147584513975e-01
1.060000000000000000e+09,4.837592477225967968e+01,-2.054288615763678605e-01
1.062000000000000000e+09,4.837540332025765366e+01,-2.047761359745189358e-01
1.064000000000000000e+09,4.837488532341406255e+01,-2.041201503380421223e-01
1.066000000000000000e+09,4.837437079563403586e+01,-2.034609171076302014e-01
1.068000000000000000e+09,4.837385975078320399e+01,-2.027984487795914947e-01
1.070000000000000000e+09,4.837335220268756331e+01,-2.021327579058733448e-01
1.072000000000000000e+09,4.837284816513331265e+01,-2.014638570941760520e-01
1.074000000000000000e+09,4.837234765186654073e+01,-2.007917590078866499e-01
1.076000000000000000e+09,4.837185067659327586e+01,-2.001164763662903467e-01
1.078000000000000000e+09,4.837135725297896016e+01,-1.994380219445125446e-01
1.080000000000000000e+09,4.837086739464849217e+01,-1.987564085736084341e-01
1.082000000000000000e+09,4.837038111518585026e+01,-1.980716491406611102e-01
1.084000000000000000e+09,4.836989842813407137e+01,-1.973837565887711920e-01
1.086000000000000000e+09,4.836941934699469670e+01,-1.966927439171447245e-01
1.088000000000000000e+09,4.836894388522798494e+01,-1.959986241811618735e-01
1.090000000000000000e+09,4.836847205625228696e+01,-1.953014104924545302e-01
1.092000000000000000e+09,4.836800387344401742e+01,-1.946011160188818867e-01
1.094000000000000000e+09,4.836753935013736339e+01,-1.938977539846893916e-01
1.096000000000000000e+09,4.836707849962406414e+01,-1.931913376704738616e-01
1.098000000000000000e+09,4.836662133515304163e+01,-1.924818804133403283e-01
1.100000000000000000e+09,4.836616786993037209e+01,-1.917693956068360628e-01
1.102000000000000000e+09,4.836571811711881708e+01,-1.910538967011147504e-01
1.104000000000000000e+09,4.836527208983763870e+01,-1.903353972029411256e-01
1.106000000000000000e+09,4.836482980116235098e+01,-1.896139106757473436e-01
1.108000000000000000e+09,4.836439126412439293e+01,-1.888894507396774725e-01
1.110000000000000000e+09,4.836395649171087285e+01,-1.881620310716793365e-01
1.112000000000000000e+09,4.836352549686434799e+01,-1.874316654054823394e-01
1.114000000000000000e+09,4.836309829248242664e+01,-1.866983675317603064e-01
1.116000000000000000e+09,4.836267489141755505e+01,-1.859621512980545732e-01
1.118000000000000000e+09,4.836225530647669757e+01,-1.852230306088666900e-01
1.120000000000000000e+09,4.836183955042094595e+01,-1.844810194257555658e-01
1.122000000000000000e+09,4.836142763596544114e+01,-1.837361317672916439e-01
1.124000000000000000e+09,4.836101957577881194e+01,-1.829883817092345100e-01
1.126000000000000000e+09,4.836061538248296898e+01,-1.822377833843296102e-01
1.128000000000000000e+09,4.836021506865284891e+01,-1.814843509826375711e-01
1.130000000000000000e+09,4.835981864681593123e+01,-1.807280987513215920e-01
1.132000000000000000e+09,4.835942612945208197e+01,-1.799690409948606906e-01
1.134000000000000000e+09,4.835903752899305630e+01,-1.792071920749636615e-01
1.136000000000000000e+09,4.835865285782231382e+01,-1.784425664106364939e-01
1.138000000000000000e+09,4.835827212827449273e+01,-1.776751784782698296e-01
1.140000000000000000e+09,4.835789535263528194e+01,-1.769050428114906648e-01
1.142000000000000000e+09,4.835752254314090237e+01,-1.761321740013914727e-01
1.144000000000000000e+09,4.835715371197780854e+01,-1.753565866963580355e-01
1.146000000000000000e+09,4.835678887128230485e+01,-1.745782956022994825e-01
1.148000000000000000e+09,4.835642803314026139e+01,-1.737973154823831412e-01
1.150000000000000000e+09,4.835607120958660943e+01,-1.730136611572631322e-01
1.152000000000000000e+09,4.835571841260505010e+01,-1.722273475050511704e-01
1.154000000000000000e+09,4.835536965412774180e+01,-1.714383894612167558e-01
1.156000000000000000e+09,4.835502494603477430e+01,-1.706468020186253098e-01
1.158000000000000000e+09,4.835468430015386332e+01,-1.698526002276164459e-01
1.160000000000000000e+09,4.835434772825998806e+01,-1.690557991959497630e-01
1.162000000000000000e+09,4.835401524207486545e+01,-1.682564140886199933e-01
1.164000000000000000e+09,4.835368685326682225e+01,-1.674544601281786338e-01
1.166000000000000000e+09,4.835336257345007027e+01,-1.666499525944248883e-01
1.168000000000000000e+09,4.835304241418447901e+01,-1.658429068244272331e-01
1.170000000000000000e+09,4.835272638697520620e+01,-1.650333382127023019e-01
1.172000000000000000e+09,4.835241450327213641e+01,-1.642212622108982778e-01
1.174000000000000000e+09,4.835210677446962535e+01,-1.634066943279023076e-01
1.176000000000000000e+09,4.835180321190596686e+01,-1.625896501298143004e-01
1.178000000000000000e+09,4.835150382686303061e+01,-1.617701452398427608e-01
1.180000000000000000e+09,4.835120863056575757e+01,-1.609481953382747299e-01
1.182000000000000000e+09,4.835091763418187583e+01,-1.601238161624083112e-01
1.184000000000000000e+09,4.835063084882128948e+01,-1.592970235065073181e-01
1.186000000000000000e+09,4.835034828553580155e+01,-1.584678332217827335e-01
1.188000000000000000e+09,4.835006995531863083e+01,-1.576362612161647803e-01
1.190000000000000000e+09,4.834979586910387184e+01,-1.568023234544324851e-01
1.192000000000000000e+09,4.834952603776618929e+01,-1.559660359579662925e-01
1.194000000000000000e+09,4.834926047212027100e+01,-1.551274148047743218e-01
1.196000000000000000e+09,4.834899918292047261e+01,-1.542864761293233633e-01
1.198000000000000000e+09,4.834874218086028463e+01,-1.534432361224895291e-01
1.200000000000000000e+09,4.834848947657187779e+01,-1.525977110314137852e-01
1.202000000000000000e+09,4.834824108062571923e+01,-1.517499171594879070e-01
1.204000000000000000e+09,4.834799700353005392e+01,-1.508998708661311861e-01
1.206000000000000000e+09,4.834775725573047822e+01,-1.500475885667068021e-01
1.208000000000000000e+09,4.834752184760943550e+01,-1.491930867324229304e-01
1.210000000000000000e+09,4.834729078948576131e+01,-1.483363818901972664e-01
1.212000000000000000e+09,4.834706409161425000e+01,-1.474774906225454763e-01
1.214000000000000000e+09,4.834684176418518575e+01,-1.466164295673535733e-01
1.216000000000000000e+09,4.834662381732382386e+01,-1.457532154177802464e-01
1.218000000000000000e+09,4.834641026108996442e+01,-1.448878649222486992e-01
1.220000000000000000e+09,4.834620110547738392e+01,-1.440203948839685055e-01
1.222000000000000000e+09,4.834599636041357940e+01,-1.431508221610676979e-01
1.224000000000000000e+09,4.834579603575897977e+01,-1.422791636663481019e-01
1.226000000000000000e+09,4.834560014130683925e+01,-1.414054363669152992e-01
1.228000000000000000e+09,4.834540868678235626e+01,-1.405296572842970326e-01
1.230000000000000000e+09,4.834522168184249580e+01,-1.396518434941017295e-01
1.232000000000000000e+09,4.834503913607542103e+01,-1.387720121257176864e-01
1.234000000000000000e+09,4.834486105899991770e+01,-1.378901803624278666e-01
1.236000000000000000e+09,4.834468746006508866e+01,-1.370063654408072984e-01
1.238000000000000000e+09,4.834451834864970010e+01,-1.361205846508023454e-01
1.240000000000000000e+09,4.834435373406184056e+01,-1.352328553354301965e-01
1.242000000000000000e+09,4.834419362553829558e+01,-1.343431948905388085e-01
1.244000000000000000e+09,4.834403803224419960e+01,-1.334516207645034258e-01
1.246000000000000000e+09,4.834388696327244617e+01,-1.325581504581406223e-01
1.248000000000000000e+09,4.834374042764328294e+01,-1.316628015244117877e-01
1.250000000000000000e+09,4.834359843430377168e+01,-1.307655915680150382e-01
1.252000000000000000e+09,4.834346099212736192e+01,-1.298665382453712269e-01
1.254000000000000000e+09,4.834332810991331542e+01,-1.289656592642215438e-01
1.256000000000000000e+09,4.834319979638633669e+01,-1.280629723833631717e-01
1.258000000000000000e+09,4.834307606019599746e+01,-1.271584954124406752e-01
1.260000000000000000e+09,4.834295690991634586e+01,-1.262522462115207023e-01
1.262000000000000000e+09,4.834284235404528118e+01,-1.253442426910222063e-01
1.264000000000000000e+09,4.834273240100426960e+01,-1.244345028111614598e-01
1.266000000000000000e+09,4.834262705913769054e+01,-1.235230445818915751e-01
1.268000000000000000e+09,4.834252633671247423e+01,-1.226098860624797865e-01
1.270000000000000000e+09,4.834243024191752625e+01,-1.216950453610866345e-01
1.272000000000000000e+09,4.834233878286339348e+01,-1.207785406347104684e-01
1.274000000000000000e+09,4.834225196758162468e+01,-1.198603900885507473e-01
1.276000000000000000e+09,4.834216980402440811e+01,-1.189406119759668784e-01
1.278000000000000000e+09,4.834209230006409541e+01,-1.180192245979101440e-01
1.280000000000000000e+09,4.834201946349266876e+01,-1.170962463026673922e-01
1.282000000000000000e+09,4.834195130202132873e+01,-1.161716954855468442e-01
1.284000000000000000e+09,4.834188782328005374e+01,-1.152455905884465781e-01
1.286000000000000000e+09,4.834182903481705296e+01,-1.143179500995122194e-01
1.288000000000000000e+09,4.834177494409836129e+01,-1.133887925527912593e-01
1.290000000000000000e+09,4.834172555850738462e+01,-1.124581365277585177e-01
1.292000000000000000e+09,4.834168088534445218e+01,-1.115260006490902955e-01
1.294000000000000000e+09,4.834164093182630495e+01,-1.105924035862161509e-01
1.296000000000000000e+09,4.834160570508572619e+01,-1.096573640527311738e-01
1.298000000000000000e+09,4.834157521217100850e+01,-1.087209008062379190e-01
1.300000000000000000e+09,4.834154946004564835e+01,-1.077830326479882611e-01
1.302000000000000000e+09,4.834152845558767098e+01,-1.068437784220479109e-01
1.304000000000000000e+09,4.834151220558945283e+01,-1.059031570153910751e-01
1.306000000000000000e+09,4.834150071675711757e+01,-1.049611873570798354e-01
1.308000000000000000e+09,4.834149399571016659e+01,-1.040178884181305885e-01
1.310000000000000000e+09,4.834149204898103847e+01,-1.030732792107409423e-01
1.312000000000000000e+09,4.834149488301467557e+01,-1.021273787882160250e-01
1.314000000000000000e+09,4.834150250416811190e+01,-1.011802062442372224e-01
1.316000000000000000e+09,4.834151491871009654e+01,-1.002317807125134713e-01
1.318000000000000000e+09,4.834153213282058914e+01,-9.928212136628758455e-02
1.320000000000000000e+09,4.834155415259044730e+01,-9.833124741792027834e-02
1.322000000000000000e+09,4.834158098402093628e+01,-9.737917811834019555e-02
1.324000000000000000e+09,4.834161263302335243e+01,-9.642593275659022689e-02
1.326000000000000000e+09,4.834164910541876026e+01,-9.547153065943278505e-02
1.328000000000000000e+09,4.834169040693733876e+01,-9.451599119069836741e-02
1.330000000000000000e+09,4.834173654321821800e+01,-9.355933375084886372e-02
1.332000000000000000e+09,4.834178751980898880e+01,-9.260157777660531220e-02
1.334000000000000000e+09,4.834184334216540435e+01,-9.164274274018997801e-02
1.336000000000000000e+09,4.834190401565086148e+01,-9.068284814910258784e-02
1.338000000000000000e+09,4.834196954553617331e+01,-8.972191354534028718e-02
1.340000000000000000e+09,4.834203993699915003e+01,-8.875995850502892137e-02
1.342000000000000000e+09,4.834211519512427202e+01,-8.779700263786786862e-02
1.344000000000000000e+09,4.834219532490227067e+01,-8.683306558656397889e-02
1.346000000000000000e+09,4.834228033122979440e+01,-8.586816702632528442e-02
1.348000000000000000e+09,4.834237021890918129e+01,-8.490232666435366948e-02
1.350000000000000000e+09,4.834246499264786223e+01,-8.393556423914057263e-02
1.352000000000000000e+09,4.834256465705838934e+01,-8.296789952017585845e-02
1.354000000000000000e+09,4.834266921665779648e+01,-8.199935230714396062e-02
1.356000000000000000e+09,4.834277867586735766e+01,-8.102994242949279613e-02
1.358000000000000000e+09,4.834289303901238810e+01,-8.005968974589301734e-02
1.360000000000000000e+09,4.834301231032183210e+01,-7.908861414350616681e-02
1.362000000000000000e+09,4.834313649392790069e+01,-7.811673553763656686e-02
1.364000000000000000e+09,4.834326559386596500e+01,-7.714407387106869685e-02
1.366000000000000000e+09,4.834339961407408737e+01,-7.617064911333568111e-02
1.368000000000000000e+09,4.834353855839275127e+01,-7.519648126032341118e-02
1.370000000000000000e+09,4.834368243056466952e+01,-7.422159033367341230e-02
1.372000000000000000e+09,4.834383123423447159e+01,-7.324599638007704694e-02
1.374000000000000000e+09,4.834398497294838393e+01,-7.226971947075794267e-02
1.376000000000000000e+09,4.834414365015403803e+01,-7.129277970087059824e-02
1.378000000000000000e+09,4.834430726920015076e+01,-7.031519718883837144e-02
1.380000000000000000e+09,4.834447583333633247e+01,-6.933699207588768509e-02
1.382000000000000000e+09,4.834464934571280281e+01,-6.835818452525396771e-02
1.384000000000000000e+09,4.834482780938017754e+01,-6.737879472173242956e-02
1.386000000000000000e+09,4.834501122728921274e+01,-6.639884287091807336e-02
1.388000000000000000e+09,4.834519960229059876e+01,-6.541834919878022903e-02
1.390000000000000000e+09,4.834539293713473995e+01,-6.443733395077057280e-02
1.392000000000000000e+09,4.834559123447155571e+01,-6.345581739149887268e-02
1.394000000000000000e+09,4.834579449685021757e+01,-6.247381980388821976e-02
1.396000000000000000e+09,4.834600272671904975e+01,-6.149136148865542995e-02
1.398000000000000000e+09,4.834621592642523069e+01,-6.050846276365944715e-02
1.400000000000000000e+09,4.834643409821467230e+01,-5.952514396318202977e-02
1.402000000000000000e+09,4.834665724423190625e+01,-5.854142543744410287e-02
1.404000000000000000e+09,4.834688536651970026e+01,-5.755732755187919353e-02
1.406000000000000000e+09,4.834711846701916471e+01,-5.657287068655778017e-02
1.408000000000000000e+09,4.834735654756934764e+01,-5.558807523536496431e-02
1.410000000000000000e+09,4.834759960990729155e+01,-5.460296160564633017e-02
1.412000000000000000e+09,4.834784765566775633e+01,-5.361755021727798026e-02
1.414000000000000000e+09,4.834810068638305580e+01,-5.263186150227657650e-02
1.416000000000000000e+09,4.834835870348316433e+01,-5.164591590393680098e-02
1.418000000000000000e+09,4.834862170829522654e+01,-5.065973387632752289e-02
1.420000000000000000e+09,4.834888970204381309e+01,-4.967333588358353175e-02
1.422000000000000000e+09,4.834916268585053700e+01,-4.868674239926432806e-02
1.424000000000000000e+09,4.834944066073408919e+01,-4.769997390568450624e-02
1.426000000000000000e+09,4.834972362761006082e+01,-4.671305089328613158e-02
1.428000000000000000e+09,4.835001158729097170e+01,-4.572599386000663485e-02
1.430000000000000000e+09,4.835030454048612825e+01,-4.473882331062841583e-02
1.432000000000000000e+09,4.835060248780145997e+01,-4.375155975599181318e-02
1.434000000000000000e+09,4.835090542973962613e+01,-4.276422371254125915e-02
1.436000000000000000e+09,4.835121336669977410e+01,-4.177683570154764464e-02
1.438000000000000000e+09,4.835152629897768861e+01,-4.078941624846162822e-02
1.440000000000000000e+09,4.835184422676553595e+01,-3.980198588231927820e-02
1.442000000000000000e+09,4.835216715015202738e+01,-3.881456513503980799e-02
1.444000000000000000e+09,4.835249506912219175e+01,-3.782717454077569319e-02
1.446000000000000000e+09,4.835282798355748923e+01,-3.683983463518975682e-02
1.448000000000000000e+09,4.835316589323576864e+01,-3.585256595500047744e-02
1.450000000000000000e+09,4.835350879783120348e+01,-3.486538903715830778e-02
1.452000000000000000e+09,4.835385669691435595e+01,-3.387832441821256313e-02
1.454000000000000000e+09,4.835420958995214846e+01,-3.289139263368558858e-02
1.456000000000000000e+09,4.835456747630778551e+01,-3.190461421746546705e-02
1.458000000000000000e+09,4.835493035524098815e+01,-3.091800970104881252e-02
1.460000000000000000e+09,4.835529822590785898e+01,-2.993159961298600194e-02
1.462000000000000000e+09,4.835567108736086084e+01,-2.894540447823444260e-02
1.464000000000000000e+09,4.835604893854900155e+01,-2.795944481740086918e-02
1.466000000000000000e+09,4.835643177831783390e+01,-2.697374114625780001e-02
1.468000000000000000e+09,4.835681960540940594e+01,-2.598831397498566412e-02
1.470000000000000000e+09,4.835721241846247409e+01,-2.500318380754192396e-02
1.472000000000000000e+09,4.835761021601245346e+01,-2.401837114098326342e-02
1.474000000000000000e+09,4.835801299649152440e+01,-2.303389646501799448e-02
1.476000000000000000e+09,4.835842075822875330e+01,-2.204978026115131384e-02
1.478000000000000000e+09,4.835883349945003573e+01,-2.106604300214012446e-02
1.480000000000000000e+09,4.835925121827840911e+01,-2.008270515128227074e-02
1.482000000000000000e+09,4.835967391273393190e+01,-1.909978716196922624e-02
1.484000000000000000e+09,4.836010158073393939e+01,-1.811730947688745472e-02
1.486000000000000000e+09,4.836053422009308633e+01,-1.713529252742389611e-02
1.488000000000000000e+09,4.836097182852343224e+01,-1.615375673310169569e-02
1.490000000000000000e+09,4.836141440363457633e+01,-1.517272250082157131e-02
1.492000000000000000e+09,4.836186194293396312e+01,-1.419221022449165988e-02
1.494000000000000000e+09,4.836231444382669764e+01,-1.321224028414830567e-02
1.496000000000000000e+09,4.836277190361595757e+01,-1.223283304543761052e-02
1.498000000000000000e+09,4.836323431950296481e+01,-1.125400885909317618e-02
1.500000000000000000e+09,4.836370168858724128e+01,-1.027578806017212694e-02
1.502000000000000000e+09,4.836417400786672971e+01,-9.298190967618651451e-03
1.504000000000000000e+09,4.836465127423801391e+01,-8.321237883469150692e-03
1.506000000000000000e+09,4.836513348449631877e+01,-7.344949092387947041e-03
1.508000000000000000e+09,4.836562063533590816e+01,-6.369344861086647172e-03
1.510000000000000000e+09,4.836611272335011336e+01,-5.394445437626848271e-03
1.512000000000000000e+09,4.836660974503158172e+01,-4.420271050940813989e-03
1.514000000000000000e+09,4.836711169677245437e+01,-3.446841910105356930e-03
1.516000000000000000e+09,4.836761857486452243e+01,-2.474178203893033588e-03
1.518000000000000000e+09,4.836813037549956107e+01,-1.502300100152261951e-03
1.520000000000000000e+09,4.836864709476935786e+01,-5.312277451962294861e-04
1.522000000000000000e+09,4.836916872866605388e+01,4.390187366944556051e-04
1.524000000000000000e+09,4.836969527308230710e+01,1.408419243984042118e-03
1.526000000000000000e+09,4.837022672381158372e+01,2.376953698198084209e-03
1.528000000000000000e+09,4.837076307654825769e+01,3.344602044771721391e-03
1.530000000000000000e+09,4.837130432688795878e+01,4.311344253403404103e-03
1.532000000000000000e+09,4.837185047032775742e+01,5.277160318729921286e-03
1.534000000000000000e+09,4.837240150226649860e+01,6.242030260728521213e-03
1.536000000000000000e+09,4.837295741800484450e+01,7.205934125371999018e-03
1.538000000000000000e+09,4.837351821274572927e+01,8.168851985193540874e-03
1.540000000000000000e+09,4.837408388159455086e+01,9.130763939759050166e-03
1.542000000000000000e+09,4.837465441955939127e+01,1.009165011621220714e-02
1.544000000000000000e+09,4.837522982155130791e+01,1.105149066976436958e-02
1.546000000000000000e+09,4.837581008238466040e+01,1.201026578423259814e-02
1.548000000000000000e+09,4.837639519677724564e+01,1.296795567270781109e-02
1.550000000000000000e+09,4.837698515935073118e+01,1.392454057780929434e-02
1.552000000000000000e+09,4.837757996463082577e+01,1.488000077238062040e-02
1.554000000000000000e+09,4.837817960704760623e+01,1.583431655995126003e-02
1.556000000000000000e+09,4.837878408093586557e+01,1.678746827518597801e-02
1.558000000000000000e+09,4.837939338053521965e+01,1.773943628443592005e-02
1.560000000000000000e+09,4.838000749999063288e+01,1.869020098621356971e-02
1.562000000000000000e+09,4.838062643335259594e+01,1.963974281162701729e-02
1.564000000000000000e+09,4.838125017457739574e+01,2.058804222497559802e-02
1.566000000000000000e+09,4.838187871752752045e+01,2.153507972413672839e-02
1.568000000000000000e+09,4.838251205597190108e+01,2.248083584103621399e-02
1.570000000000000000e+09,4.838315018358625252e+01,2.342529114218095537e-02
1.572000000000000000e+09,4.838379309395336492e+01,2.436842622897584382e-02
1.574000000000000000e+09,4.838444078056345887e+01,2.531022173839533179e-02
1.576000000000000000e+09,4.838509323681446972e+01,2.625065834332589859e-02
1.578000000000000000e+09,4.838575045601238855e+01,2.718971675289994991e-02
1.580000000000000000e+09,4.838641243137157488e+01,2.812737771310732521e-02
1.582000000000000000e+09,4.838707915601518295e+01,2.906362200718451069e-02
1.584000000000000000e+09,4.838775062297528962e+01,2.999843045604842079e-02
1.586000000000000000e+09,4.838842682519342020e+01,3.093178391863321552e-02
1.588000000000000000e+09,4.838910775552084687e+01,3.186366329245375606e-02
1.590000000000000000e+09,4.838979340671880180e+01,3.279404951391567957e-02
1.592000000000000000e+09,4.839048377145899593e+01,3.372292355880308207e-02
1.594000000000000000e+09,4.839117884232386047e+01,3.465026644264490585e-02
1.596000000000000000e+09,4.839187861180688088e+01,3.557605922110425312e-02
1.598000000000000000e+09,4.839258307231300904e+01,3.650028299038279161e-02
1.600000000000000000e+09,4.839329221615897580e+01,3.742291888763523561e-02
1.602000000000000000e+09,4.839400603557362501e+01,3.834394809141561389e-02
1.604000000000000000e+09,4.839472452269826874e+01,3.926335182186967837e-02
1.606000000000000000e+09,4.839544766958713495e+01,4.018111134126810258e-02
1.608000000000000000e+09,4.839617546820755933e+01,4.109720795440782726e-02
1.610000000000000000e+09,4.839690791044045426e+01,4.201162300879483086e-02
1.612000000000000000e+09,4.839764498808065696e+01,4.292433789526830384e-02
1.614000000000000000e+09,4.839838669283720662e+01,4.383533404810562722e-02
1.616000000000000000e+09,4.839913301633386311e+01,4.474459294549044952e-02
1.618000000000000000e+09,4.839988395010932010e+01,4.565209610990673267e-02
1.620000000000000000e+09,4.840063948561759588e+01,4.655782510838416682e-02
1.622000000000000000e+09,4.840139961422844550e+01,4.746176155288009402e-02
1.624000000000000000e+09,4.840216432722770179e+01,4.836388710063399543e-02
1.626000000000000000e+09,4.840293361581760223e+01,4.926418345446390012e-02
1.628000000000000000e+09,4.840370747111724370e+01,5.016263236309063261e-02
1.630000000000000000e+09,4.840448588416278852e+01,5.105921562143844739e-02
1.632000000000000000e+09,4.840526884590802581e+01,5.195391507098172379e-02
1.634000000000000000e+09,4.840605634722460593e+01,5.284671260016073069e-02
1.636000000000000000e+09,4.840684837890240289e+01,5.373759014437414633e-02
1.638000000000000000e+09,4.840764493164998328e+01,5.462652968665061837e-02
1.640000000000000000e+09,4.840844599609481946e+01,5.551351325765151168e-02
1.642000000000000000e+09,4.840925156278387931e+01,5.639852293612096501e-02
1.644000000000000000e+09,4.841006162218368303e+01,5.728154084914621053e-02
1.646000000000000000e+09,4.841087616468093557e+01,5.816254917240092775e-02
1.648000000000000000e+09,4.841169518058276822e+01,5.904153013043832859e-02
1.650000000000000000e+09,4.841251866011719329e+01,5.991846599698832931e-02
1.652000000000000000e+09,4.841334659343331026e+01,6.079333909521190960e-02
1.654000000000000000e+09,4.841417897060178888e+01,6.166613179793037358e-02
1.656000000000000000e+09,4.841501578161528840e+01,6.253682652791729690e-02
1.658000000000000000e+09,4.841585701638862105e+01,6.340540575820166613e-02
1.660000000000000000e+09,4.841670266475929907e+01,6.427185201219268174e-02
1.662000000000000000e+09,4.841755271648784742e+01,6.513614786407256885e-02
1.664000000000000000e+09,4.841840716125809507e+01,6.599827593889791288e-02
1.666000000000000000e+09,4.841926598867765108e+01,6.685821891298195097e-02
1.668000000000000000e+09,4.842012918827809642e+01,6.771595951402198388e-02
1.670000000000000000e+09,4.842099674951553823e+01,6.857148052135401961e-02
1.672000000000000000e+09,4.842186866177086557e+01,6.942476476620769443e-02
1.674000000000000000e+09,4.842274491435007633e+01,7.027579513196421934e-02
1.676000000000000000e+09,4.842362549648468217e+01,7.112455455422402040e-02
1.678000000000000000e+09,4.842451039733201412e+01,7.197102602120490633e-02
1.680000000000000000e+09,4.842539960597565596e+01,7.281519257384713728e-02
1.682000000000000000e+09,4.842629311142574267e+01,7.365703730602575494e-02
1.684000000000000000e+09,4.842719090261930148e+01,7.449654336481546790e-02
1.686000000000000000e+09,4.842809296842060007e+01,7.533369395070543817e-02
1.688000000000000000e+09,4.842899929762150180e+01,7.616847231759317494e-02
1.690000000000000000e+09,4.842990987894182808e+01,7.700086177331810777e-02
1.692000000000000000e+09,4.843082470102971371e+01,7.783084567952069932e-02
1.694000000000000000e+09,4.843174375246181995e+01,7.865840745209769225e-02
1.696000000000000000e+09,4.843266702174388882e+01,7.948353056120659177e-02
1.698000000000000000e+09,4.843359449731094202e+01,8.030619853152054510e-02
1.700000000000000000e+09,4.843452616752761486e+01,8.112639494239679006e-02
1.702000000000000000e+09,4.843546202068849738e+01,8.194410342809892167e-02
