f_Hz,ReZ11,ImZ11,ReZ21,ImZ21,ReZ31,ImZ31,ReZ41,ImZ41,ReZ51,ImZ51,ReZ61,ImZ61,ReZ12,ImZ12,ReZ22,ImZ22,ReZ32,ImZ32,ReZ42,ImZ42,ReZ52,ImZ52,ReZ62,ImZ62,ReZ13,ImZ13,ReZ23,ImZ23,ReZ33,ImZ33,ReZ43,ImZ43,ReZ53,ImZ53,ReZ63,ImZ63,ReZ14,ImZ14,ReZ24,ImZ24,ReZ34,ImZ34,ReZ44,ImZ44,ReZ54,ImZ54,ReZ64,ImZ64,ReZ15,ImZ15,ReZ25,ImZ25,ReZ35,ImZ35,ReZ45,ImZ45,ReZ55,ImZ55,ReZ65,ImZ65,ReZ16,ImZ16,ReZ26,ImZ26,ReZ36,ImZ36,ReZ46,ImZ46,ReZ56,ImZ56,ReZ66,ImZ66
2.817222222222222090e+08,2.301579578342748178e+00,-3.668922539228847768e+01,2.303449089696482766e+00,-3.781839457629025247e+01,2.303899466814287145e+00,-3.802824653632571028e+01,2.302773767328517351e+00,-3.703762278741177738e+01,2.303086362078528015e+00,-3.838449496834072505e+01,2.305294709403436393e+00,-3.756722909797229448e+01,2.283267522001996674e+00,-3.766297046433609808e+01,2.281578760747760448e+00,-3.613936235949163489e+01,2.284255539240290567e+00,-3.687775134494514617e+01,2.283278107848353500e+00,-3.758535530392822466e+01,2.283220739063603233e+00,-3.798277515934534421e+01,2.285284867573546652e+00,-3.796394571821702613e+01,2.315373282605897920e+00,-3.811609506955825566e+01,2.315100489000508244e+00,-3.718296228469744591e+01,2.313520425559335347e+00,-3.639289343426001011e+01,2.315009497593496501e+00,-3.807116025260995684e+01,2.315254008875653025e+00,-3.807811213026407415e+01,2.317278388599997019e+00,-3.835781452350730092e+01,2.278139451493819578e+00,-3.678262533176303606e+01,2.278222468132214296e+00,-3.750784854531983825e+01,2.277633046228313862e+00,-3.776159317067182997e+01,2.276776804401466681e+00,-3.633149291223346466e+01,2.277483292004457649e+00,-3.818770074250315361e+01,2.279886681681536853e+00,-3.745783223444112053e+01,2.314185087956614151e+00,-3.846815615770243113e+01,2.314591854146247130e+00,-3.823522718951691957e+01,2.314493499558935241e+00,-3.806842551412269415e+01,2.314710598203554959e+00,-3.847943701989803600e+01,2.311987757193877169e+00,-3.582666398757213955e+01,2.316187939848235899e+00,-3.852602948763944823e+01,2.343287337916674318e+00,-3.786747625714841092e+01,2.343406175141934167e+00,-3.841004220313664064e+01,2.343533000798790233e+00,-3.856245461892448390e+01,2.342947282882757332e+00,-3.794604711774954353e+01,2.343219038272098764e+00,-3.874470183502405263e+01,2.342322791006418381e+00,-3.607090721315037740e+01
2.828166666666666865e+08,2.283790538568018391e+00,-3.653918439662763973e+01,2.285640675056246351e+00,-3.767279214960906586e+01,2.286130996076691790e+00,-3.788344737833607923e+01,2.284977042773042033e+00,-3.688894429878878611e+01,2.285298941507468040e+00,-3.824111959156518026e+01,2.287510795436993760e+00,-3.742059595186454146e+01,2.265609028235423317e+00,-3.751798305891910701e+01,2.263929124682157124e+00,-3.598843278122176770e+01,2.266612747291634644e+00,-3.672970599882275167e+01,2.265593792758565428e+00,-3.744003789663425863e+01,2.265578528373851874e+00,-3.783903257228531203e+01,2.267635907778560167e+00,-3.782014974988679512e+01,2.297497375469292002e+00,-3.797090114263560423e+01,2.297225107012988321e+00,-3.703411696058909541e+01,2.295619750696567429e+00,-3.624096251943493030e+01,2.297073577588631732e+00,-3.792572343011001124e+01,2.297361485257720215e+00,-3.793273997896289274e+01,2.299387996602519468e+00,-3.821355055798299816e+01,2.260537968891672911e+00,-3.663458635581232414e+01,2.260634200479596512e+00,-3.736264240819130578e+01,2.260026406980474967e+00,-3.761738298425868265e+01,2.259180988641555921e+00,-3.618168589733131313e+01,2.259884065357756100e+00,-3.804518590391407429e+01,2.262294795396857960e+00,-3.731240137175271343e+01,2.296291103205857720e+00,-3.832436106024548650e+01,2.296695242481480381e+00,-3.809049213033706849e+01,2.296599637273176064e+00,-3.792301832798489158e+01,2.296770023934151084e+00,-3.833567303663244985e+01,2.294098804375967582e+00,-3.567248796329032956e+01,2.298291449912292617e+00,-3.838246655250360817e+01,2.325192988092243063e+00,-3.771951438941110268e+01,2.325308316247094442e+00,-3.826423143388210946e+01,2.325428338409092355e+00,-3.841723760103984375e+01,2.324904415009434455e+00,-3.779840684328438272e+01,2.325112671271359677e+00,-3.860022638819041418e+01,2.324224957667331726e+00,-3.591592744754193944e+01
2.839111111111111641e+08,2.266205601425523408e+00,-3.639025283506210684e+01,2.268033557157693281e+00,-3.752829834071511073e+01,2.268568212673163220e+00,-3.773975919621543795e+01,2.267384177982832316e+00,-3.674137512053119536e+01,2.267715421795864383e+00,-3.809885443177358866e+01,2.269930988884807377e+00,-3.727507215821106712e+01,2.248153592612796903e+00,-3.737409857035464711e+01,2.246482690192170395e+00,-3.583860694937936131e+01,2.249173425629700684e+00,-3.658276502099599270e+01,2.248114956901973382e+00,-3.729582060803139143e+01,2.248140430014884394e+00,-3.769639462600156321e+01,2.250188432491160739e+00,-3.767745736564666714e+01,2.279826178181162621e+00,-3.782681923845299110e+01,2.279555972996357038e+00,-3.688638355769585075e+01,2.277924472720536109e+00,-3.609014258808507236e+01,2.279348384195323263e+00,-3.778139466636436339e+01,2.279674049687586912e+00,-3.778847895577010974e+01,2.281704354698380843e+00,-3.807039854492096254e+01,2.243138822142324962e+00,-3.648765045893778591e+01,2.243249004934471547e+00,-3.721854052153161518e+01,2.242622263699284968e+00,-3.747427506663084529e+01,2.241787662237282763e+00,-3.603298186507670664e+01,2.242487160489097242e+00,-3.790377467341674134e+01,2.244905407977817013e+00,-3.716807338735006994e+01,2.278601645732933001e+00,-3.818167749797999022e+01,2.279004015807890138e+00,-3.794686821334474303e+01,2.278912095521115511e+00,-3.777872258685246010e+01,2.279036310230973861e+00,-3.819301593135170236e+01,2.276415554963866050e+00,-3.551942264466033805e+01,2.280600291682057801e+00,-3.824001553533457098e+01,2.307305198705068783e+00,-3.757267102088742661e+01,2.307417274565026322e+00,-3.811954010169340279e+01,2.307531953089698717e+00,-3.827313773888072745e+01,2.307066677018991374e+00,-3.765189036140413492e+01,2.307214220475656496e+00,-3.845686948598668664e+01,2.306335081860360958e+00,-3.576206496018517100e+01
2.850055555555555820e+08,2.248821535395748583e+00,-3.624241808102655682e+01,2.250624579642690914e+00,-3.738490021177194222e+01,2.251207798642865576e+00,-3.759716954756530072e+01,2.249991929856321793e+00,-3.659490261167490388e+01,2.250332583462502978e+00,-3.795768684868203025e+01,2.252552049601398210e+00,-3.713064510220726788e+01,2.230898269468976736e+00,-3.723130452603644613e+01,2.229236388438986971e+00,-3.568987235110421352e+01,2.231934450165220962e+00,-3.643691598136513221e+01,2.230838957799240241e+00,-3.715269131521094437e+01,2.230903294645824264e+00,-3.755484895266393153e+01,2.232939455716508537e+00,-3.753585587150666214e+01,2.262356565178524459e+00,-3.768383668717293489e+01,2.262089942340139714e+00,-3.673974959521504502e+01,2.260431503621808336e+00,-3.594042099974650739e+01,2.261831120791216510e+00,-3.763816202623498697e+01,2.262188619163393533e+00,-3.764531639048188794e+01,2.264224301734991673e+00,-3.792834602976491709e+01,2.225938860032731448e+00,-3.634180514362128633e+01,2.226063652869393117e+00,-3.707553051371839814e+01,2.225417595087445299e+00,-3.733225691437323945e+01,2.224593690206562169e+00,-3.588536832209756966e+01,2.225289470684733040e+00,-3.776345455543878415e+01,2.227715382922927034e+00,-3.702483579967413618e+01,2.261113673045306083e+00,-3.804009273502165200e+01,2.261515107721046025e+00,-3.780434281430444798e+01,2.261427759881999400e+00,-3.763552575390759358e+01,2.261506958464942318e+00,-3.805145337088062263e+01,2.258934885350432076e+00,-3.536745541231066881e+01,2.263111373697326734e+00,-3.809866379024737171e+01,2.289620700139236131e+00,-3.742693327532910530e+01,2.289729689721902162e+00,-3.797595541556643894e+01,2.289840825677561309e+00,-3.813014235696072518e+01,2.289430149089069388e+00,-3.750648451151227647e+01,2.289520527261365679e+00,-3.831461844107329995e+01,2.288649995549678184e+00,-3.560930705015665154e+01
2.861000000000000000e+08,2.231635171766987558e+00,-3.609566768420778970e+01,2.233410684567118665e+00,-3.724258500742139688e+01,2.234046478859224028e+00,-3.745566615727287285e+01,2.232797119541573672e+00,-3.644951430573314610e+01,2.233147272535393579e+00,-3.781760438002562097e+01,2.235370799004452014e+00,-3.698730234406608020e+01,2.213840161280232532e+00,-3.708958865885711020e+01,2.212187207230452035e+00,-3.554221666343454444e+01,2.214892741754395544e+00,-3.629214663368433236e+01,2.213763151497037285e+00,-3.701063812928313723e+01,2.213864011423420486e+00,-3.741438336320294411e+01,2.215886070106742878e+00,-3.739533277731352001e+01,2.245085472356022294e+00,-3.754194101021108310e+01,2.244823911386924831e+00,-3.659420278335748833e+01,2.243137816712446497e+00,-3.579178530913700484e+01,2.244518960688246079e+00,-3.749601379052716510e+01,2.244902176061521537e+00,-3.750323980915667477e+01,2.246944715447165564e+00,-3.778738074147553760e+01,2.208934986307443893e+00,-3.619703809310402676e+01,2.209074954485407805e+00,-3.693360018720215265e+01,2.208409436611306287e+00,-3.719131621765372131e+01,2.207595991991007534e+00,-3.573883295737711308e+01,2.208287944525209490e+00,-3.762421323952927565e+01,2.210721637023083108e+00,-3.688267630828791965e+01,2.243824215780381159e+00,-3.789959423874960720e+01,2.244225511472423218e+00,-3.766290350653720509e+01,2.244143566743757479e+00,-3.749341548453139694e+01,2.244179477820087865e+00,-3.791097328411615308e+01,2.241653731062650312e+00,-3.521657383740284786e+01,2.245821668022591755e+00,-3.795839886693781295e+01,2.272136307522500065e+00,-3.728228845706426142e+01,2.272242271053671381e+00,-3.783346475065869896e+01,2.272351997438913251e+00,-3.798823898873873617e+01,2.271991048070895136e+00,-3.736217623914767216e+01,2.272028492999409899e+00,-3.817346075788413629e+01,2.271166591626944342e+00,-3.545764120718285994e+01
2.871944444444444180e+08,2.214643404727924647e+00,-3.594998936746099361e+01,2.216388911820811547e+00,-3.710134015575172839e+01,2.217081022158023274e+00,-3.731523691218780669e+01,2.215796632736987348e+00,-3.630519790776194355e+01,2.216156400376183555e+00,-3.767859473881301113e+01,2.218384120327922648e+00,-3.684503161578058439e+01,2.196976415300064378e+00,-3.694893890211282894e+01,2.195332189567928971e+00,-3.539562774961739677e+01,2.198045265508612012e+00,-3.614844491038546437e+01,2.196884887075154946e+00,-3.686964938370962841e+01,2.197019508131128340e+00,-3.727498584138401583e+01,2.199025443356882104e+00,-3.725587579571863017e+01,2.228009895592407474e+00,-3.740111991656337409e+01,2.227754815694036328e+00,-3.644973101749547340e+01,2.226040444526428796e+00,-3.564422326278175035e+01,2.227409044437417496e+00,-3.735493844116071216e+01,2.227811765865841398e+00,-3.736223693124541967e+01,2.229862512152281262e+00,-3.764749058641265833e+01,2.192124159144699380e+00,-3.605333716747563244e+01,2.192279758887834884e+00,-3.679273751259685099e+01,2.191594878684787417e+00,-3.705144085649562413e+01,2.190791540783606717e+00,-3.559336363826081850e+01,2.191479584932054969e+00,-3.748603859644367731e+01,2.193921139948309396e+00,-3.674158278975228598e+01,2.226730374354952691e+00,-3.776016967779416689e+01,2.227132277642724478e+00,-3.752253805735453795e+01,2.227056501635375607e+00,-3.735237962184177718e+01,2.227051376243029512e+00,-3.777156385030291830e+01,2.224569085297836590e+00,-3.506676567805972411e+01,2.228728208022438650e+00,-3.781920850764780795e+01,2.254848920243373023e+00,-3.713872405069083271e+01,2.254951799257875589e+00,-3.769205564569909939e+01,2.255062566454740569e+00,-3.784741537319372640e+01,2.254745734789102674e+00,-3.721895260386877169e+01,2.254735077543001509e+00,-3.803338412902846244e+01,2.253881822535353852e+00,-3.530705510816613213e+01
2.882888888888888955e+08,2.197843191438074939e+00,-3.580537102396495897e+01,2.199556398061394358e+00,-3.696115326941622925e+01,2.200308242696496830e+00,-3.717586985616520678e+01,2.198987419953557954e+00,-3.616194129168753335e+01,2.199356943441673984e+00,-3.754064581077958707e+01,2.201588958871847357e+00,-3.670382081814646824e+01,2.180304220458302300e+00,-3.680934338424763297e+01,2.178668432246337439e+00,-3.525009365548635287e+01,2.181389030339125679e+00,-3.600579891757346473e+01,2.180201502236958522e+00,-3.672971362238904192e+01,2.180366751631102495e+00,-3.713664453817520439e+01,2.182354814335256687e+00,-3.711747284089668142e+01,2.211126889362807102e+00,-3.726136129921643914e+01,2.210879628618814152e+00,-3.630632237232751436e+01,2.209136476746058175e+00,-3.549772279561737065e+01,2.210498478545829926e+00,-3.721492464647490550e+01,2.210914494860909407e+00,-3.722229566667456879e+01,2.212974646803255396e+00,-3.750866364246265761e+01,2.175503390712035134e+00,-3.591069039993060841e+01,2.175674954484485557e+00,-3.665293062299515725e+01,2.174971064919115182e+00,-3.691261889708503929e+01,2.174177362948269021e+00,-3.544894840661726221e+01,2.174861448300732025e+00,-3.734891867435361945e+01,2.177310913940978754e+00,-3.660154329369958504e+01,2.209829315485217105e+00,-3.762180691981982505e+01,2.210232511862468385e+00,-3.738323442445199873e+01,2.210163597697876181e+00,-3.721240619227528157e+01,2.210120152613721078e+00,-3.763321348663105681e+01,2.207677997501938716e+00,-3.491801887585880593e+01,2.211828086116123249e+00,-3.768108064408524172e+01,2.237755521081687071e+00,-3.699622772091110079e+01,2.237855127977768532e+00,-3.755171580084614646e+01,2.237969684025335582e+00,-3.770765945120086116e+01,2.237690719785816462e+00,-3.707680078801948298e+01,2.237637297761302158e+00,-3.789437643175338621e+01,2.236792698923260048e+00,-3.515753661378761308e+01
2.893833333333333731e+08,2.181231552056631884e+00,-3.566180071460592416e+01,2.182910375155381111e+00,-3.682201214683902890e+01,2.183725001508009189e+00,-3.703755318549432474e+01,2.182366496716785509e+00,-3.601973249788428433e+01,2.182745942969186892e+00,-3.740374565202469626e+01,2.184982322226833862e+00,-3.656365801803679005e+01,2.163820804550278698e+00,-3.667079042346627915e+01,2.162193084507446628e+00,-3.510560260590641946e+01,2.164921088722070230e+00,-3.586419693021429111e+01,2.163710320000362231e+00,-3.659081958762216402e+01,2.163902748607051674e+00,-3.699934776643970480e+01,2.165871488993647453e+00,-3.698011202697660593e+01,2.194433565432619471e+00,-3.712265323164815811e+01,2.194195360234931780e+00,-3.616396509609376153e+01,2.192423058166591776e+00,-3.535227202757236853e+01,2.193784335574104460e+00,-3.707596124682826400e+01,2.194207527805118296e+00,-3.708340411287260707e+01,2.196278113373136609e+00,-3.737088815344870341e+01,2.159069746790236888e+00,-3.576908599319460791e+01,2.159257469689371156e+00,-3.651416780854025745e+01,2.158535190441142948e+00,-3.677483858811469730e+01,2.157750537521233358e+00,-3.530557547515682160e+01,2.158430643712938579e+00,-3.721284169518558826e+01,2.160888033598958202e+00,-3.646254603911071257e+01,2.193118268615418476e+00,-3.748449402908320849e+01,2.193523372592979026e+00,-3.724498075226236438e+01,2.193461934296057958e+00,-3.707348340122218389e+01,2.193383290203201330e+00,-3.749591083531505831e+01,2.190977571990058159e+00,-3.477032155238880762e+01,2.195118451527346082e+00,-3.754400339428926969e+01,2.220853174949968700e+00,-3.685478731245101613e+01,2.220949185272633741e+00,-3.741243307598060852e+01,2.221070551127370951e+00,-3.756895936170518269e+01,2.220822667444241727e+00,-3.693570810616352418e+01,2.220732226120561315e+00,-3.775642572446608369e+01,2.219896288326494105e+00,-3.500907376518442504e+01
2.904777777777777910e+08,2.164805569711808264e+00,-3.551926666557844925e+01,2.166448168127330209e+00,-3.668390477344463108e+01,2.167328208214491791e+00,-3.690027524472696996e+01,2.165930943687941035e+00,-3.587855973098874784e+01,2.166320504574091643e+00,-3.726788248681698690e+01,2.168561280452113937e+00,-3.642453144591893022e+01,2.147523431738143085e+00,-3.653326852224925148e+01,2.145903346745917428e+00,-3.496214300128624330e+01,2.148638536666284793e+00,-3.572362738753582789e+01,2.147408646490707618e+00,-3.645295620808473558e+01,2.147624546561816672e+00,-3.686308399598095775e+01,2.149572836106743434e+00,-3.684378166615427830e+01,2.177927091626619127e+00,-3.698498396442409586e+01,2.177699056582017345e+00,-3.602264760487657469e+01,2.175897386710786030e+00,-3.520785926012361955e+01,2.177263655562323930e+00,-3.693803724064806460e+01,2.177688085599986501e+00,-3.694555055173255909e+01,2.179769945539472786e+00,-3.723415252385757412e+01,2.142820346453713665e+00,-3.562851231612241065e+01,2.143024273910373534e+00,-3.637643751128509706e+01,2.142284500281901316e+00,-3.663808835716736922e+01,2.141508195783406787e+00,-3.516323322391250628e+01,2.142184332220062437e+00,-3.707779605109248422e+01,2.144649625730538300e+00,-3.632457941080009789e+01,2.176594522294937661e+00,-3.734821926375244772e+01,2.177002068980445681e+00,-3.710776536827057726e+01,2.176948635771944307e+00,-3.693559962872471658e+01,2.176838251463327545e+00,-3.735964475031887844e+01,2.174464966609704231e+00,-3.462366200586907894e+01,2.178596508045928637e+00,-3.740796505943607286e+01,2.204139027249202520e+00,-3.671439085000804425e+01,2.204230974928936160e+00,-3.727419548941260530e+01,2.204362414956702487e+00,-3.743130343769342261e+01,2.204138398453660663e+00,-3.679566201497078737e+01,2.204016989313048569e+00,-3.761952024331544209e+01,2.203189713878339173e+00,-3.486165478069837320e+01
2.915722222222222090e+08,2.148562390394185506e+00,-3.537775726618976790e+01,2.150167192625284773e+00,-3.654681932284874790e+01,2.151114822857571607e+00,-3.676402452291677037e+01,2.149677906685857565e+00,-3.573841135793424684e+01,2.150077797749721409e+00,-3.713304470555153358e+01,2.152322966187254050e+00,-3.628642949360177994e+01,2.131409400382031638e+00,-3.639676636180494285e+01,2.129796469267598358e+00,-3.481970341415772907e+01,2.132538513863989849e+00,-3.558407888865887969e+01,2.131293769821934525e+00,-3.631611258693300925e+01,2.131529235030403147e+00,-3.672784184896307380e+01,2.133456282893376077e+00,-3.670847026646209343e+01,2.161604690666524498e+00,-3.684834192189546798e+01,2.161387799247046715e+00,-3.588235847702193837e+01,2.159556711504984960e+00,-3.506447297283065012e+01,2.160933448715942617e+00,-3.680114177107588347e+01,2.161353442972751893e+00,-3.680872344650578754e+01,2.163447217633234665e+00,-3.709844531391299682e+01,2.126752361795346769e+00,-3.548895790046790921e+01,2.126972378796029961e+00,-3.623972832036666603e+01,2.126216287837136676e+00,-3.650235680714153119e+01,2.125447520892236319e+00,-3.502191019688454077e+01,2.126119726189686254e+00,-3.694377030106057447e+01,2.128592869263200349e+00,-3.618763195611020222e+01,2.160255420545196703e+00,-3.721297107297906592e+01,2.160665858795860039e+00,-3.697157677929420316e+01,2.160620870339938548e+00,-3.679874342524853859e+01,2.160482474172323641e+00,-3.722440428389379719e+01,2.158137391447178643e+00,-3.447802870783112184e+01,2.162259511818839020e+00,-3.727295412058150248e+01,2.187610301850087868e+00,-3.657502653817332572e+01,2.187697577570033580e+00,-3.713699121697855787e+01,2.187842565590066624e+00,-3.729468020196920719e+01,2.187634890605299809e+00,-3.665665012334009987e+01,2.187488766935155482e+00,-3.748364839883428346e+01,2.186670153046879950e+00,-3.471526805269432003e+01
2.926666666666666865e+08,2.132499222758691193e+00,-3.523726106685187887e+01,2.134064951917537645e+00,-3.641074415794906116e+01,2.135081857807912264e+00,-3.662878965027476141e+01,2.133604596592395097e+00,-3.559927590618756454e+01,2.134015055261805571e+00,-3.699922086284106371e+01,2.136264574678981010e+00,-3.614934071219873601e+01,2.115476041214044756e+00,-3.626127279649717394e+01,2.113869751099517913e+00,-3.467827258582361338e+01,2.116618204002371328e+00,-3.544554018847371424e+01,2.115362960037655782e+00,-3.618027799016395818e+01,2.115613946966590664e+00,-3.659361009572422319e+01,2.117519310574955238e+00,-3.657416652917931543e+01,2.145463639069177031e+00,-3.671271569900225273e+01,2.145258705270989719e+00,-3.574308644771688392e+01,2.143398331027857040e+00,-3.492210181985085882e+01,2.144790699265688882e+00,-3.666526411334491797e+01,2.145200926189500645e+00,-3.667291143862475877e+01,2.147307045812834492e+00,-3.696375523502031513e+01,2.110863017683656473e+00,-3.535041143782552098e+01,2.111098839712824304e+00,-3.610402896752110280e+01,2.110327893400555155e+00,-3.636763271272216258e+01,2.109565747561524152e+00,-3.488159509885051790e+01,2.110234088705968958e+00,-3.681075316765385708e+01,2.112714995187540357e+00,-3.605169238181552771e+01,2.144098359257634812e+00,-3.707873809371960760e+01,2.144512046472153433e+00,-3.683640366773503416e+01,2.144475849122008615e+00,-3.666290350753769900e+01,2.144313368938286057e+00,-3.709017867309582783e+01,2.141992107577046056e+00,-3.433341029986173965e+01,2.146104769187513917e+00,-3.713895923534007437e+01,2.171264298717244579e+00,-3.643668276127610284e+01,2.171346151524433221e+00,-3.700080859149780821e+01,2.171508332797776664e+00,-3.715907836274100617e+01,2.171309277934059256e+00,-3.651866020254460921e+01,2.171144790214601716e+00,-3.734879877264192771e+01,2.170334836398648992e+00,-3.456990214444553544e+01
2.937611111111111641e+08,2.116613337822041974e+00,-3.509776677724499194e+01,2.118139033442751007e+00,-3.627566783185763910e+01,2.119226379711868002e+00,-3.649455939524305137e+01,2.117708289126528864e+00,-3.546114206216868325e+01,2.118129572431066698e+00,-3.686639967572355658e+01,2.120383363706132229e+00,-3.601325381029065653e+01,2.099720715862297027e+00,-3.612677684828658897e+01,2.098120538850273942e+00,-3.453783942307290289e+01,2.100874835211985925e+00,-3.530800019377416277e+01,2.099613470069328525e+00,-3.604544183534610369e+01,2.099875860259047933e+00,-3.646037765099499950e+01,2.101759449927111056e+00,-3.644085934587295128e+01,2.129501266096421652e+00,-3.657809405818466075e+01,2.129308927369735649e+00,-3.560482040375725177e+01,2.127419591341788596e+00,-3.478073462644015024e+01,2.128832370401158247e+00,-3.653039366301235447e+01,2.129227910815925107e+00,-3.653810334445428509e+01,2.131346589421296400e+00,-3.683007114560209772e+01,2.095149591539716027e+00,-3.521286177674070217e+01,2.095400757421037596e+00,-3.596932832296148064e+01,2.094616702770077943e+00,-3.623390501690002452e+01,2.093860161776701645e+00,-3.474227679234064681e+01,2.094524733014348605e+00,-3.667873353389661162e+01,2.097013286517533714e+00,-3.591674955123328061e+01,2.128120782663773358e+00,-3.694550914730995572e+01,2.128537981249029709e+00,-3.670223488780849408e+01,2.128510825320125033e+00,-3.652806875456306557e+01,2.128328318042496115e+00,-3.695695732644664844e+01,2.126026425854741664e+00,-3.418979559040783300e+01,2.130129634588312282e+00,-3.700596923450215314e+01,2.155098391199663954e+00,-3.629934808310079575e+01,2.155173933416425935e+00,-3.686563610255429069e+01,2.155357083038060839e+00,-3.702448680903611944e+01,2.155158848247314740e+00,-3.638168019619378413e+01,2.154982340787035877e+00,-3.721496011420830285e+01,2.154181046388262466e+00,-3.442554578708411839e+01
2.948555555555555820e+08,2.100902068544105106e+00,-3.495926326463422384e+01,2.102387104942066376e+00,-3.614157908861918145e+01,2.103545511434406823e+00,-3.636132266198298169e+01,2.101986324474426127e+00,-3.532399866983205783e+01,2.102418706300156259e+00,-3.673457002196816035e+01,2.104676653387649754e+00,-3.587815765227060183e+01,2.084140815728045659e+00,-3.599326770122592478e+01,2.082546225620313773e+00,-3.439839299496497915e+01,2.085305680626944547e+00,-3.517144795965874948e+01,2.084042537656397354e+00,-3.591159368083041414e+01,2.084312199332297943e+00,-3.632813357052852155e+01,2.086174276881945566e+00,-3.630853779506829682e+01,2.113714952747705933e+00,-3.644446592640438354e+01,2.113535654453995605e+00,-3.546754937853969381e+01,2.111617884416545188e+00,-3.464036038544562501e+01,2.113055410163980685e+00,-3.639651992515608470e+01,2.113431819542436862e+00,-3.640428815197392254e+01,2.115563052481918227e+00,-3.669738204733886278e+01,2.079609413122099237e+00,-3.507629791998665780e+01,2.079875279914936925e+00,-3.583561539163702037e+01,2.079080145927064471e+00,-3.610116282754225381e+01,2.078328100533729295e+00,-3.460394429477685208e+01,2.078989022001377585e+00,-3.654770044029399401e+01,2.081485078249361020e+00,-3.578279248153653924e+01,2.112320179917712260e+00,-3.681327323580005384e+01,2.112741055435528370e+00,-3.656905946175939448e+01,2.112723093521955420e+00,-3.639422820357397370e+01,2.112524675584172673e+00,-3.682472981089569686e+01,2.110237705752245230e+00,-3.404717355164225978e+01,2.114331508532451664e+00,-3.687397311859299975e+01,2.139110023017180229e+00,-3.616301124643194953e+01,2.139178238447038360e+00,-3.673146239656448131e+01,2.139386216661582019e+00,-3.689089460595823056e+01,2.139181039105555016e+00,-3.624569822981409573e+01,2.138998749521923592e+00,-3.708212133768048346e+01,2.138206116173425819e+00,-3.428218787661411682e+01
2.959500000000000000e+08,2.085362809283681340e+00,-3.482173955232021711e+01,2.086806910207636090e+00,-3.600846686366398330e+01,2.088036433957949800e+00,-3.622906848827039994e+01,2.086436106765103826e+00,-3.518783472938764589e+01,2.086879874682402214e+00,-3.660372093846135044e+01,2.089141825860486801e+00,-3.574404125685132527e+01,2.068733761212560918e+00,-3.586073469604859554e+01,2.067144249960318980e+00,-3.425992252968225671e+01,2.069908059030212577e+00,-3.503587268620499628e+01,2.068647388160248290e+00,-3.577872321554178114e+01,2.068920236786726097e+00,-3.619686704814284184e+01,2.070761408236633017e+00,-3.617719113855423529e+01,2.098102130785463704e+00,-3.631182039227581271e+01,2.097936112428137267e+00,-3.533126254730905202e+01,2.095990646553014258e+00,-3.450096825379717558e+01,2.097456758175387570e+00,-3.626363250462978982e+01,2.097810120089466324e+00,-3.627145501739554589e+01,2.099953685286600091e+00,-3.656567708182340226e+01,2.064239864307504391e+00,-3.494070902200255091e+01,2.064519604389882357e+00,-3.570287930988864389e+01,2.063715695787506466e+00,-3.596939541401758333e+01,2.062966951589178422e+00,-3.446658677577327978e+01,2.063624367699244289e+00,-3.641764308198979450e+01,2.066127757300469270e+00,-3.564981034126257953e+01,2.096694081828791578e+00,-3.668201953806298832e+01,2.097118702798059342e+00,-3.643686657607351265e+01,2.097109989134439356e+00,-3.626137104626273810e+01,2.096899768869294078e+00,-3.669348583923463281e+01,2.094623354236321067e+00,-3.390553331639134882e+01,2.098707835680495126e+00,-3.674296005438070267e+01,2.123296704977049920e+00,-3.602766117238582666e+01,2.123356460337453733e+00,-3.659827627708878595e+01,2.123593165352302581e+00,-3.675829098980926091e+01,2.123373432342544387e+00,-3.611070261986355945e+01,2.123191395396912373e+00,-3.695027151877241067e+01,2.122407428454782696e+00,-3.413981747098551267e+01
