f_Hz,ReZ11,ImZ11,ReZ21,ImZ21,ReZ31,ImZ31,ReZ41,ImZ41,ReZ51,ImZ51,ReZ61,ImZ61,ReZ12,ImZ12,ReZ22,ImZ22,ReZ32,ImZ32,ReZ42,ImZ42,ReZ52,ImZ52,ReZ62,ImZ62,ReZ13,ImZ13,ReZ23,ImZ23,ReZ33,ImZ33,ReZ43,ImZ43,ReZ53,ImZ53,ReZ63,ImZ63,ReZ14,ImZ14,ReZ24,ImZ24,ReZ34,ImZ34,ReZ44,ImZ44,ReZ54,ImZ54,ReZ64,ImZ64,ReZ15,ImZ15,ReZ25,ImZ25,ReZ35,ImZ35,ReZ45,ImZ45,ReZ55,ImZ55,ReZ65,ImZ65,ReZ16,ImZ16,ReZ26,ImZ26,ReZ36,ImZ36,ReZ46,ImZ46,ReZ56,ImZ56,ReZ66,ImZ66
1.219661111111111164e+09,1.284221796542414085e-01,-3.272389817527177502e+00,1.194476508652106694e-01,-8.510358405170661555e+00,1.139116940707750048e-01,-9.627131159633806945e+00,1.272094673904901885e-01,-4.767496913832952821e+00,1.018021342929386897e-01,-1.156088471686848607e+01,1.352407780815600979e-01,-7.009495964031470017e+00,1.178516834486718623e-01,-8.518666289579631012e+00,1.216192468156151590e-01,-1.788613312526883936e+00,1.235115314588427077e-01,-4.997035025353132376e+00,1.189615684246856236e-01,-8.149025799911031598e+00,1.130818552335384336e-01,-1.007828806077234951e+01,1.156722280336813513e-01,-9.967880570640373250e+00,1.137893767930701489e-01,-9.604825269041963764e+00,1.214320448158098115e-01,-5.278976817355946594e+00,1.245092674305300628e-01,-1.780236633455495543e+00,1.148231557962124949e-01,-9.379526145019328354e+00,1.210022464290449185e-01,-9.191461495199902743e+00,1.101885607047860677e-01,-1.081722070204133423e+01,1.271438852281183141e-01,-4.529304182625214281e+00,1.207622405780831992e-01,-8.002681015633850592e+00,1.144985455484474474e-01,-9.315424221498462387e+00,1.303922391398623648e-01,-2.561415341259200673e+00,9.959431074000042738e-02,-1.160101341837795275e+01,1.322550132473649109e-01,-7.452035735870997435e+00,1.013659538101013974e-01,-1.150057517827687548e+01,1.129462597581683547e-01,-1.010291953083534189e+01,1.202664424141826199e-01,-9.149299047352254632e+00,1.006698427371509608e-01,-1.155551930136843453e+01,1.455052165369858652e-01,1.282581252161423269e+00,9.996156183625684588e-02,-1.187192966916670578e+01,1.347126116230264736e-01,-6.988830118444488093e+00,1.183269833400936721e-01,-9.846482863961981025e+00,1.117445834048978875e-01,-1.073031575511472013e+01,1.340715676857459071e-01,-7.360787747289295524e+00,1.012795538625227282e-01,-1.185651253504766878e+01,1.484052200531097154e-01,1.100158604928585415e+00
1.220755555555555582e+09,1.282433867098250191e-01,-3.258633528889058883e+00,1.192322868043316775e-01,-8.502115152204300585e+00,1.136840831368887694e-01,-9.620360057960985145e+00,1.270249009920190464e-01,-4.755051696016618479e+00,1.015377124016706989e-01,-1.155676613000080266e+01,1.350695138572210185e-01,-6.998919957157439420e+00,1.176393246826296229e-01,-8.510533697460086699e+00,1.214221017704422145e-01,-1.774180725902465339e+00,1.233139556237320689e-01,-4.985505357098661605e+00,1.187510166895740377e-01,-8.140509441889102860e+00,1.128562797027864301e-01,-1.007192246409229774e+01,1.154456337455457560e-01,-9.961360370737141423e+00,1.135528017838773052e-01,-9.597985998256850948e+00,1.212249373721643181e-01,-5.267645562878833232e+00,1.243152639396614689e-01,-1.765582184022585821e+00,1.145971715355930814e-01,-9.372452738073944190e+00,1.208000114733593228e-01,-9.183648661099537591e+00,1.099374940280687107e-01,-1.081183076193558712e+01,1.269626782889425320e-01,-4.516711573713489081e+00,1.205587140033046317e-01,-7.994000348184210125e+00,1.142846171933863397e-01,-9.308410768942216862e+00,1.302216333021367078e-01,-2.547031304846938848e+00,9.932213932960265446e-02,-1.159705971583308504e+01,1.320864302716026339e-01,-7.442023227044649580e+00,1.011005375512891158e-01,-1.149629070470308712e+01,1.127209151015588495e-01,-1.009644899626169412e+01,1.200563512992245813e-01,-9.141423523369612170e+00,1.004019795208113269e-01,-1.155129468990848984e+01,1.453734625843787487e-01,1.301405243993724259e+00,9.968352143148906386e-02,-1.186826741279884345e+01,1.345266353631147660e-01,-6.978127265380307698e+00,1.180964944872437000e-01,-9.839509442939748496e+00,1.115065302147126430e-01,-1.072466861164357432e+01,1.339008376870182981e-01,-7.350487177048441012e+00,1.009988487618595498e-01,-1.185268026151994647e+01,1.482662138358726289e-01,1.118766168112762083e+00
1.221850000000000000e+09,1.280652766438258594e-01,-3.244888013287834827e+00,1.190175455224740386e-01,-8.493885293718703267e+00,1.134569604336193999e-01,-9.613604588911991655e+00,1.268410368371180597e-01,-4.742617071205263102e+00,1.012735086377832272e-01,-1.155266600996842108e+01,1.348984089896551331e-01,-6.988354150515810659e+00,1.174275627233842129e-01,-8.502414817071064945e+00,1.212255433703618018e-01,-1.759761097430016852e+00,1.231169324232390672e-01,-4.973988783700372451e+00,1.185407844057328325e-01,-8.132006592869515771e+00,1.126316214489023609e-01,-1.006557179836172544e+01,1.152183188558144888e-01,-9.954854759585144208e+00,1.133176648980840223e-01,-9.591161327487258248e+00,1.210177724218743922e-01,-5.256327448383218304e+00,1.241217377155015150e-01,-1.750940370497000798e+00,1.143716005531827257e-01,-9.365394288820871438e+00,1.205976785004217594e-01,-9.175849216035501854e+00,1.096880012825944828e-01,-1.080645651523640005e+01,1.267821587848789178e-01,-4.504129378375973936e+00,1.203558200875943784e-01,-7.985332695782621393e+00,1.140711541066823376e-01,-9.301413135637274010e+00,1.300517267760406825e-01,-2.532657731750047159e+00,9.905041661149018017e-02,-1.159312400509490359e+01,1.319189257788523917e-01,-7.432021316106270703e+00,1.008351358901803246e-01,-1.149202425567073327e+01,1.124963326546546544e-01,-1.008999378244128486e+01,1.198466709998474572e-01,-9.133560770266443640e+00,1.001348910572406187e-01,-1.154708825533205463e+01,1.452425230220321106e-01,1.320221568350747665e+00,9.940595762694824644e-02,-1.186462409320552602e+01,1.343421407546684376e-01,-6.967433783458178986e+00,1.178671383388833066e-01,-9.832549992500108971e+00,1.112681139458868013e-01,-1.071903850019298332e+01,1.337302206904081581e-01,-7.340197752865409875e+00,1.007190728929822088e-01,-1.184886695353871033e+01,1.481279967961451338e-01,1.137365448153386360e+00
1.222944444444444418e+09,1.278878443846944435e-01,-3.231153223342708714e+00,1.188034454414949592e-01,-8.485668786028107036e+00,1.132302713723164905e-01,-9.606864710452549971e+00,1.266578738002466786e-01,-4.730192992202924884e+00,1.010095301267402018e-01,-1.154858430564019933e+01,1.347274254239626823e-01,-6.977798441886173819e+00,1.172163836964708328e-01,-8.494309592433147316e+00,1.210295696964076018e-01,-1.745354386068560082e+00,1.229204551122014127e-01,-4.962485263138671776e+00,1.183308689672171454e-01,-8.123517189303663955e+00,1.124078608676745972e-01,-1.005923607392323937e+01,1.149902753450043336e-01,-9.948363553150631589e+00,1.130840432683007102e-01,-9.584351319547335990e+00,1.208105758698564125e-01,-5.245022351329318155e+00,1.239286904812192808e-01,-1.736311129015258636e+00,1.141464798725406321e-01,-9.358350765549918293e+00,1.203952083308636872e-01,-9.168063035672094685e+00,1.094401818489930123e-01,-1.080109803865302887e+01,1.266023287555997634e-01,-4.491557549032096475e+00,1.201536236377040434e-01,-7.976678021434293164e+00,1.138580565398647909e-01,-9.294431277603413477e+00,1.298825144850512259e-01,-2.518294575793444068e+00,9.877919598695081294e-02,-1.158920626122636932e+01,1.317524505139218149e-01,-7.422030008187070926e+00,1.005697866304311183e-01,-1.148777574700126891e+01,1.122724574601691588e-01,-1.008355387096697164e+01,1.196374175941134071e-01,-9.125710718660346998e+00,9.986859095745405368e-02,-1.154290000338015965e+01,1.451123955797607445e-01,1.339030275148098026e+00,9.912893296306564406e-02,-1.186099967588798521e+01,1.341592256182320420e-01,-6.956749713676327218e+00,1.176389595878441080e-01,-9.825604545576448245e+00,1.110292165282494858e-01,-1.071342526709241838e+01,1.335596435318441577e-01,-7.329919351598078947e+00,1.004402502855478441e-01,-1.184507263020746493e+01,1.479905649848166360e-01,1.155956495591217159e+00
1.224038888888888836e+09,1.277110851739071129e-01,-3.217429111486940219e+00,1.185900061998256677e-01,-8.477465587834469574e+00,1.130039618998781581e-01,-9.600140373919041181e+00,1.264754111381796997e-01,-4.717779411872973228e+00,1.007457863592048225e-01,-1.154452096766067193e+01,1.345565307063721072e-01,-6.967252724375332384e+00,1.170057771197113156e-01,-8.486217965566961396e+00,1.208341790154224826e-01,-1.730960551044185669e+00,1.227245174105119491e-01,-4.950994753277568883e+00,1.181212703084928012e-01,-8.115041167369341224e+00,1.121849722710415997e-01,-1.005291529843435505e+01,1.147615125712393991e-01,-9.941886567303923172e+00,1.128520019980879252e-01,-9.577556046277891255e+00,1.206033844717664533e-01,-5.233730153965490572e+00,1.237361271012266395e-01,-1.721694396773729041e+00,1.139218439875715194e-01,-9.351322141674113908e+00,1.201925716962583268e-01,-9.160289992589765617e+00,1.091941224877933797e-01,-1.079575542084644546e+01,1.264231906342491163e-01,-4.478996038596899432e+00,1.199521898561789618e-01,-7.968036298274308926e+00,1.136452249785201429e-01,-9.287465138472127180e+00,1.297139915275053734e-01,-2.503941790633116948e+00,9.850853041012862243e-02,-1.158530646525756502e+01,1.315869485661322891e-01,-7.412049303121241550e+00,1.003045342802857953e-01,-1.148354510059654388e+01,1.120492327077970279e-01,-1.007712923697135032e+01,1.194286110439752441e-01,-9.117873301963046018e+00,9.960308882381189999e-02,-1.153872994172920130e+01,1.449830778015491206e-01,1.357831414271748693e+00,9.885251220553575857e-02,-1.185739413540267684e+01,1.339779769685301714e-01,-6.946075108285937105e+00,1.174119942840863989e-01,-9.818673141624136846e+00,1.107897345705723541e-01,-1.070782874272549989e+01,1.333890431213416994e-01,-7.319651842310348933e+00,1.001624002378043582e-01,-1.184129731356907556e+01,1.478539144292110585e-01,1.174539361164565365e+00
1.225133333333333492e+09,1.275349945997721890e-01,-3.203715630006730652e+00,1.183772483863999997e-01,-8.469275660431419439e+00,1.127779793456965274e-01,-9.593431524059010229e+00,1.262936485035048295e-01,-4.705376283193102971e+00,1.004822889506338524e-01,-1.154047594869043536e+01,1.343856985800095383e-01,-6.956716887016153983e+00,1.167957362042415931e-01,-8.478139877020353765e+00,1.206393697562348211e-01,-1.716579551867374542e+00,1.225291135265284548e-01,-4.939517211950147590e+00,1.179119909890011808e-01,-8.106578463244792587e+00,1.119629243182343331e-01,-1.004660947607867705e+01,1.145320571865148657e-01,-9.935423619924256045e+00,1.126215931608940540e-01,-9.570775587002046336e+00,1.203962451301383019e-01,-5.222450744738763362e+00,1.235440554185720241e-01,-1.707090112435692975e+00,1.136977242862359933e-01,-9.344308395203761108e+00,1.199897495094109506e-01,-9.152529957497394619e+00,1.089498959945910811e-01,-1.079042876088071878e+01,1.262447472031985318e-01,-4.466444800535547266e+00,1.197515829771512302e-01,-7.959407509673580350e+00,1.134325617225699773e-01,-9.280514649418007522e+00,1.295461532086484291e-01,-2.489599329780653569e+00,9.823847175657854369e-02,-1.158142460411096408e+01,1.314223580225577226e-01,-7.402079194614986868e+00,1.000394292222656772e-01,-1.147933224523305284e+01,1.118266005654672685e-01,-1.007071984892458971e+01,1.192202748341876783e-01,-9.110048456918825366e+00,9.933839006422241769e-02,-1.153457807949588876e+01,1.448545670580738964e-01,1.376625035603817215e+00,9.857676116428283619e-02,-1.185380745573318251e+01,1.337984697491461650e-01,-6.935410029422534706e+00,1.171862690113331523e-01,-9.811755825601089498e+00,1.105495815010650029e-01,-1.070224874328758347e+01,1.332183673441841576e-01,-7.309395087624622533e+00,9.988553701470977153e-02,-1.183754102808437558e+01,1.477180411746178423e-01,1.193114095818603282e+00
1.226227777777777910e+09,1.273595686261715376e-01,-3.190012731084087338e+00,1.181651932438343711e-01,-8.461098967875818389e+00,1.125522732642370155e-01,-9.586738099176351113e+00,1.261125859504271252e-01,-4.692983559312272845e+00,1.002190513759891183e-01,-1.153644920361228365e+01,1.342149095136250803e-01,-6.946190815439424071e+00,1.165862580779138957e-01,-8.470075266433447325e+00,1.204451404838507156e-01,-1.702211348346582609e+00,1.223342381655214417e-01,-4.928052597048062644e+00,1.177030362455756679e-01,-8.098129013396503595e+00,1.117416805479462261e-01,-1.004031860684098731e+01,1.143019527932943036e-01,-9.928974532977441925e+00,1.123928550001506294e-01,-9.564010026869020464e+00,1.201892140077967241e-01,-5.211184019602836948e+00,1.233524860398421269e-01,-1.692498216512601461e+00,1.134741485611262396e-01,-9.337309508158037730e+00,1.197867329836170697e-01,-9.144782800464954065e+00,1.087075600513624646e-01,-1.078511816652227040e+01,1.260670015423672463e-01,-4.453903788912326966e+00,1.195518648847171406e-01,-7.950791649165068087e+00,1.132199724832411158e-01,-9.273579729287012796e+00,1.293789950691779378e-01,-2.475267146631713988e+00,9.796907020268941224e-02,-1.157756067045576742e+01,1.312586117238316030e-01,-7.392119669497736467e+00,9.977452678968341815e-02,-1.147513711724205088e+01,1.116045030326935222e-01,-1.006432566853628785e+01,1.190124355379048871e-01,-9.102236124096053871e+00,9.907449576912073785e-02,-1.153044442672388215e+01,1.447268605623747983e-01,1.395411189046344536e+00,9.830174545740812120e-02,-1.185023963050613460e+01,1.336207657430236173e-01,-6.924754547592854692e+00,1.169618001836321697e-01,-9.804852646846939024e+00,1.103086894962462816e-01,-1.069668507281942560e+01,1.330475757788884272e-01,-7.299148945177551973e+00,9.960966960529260561e-02,-1.183380380007684352e+01,1.475829413272898849e-01,1.211680750709204002e+00
1.227322222222222328e+09,1.271848036158434447e-01,-3.176320366843111032e+00,1.179538623449804535e-01,-8.452935477122725416e+00,1.123267962605112719e-01,-9.580060031380638108e+00,1.259322239327780313e-01,-4.680601193608648458e+00,9.995608868447057593e-02,-1.153244068970074387e+01,1.340441511544572528e-01,-6.935674392611088201e+00,1.163773439268350751e-01,-8.462024073130558932e+00,1.202514898723315434e-01,-1.687855900597964975e+00,1.221398865225331171e-01,-4.916600866612761855e+00,1.174944140109139001e-01,-8.089692754876820047e+00,1.115212000024481537e-01,-1.003404268585908632e+01,1.140712593472903019e-01,-9.922539134534059002e+00,1.121658113429839232e-01,-9.557259455112252056e+00,1.199823554733209785e-01,-5.199929883200153036e+00,1.231614320715994915e-01,-1.677918651712902776e+00,1.132511406133374088e-01,-9.330325465927293394e+00,1.195835235999577750e-01,-9.137048392157630872e+00,1.084671562912009335e-01,-1.077982375241230173e+01,1.258899569709503730e-01,-4.441372958433279727e+00,1.193530937373289830e-01,-7.942188720188187112e+00,1.130073679724703517e-01,-9.266660284924437718e+00,1.292125129099039593e-01,-2.460945194498093791e+00,9.770037362428557470e-02,-1.157371466249292880e+01,1.310956381120325642e-01,-7.382170707068365090e+00,9.950988626561128869e-02,-1.147095966106511433e+01,1.113828828032099455e-01,-1.005794665076405359e+01,1.188051223150852487e-01,-9.094436248322260496e+00,9.881140265295511316e-02,-1.152632899386061638e+01,1.445999553884904087e-01,1.414189924542662791e+00,9.802752924081027663e-02,-1.184669066304398655e+01,1.334449126754620740e-01,-6.914108740040060042e+00,1.167385934740899772e-01,-9.797963657875156329e+00,1.100670111633969966e-01,-1.069113752549137608e+01,1.328766402204401564e-01,-7.288913269154210006e+00,9.933480154334829726e-02,-1.183008565715042870e+01,1.474486110983008746e-01,1.230239377201042261e+00
1.228416666666666746e+09,1.270106963477450057e-01,-3.162638489398989172e+00,1.177432772473492317e-01,-8.444785158119932689e+00,1.121015047855059288e-01,-9.573397246938247562e+00,1.257525632939940630e-01,-4.668229139747473333e+00,9.969341719912611088e-02,-1.152845036675303270e+01,1.338734186971561879e-01,-6.925167499625994871e+00,1.161689990520871074e-01,-8.453986236727422110e+00,1.200584166768418615e-01,-1.673513169051074945e+00,1.219460542591005725e-01,-4.905161978925865363e+00,1.172861348965168887e-01,-8.081269625627086839e+00,1.113014379326125181e-01,-1.002778170286387827e+01,1.138400523160152111e-01,-9.916117260696795555e+00,1.119404712363116366e-01,-9.550523963249643700e+00,1.197757408960917619e-01,-5.188688249896597604e+00,1.229709088130134798e-01,-1.663351363252306925e+00,1.130287199539764670e-01,-9.323356256599559799e+00,1.193801329238797643e-01,-9.129326605052467514e+00,1.082287095901822149e-01,-1.077454563813961741e+01,1.257136169832664963e-01,-4.428852264481576206e+00,1.191553226216391925e-01,-7.933598735651934852e+00,1.127946654598487725e-01,-9.259756211702148576e+00,1.290467028119717530e-01,-2.446633426642834674e+00,9.743242702220217266e-02,-1.156988658367335887e+01,1.309333621583464169e-01,-7.372232278547574680e+00,9.924556982081561562e-02,-1.146679982967615885e+01,1.111616841235046893e-01,-1.005158274392942630e+01,1.185983663508307362e-01,-9.086648779053785319e+00,9.854910306053975277e-02,-1.152223179123229535e+01,1.444738484926307576e-01,1.432961292095960459e+00,9.775417392487563417e-02,-1.184316056624940749e+01,1.332709435230140238e-01,-6.903472689011952212e+00,1.165166433860233691e-01,-9.791088913093762613e+00,1.098245209446590681e-01,-1.068560588810766276e+01,1.327055450003109260e-01,-7.278687911874616390e+00,9.906093079437733318e-02,-1.182638662758769676e+01,1.473150468474557495e-01,1.248790026859790459e+00
1.229511111111111164e+09,1.268372440281668734e-01,-3.148967050908924481e+00,1.175334591305708665e-01,-8.436647983858723165e+00,1.118763598891459182e-01,-9.566749666721593215e+00,1.255736052491154831e-01,-4.655867351737822624e+00,9.943105420657502580e-02,-1.152447819718021194e+01,1.337027151618310761e-01,-6.914670016548292608e+00,1.159612328404537596e-01,-8.445961697741884322e+00,1.198659197054528364e-01,-1.659183114450484053e+00,1.217527374638503607e-01,-4.893735892596114745e+00,1.170782121392552055e-01,-8.072859564781886377e+00,1.110823465715945618e-01,-1.002153564171780076e+01,1.136084216067752978e-01,-9.909708757407200252e+00,1.117168288106437229e-01,-9.543803643254443969e+00,1.195694473112833278e-01,-5.177459044649896924e+00,1.227809334102186595e-01,-1.648796299120039111e+00,1.128069016058688978e-01,-9.316401870265332619e+00,1.191765822748134251e-01,-9.121617314618971406e+00,1.079922275967080542e-01,-1.076928394624263952e+01,1.255379851796828150e-01,-4.416341663144850216e+00,1.189585982592934327e-01,-7.925021717320456460e+00,1.125817902723641462e-01,-9.252867394241786059e+00,1.288815611522904914e-01,-2.432331796317776629e+00,9.716527198252655761e-02,-1.156607644235260679e+01,1.307717063569975580e-01,-7.362304346646136644e+00,9.898164140836078484e-02,-1.146265758486362607e+01,1.109408536340287244e-01,-1.004523388994027933e+01,1.183922002420913638e-01,-9.078873670671855578e+00,9.828758503775852917e-02,-1.151815282852533784e+01,1.443485367365133498e-01,1.451725341784761758e+00,9.748173690049033446e-02,-1.183964936231938481e+01,1.330988760387091796e-01,-6.892846479958409489e+00,1.162959329750886256e-01,-9.784228467471582036e+00,1.095812162148267904e-01,-1.068008994279687940e+01,1.325342870984760058e-01,-7.268472725405639601e+00,9.878804971105191457e-02,-1.182270673973624397e+01,1.471822451264945819e-01,1.267332751438417615e+00
1.230605555555555582e+09,1.266644442953839822e-01,-3.135306003624280358e+00,1.173244284224026907e-01,-8.428523930378384321e+00,1.116513279187374974e-01,-9.560117206751058916e+00,1.253953513589287361e-01,-4.643515783987222534e+00,9.916901764198193803e-02,-1.152052414605806163e+01,1.335320515754296056e-01,-6.904181823287906639e+00,1.157540586494719276e-01,-8.437950398196372603e+00,1.196739977912897462e-01,-1.644865697853392428e+00,1.215599325972986089e-01,-4.882322566640281636e+00,1.168706615111748254e-01,-8.064462512969893027e+00,1.108638759635422327e-01,-1.001530448005999219e+01,1.133764702813012393e-01,-9.903313482104028509e+00,1.114948633731673994e-01,-9.537098585725706457e+00,1.193635559774872540e-01,-5.166242203695544433e+00,1.225915244785701075e-01,-1.634253410296457432e+00,1.125856960060740153e-01,-9.309462298314556961e+00,1.189729022547853649e-01,-9.113920400445749692e+00,1.077577005049353970e-01,-1.076403880017029557e+01,1.253630651936135099e-01,-4.403841111233973926e+00,1.187629597895547423e-01,-7.916457695027938612e+00,1.123686772125000871e-01,-9.245993707327489375e+00,1.287170846138501190e-01,-2.418040256803010823e+00,9.689894617859624859e-02,-1.156228425138658089e+01,1.306105917706666952e-01,-7.352386865257008353e+00,9.871816563308768999e-02,-1.145853289736864866e+01,1.107203411798833165e-01,-1.003890002461737296e+01,1.181866573421484351e-01,-9.071110882698427247e+00,9.802683246496872449e-02,-1.151409211428238422e+01,1.442240169124411331e-01,1.470482123775012973e+00,9.721027029678028231e-02,-1.183615708228991892e+01,1.329287125005429726e-01,-6.882230199685339223e+00,1.160764337287614467e-01,-9.777382375167951167e+00,1.093371180489360051e-01,-1.067458946985077972e+01,1.323628760460910936e-01,-7.258267563170997860e+00,9.851614505836789326e-02,-1.181904602139129956e+01,1.470502027208395457e-01,1.285867602857569514e+00
1.231700000000000000e+09,1.264922952176893434e-01,-3.121655299943006057e+00,1.171162044192850249e-01,-8.420412976722444043e+00,1.114263811516540553e-01,-9.553499778822788002e+00,1.252178034965441555e-01,-4.631174391352994135e+00,9.890732577459193653e-02,-1.151658818113780036e+01,1.333614470519630391e-01,-6.893702800501576355e+00,1.155474936088157628e-01,-8.429952282200277480e+00,1.194826497655511327e-01,-1.630560880623234121e+00,1.213676364216188658e-01,-4.870921960555307351e+00,1.166635011928327942e-01,-8.056078412606604289e+00,1.106459748328245951e-01,-1.000908818906440700e+01,1.131443130776983441e-01,-9.896931305207791851e+00,1.112745397280952425e-01,-9.530408878087223812e+00,1.191581508516528637e-01,-5.155037675037053013e+00,1.224027016995227202e-01,-1.619722650918121065e+00,1.123651090079728077e-01,-9.302537532739643567e+00,1.187691321443099524e-01,-9.106235747296151928e+00,1.075251010751997610e-01,-1.075881032223205658e+01,1.251888606156940642e-01,-4.391350566292538282e+00,1.185684376498495618e-01,-7.907906705732201225e+00,1.121552718711024410e-01,-9.239135016998526240e+00,1.285532701906616226e-01,-2.403758761447404080e+00,9.663348292147523610e-02,-1.155851002767310653e+01,1.304499391117739382e-01,-7.342479779277129026e+00,9.845520661464973733e-02,-1.145442574687734627e+01,1.105001005782537266e-01,-1.003258107812071565e+01,1.179817710732386504e-01,-9.063360379925686772e+00,9.776682525051835770e-02,-1.151004965542035308e+01,1.441002857696084272e-01,1.489231688328683578e+00,9.693981979301201368e-02,-1.183268376541499656e+01,1.327604396868197478e-01,-6.871623934492936847e+00,1.158581056075896343e-01,-9.770550688144336249e+00,1.090922716406138859e-01,-1.066910425067086265e+01,1.321913336211870127e-01,-7.248072281532026651e+00,9.824519810891658989e-02,-1.181540449918259839e+01,1.469189166890537968e-01,1.304394633180320895e+00
1.232794444444444418e+09,1.263207952847795468e-01,-3.108014892461645307e+00,1.169088049075358987e-01,-8.412315104845630387e+00,1.112014983516934757e-01,-9.546897291214285985e+00,1.250409638067729035e-01,-4.618843129189460051e+00,9.864599689876885069e-02,-1.151267027281739530e+01,1.331909287683777365e-01,-6.883232830506633704e+00,1.153415583414265366e-01,-8.421967296501239986e+00,1.192918744319572955e-01,-1.616268624419602284e+00,1.211758459165125507e-01,-4.859534034379294098e+00,1.164567516109027145e-01,-8.047707208174557536e+00,1.104285914783564582e-01,-1.000288673331571054e+01,1.129120747632199329e-01,-9.890562111409090917e+00,1.110558087184602971e-01,-9.523734602843274999e+00,1.189533170075726121e-01,-5.143845418730854213e+00,1.222144853993261671e-01,-1.605203978387560015e+00,1.121451419797495075e-01,-9.295627565457881047e+00,1.185653191756946695e-01,-9.098563246077073785e+00,1.072943849004039107e-01,-1.075359863156758422e+01,1.250153749162421501e-01,-4.378869986596926722e+00,1.183750525749215771e-01,-7.899368792419680041e+00,1.119415318123807568e-01,-9.232291181809596736e+00,1.283901151871765789e-01,-2.389487263709695331e+00,9.636891076474221607e-02,-1.155475379164547789e+01,1.302896698431578182e-01,-7.332583024563169793e+00,9.819282686265216886e-02,-1.145033612186786520e+01,1.102800903302394164e-01,-1.002627697547022301e+01,1.177775742183293922e-01,-9.055622132455050988e+00,9.750753958068787697e-02,-1.150602545677804223e+01,1.439773400412025783e-01,1.507974085808601261e+00,9.667042350638606341e-02,-1.182922945838671325e+01,1.325940290782996189e-01,-6.861027768326539267e+00,1.156408972501607735e-01,-9.763733454777055343e+00,1.088467463568901089e-01,-1.066363407077962222e+01,1.320196933431126152e-01,-7.237886741312641981e+00,9.797518480740105562e-02,-1.181178219797373252e+01,1.467883843993306736e-01,1.322913894581377203e+00
1.233888888888888836e+09,1.261499433925961644e-01,-3.094384734025980244e+00,1.167022457917206435e-01,-8.404230299471130650e+00,1.109766652398832820e-01,-9.540309649458242447e+00,1.248648346589220359e-01,-4.606521953389940194e+00,9.838504903564854187e-02,-1.150877039407504476e+01,1.330205318344647170e-01,-6.872771798195171478e+00,1.151362766095202633e-01,-8.413995390994459811e+00,1.191016705431380551e-01,-1.601988891184598529e+00,1.209845581828313255e-01,-4.848158748738784496e+00,1.162504352415871106e-01,-8.039348846486406686e+00,1.102116746773911943e-01,-9.996700070805045968e+00,1.126798883443037164e-01,-9.884205800741318271e+00,1.108386079802540225e-01,-9.517075835918587856e+00,1.187491390253799239e-01,-5.132665406959445065e+00,1.220268961170447586e-01,-1.590697353425701621e+00,1.119257919946146790e-01,-9.288732387665920243e+00,1.183615176961032023e-01,-9.090902794706700263e+00,1.070654909138477745e-01,-1.074840384216579814e+01,1.248426113672878868e-01,-4.366399331146537222e+00,1.181828147339180346e-01,-7.890844002876749030e+00,1.117274276102079161e-01,-9.225462054243468657e+00,1.282276172121439295e-01,-2.375225717199260345e+00,9.610525316907232718e-02,-1.155101556672435592e+01,1.301297072814945055e-01,-7.322696528022955675e+00,9.793108618249339592e-02,-1.144626401931516391e+01,1.100602742657349892e-01,-1.001998763715337759e+01,1.175740982038659815e-01,-9.047896115642451775e+00,9.724894822175751685e-02,-1.150201952069969913e+01,1.438551764717544146e-01,1.526709366679572133e+00,9.640211097690325193e-02,-1.182579421440601664e+01,1.324294372838045741e-01,-6.850441780967857497e+00,1.154247463418741626e-01,-9.756930718490316679e+00,1.086006354209273633e-01,-1.065817872285170864e+01,1.318479997751334232e-01,-7.227710809242786638e+00,9.770607600303649054e-02,-1.180817914028202686e+01,1.466586035622261808e-01,1.341425439311242807e+00
