f_Hz,ReZ11,ImZ11,ReZ21,ImZ21,ReZ12,ImZ12,ReZ22,ImZ22
2.549100000000000000e+08,1.070409114990863303e-01,6.945782674205877583e-02,3.750140953835773283e-02,-1.646402292607412443e+00,3.739670565367113342e-02,-1.647866733952856100e+00,1.290361125212727555e-01,3.262997198384522402e-01
2.556450000000000000e+08,1.070555696036459281e-01,7.763214217571863529e-02,3.645999383214668099e-02,-1.648334868997145319e+00,3.636022565182277927e-02,-1.649795795773512319e+00,1.293998278108764999e-01,3.368889326264339346e-01
2.563800000000000000e+08,1.070846414424687087e-01,8.582575825733197716e-02,3.540610929810810575e-02,-1.650330126124129215e+00,3.531305396891316895e-02,-1.651791136738470334e+00,1.297848023000581219e-01,3.475298623286849908e-01
2.571150000000000000e+08,1.071250789999709518e-01,9.403925733855376945e-02,3.434400813911281380e-02,-1.652387341522487896e+00,3.425681496250228969e-02,-1.653852306863847321e+00,1.301893399334097812e-01,3.582231059002528029e-01
2.578500000000000000e+08,1.071745074534191239e-01,1.022754058208125566e-01,3.327774025278035230e-02,-1.654509175297862678e+00,3.319338479891809773e-02,-1.655980469267494204e+00,1.306118164288457839e-01,3.689707968150101602e-01
2.585850000000000000e+08,1.072324972904747514e-01,1.105381744017532308e-01,3.220897883810205919e-02,-1.656700702635548028e+00,3.212377229625176800e-02,-1.658178164674563693e+00,1.310516604152003606e-01,3.797761789288876533e-01
2.593200000000000000e+08,1.073008722549073785e-01,1.188311555772995215e-01,3.113602787627026136e-02,-1.658967242796062225e+00,3.104743752916255470e-02,-1.660448392678006480e+00,1.315098055306257452e-01,3.906426366363990876e-01
2.600550000000000000e+08,1.073828897296715962e-01,1.271561671822814821e-01,3.005451919926709070e-02,-1.661312068038253820e+00,2.996239255847232830e-02,-1.662793471143074742e+00,1.319883837350661615e-01,4.015726679823162226e-01
2.607900000000000000e+08,1.074816945322248363e-01,1.355127455881046106e-01,2.895946079381348653e-02,-1.663735145804738025e+00,2.886603635329431858e-02,-1.665214248807058262e+00,1.324898105132941151e-01,4.125673194645313457e-01
2.615250000000000000e+08,1.075988162895759881e-01,1.438987927831606450e-01,2.784761444698778676e-02,-1.666233557328421711e+00,2.775630593266560989e-02,-1.667710070910506381e+00,1.330157201919406063e-01,4.236263724872029179e-01
2.622600000000000000e+08,1.077334670165513153e-01,1.523120646264191635e-01,2.671900556197009946e-02,-1.668803396961998642e+00,2.663256429490249919e-02,-1.670279520341010127e+00,1.335662888659050751e-01,4.347491948088199054e-01
2.629950000000000000e+08,1.078830017444173950e-01,1.607517612740970159e-01,2.557679408214916239e-02,-1.671442208286993525e+00,2.549577513903237072e-02,-1.672921566165730400e+00,1.341402916217284136e-01,4.459358342539347375e-01
2.637300000000000000e+08,1.080443244927741242e-01,1.692194209419554396e-01,2.442555417923158653e-02,-1.674150733133780822e+00,2.434787107174740672e-02,-1.675636544097691250e+00,1.347358736514872868e-01,4.571878059898074609e-01
2.644650000000000000e+08,1.082155440055117268e-01,1.777186590551167455e-01,2.326881318346884012e-02,-1.676933083628334042e+00,2.319062760823182093e-02,-1.678426474707396476e+00,1.353516548238864192e-01,4.685081740661722893e-01
2.652000000000000000e+08,1.083970497413325323e-01,1.862538698852278241e-01,2.210708261183348677e-02,-1.679795233173126956e+00,2.202460591929296038e-02,-1.681294555712075312e+00,1.359876157291309839e-01,4.799008798611532622e-01
2.659350000000000000e+08,1.085914599812314862e-01,1.948285308414584027e-01,2.093737920095916499e-02,-1.682742568597452859e+00,2.084869593351408937e-02,-1.684244079453605991e+00,1.366453182693195822e-01,4.913696490945883011e-01
2.666700000000000000e+08,1.088024541772771442e-01,2.034439572269005625e-01,1.975449362533174616e-02,-1.685777726833604495e+00,1.966049227875906608e-02,-1.687277317395478038e+00,1.373273451430140901e-01,5.029170244390807065e-01
2.674050000000000000e+08,1.090330626651597468e-01,2.120991393615939691e-01,1.855338678977780723e-02,-1.688899809255806739e+00,1.845731771403902322e-02,-1.690394933095017427e+00,1.380362352576495477e-01,5.145440124151251515e-01
2.681400000000000000e+08,1.092842667283632635e-01,2.207917578621388655e-01,1.733151899735415474e-02,-1.692105384552184288e+00,1.723738182031969018e-02,-1.693596222241847471e+00,1.387734488867189142e-01,5.262505279893264776e-01
2.688750000000000000e+08,1.095546167033784185e-01,2.295198820111247207e-01,1.608993846476039838e-02,-1.695390794645754262e+00,1.600049183577831671e-02,-1.696880063732682187e+00,1.395388865385526200e-01,5.380364195504753200e-01
2.696100000000000000e+08,1.098410731404383944e-01,2.382835067100968485e-01,1.483256809465446392e-02,-1.698754616983592536e+00,1.474795475194957441e-02,-1.700246107228102987e+00,1.403312113429508179e-01,5.499025617299153623e-01
2.703450000000000000e+08,1.101406640912316603e-01,2.470851540038008776e-01,1.356403081720781827e-02,-1.702199045928526333e+00,1.348171491890206089e-02,-1.703695600995625004e+00,1.411488217764241826e-01,5.618514636913234384e-01
2.710800000000000000e+08,1.104521364231289410e-01,2.559292254018133428e-01,1.228709320761737361e-02,-1.705729487609243034e+00,1.220315653575278388e-02,-1.707231441668121352e+00,1.419909914641933057e-01,5.738870787481126223e-01
2.718150000000000000e+08,1.107767716820033388e-01,2.648204148887257636e-01,1.100101033080416388e-02,-1.709352555183719646e+00,1.091217151277110164e-02,-1.710857417034144845e+00,1.428586026821177524e-01,5.860139003641803290e-01
2.725500000000000000e+08,1.111179462805445550e-01,2.737619683570663431e-01,9.701613795129222437e-03,-1.713073459201581272e+00,9.606962872939770956e-03,-1.714577019239017730e+00,1.437540979696066423e-01,5.982357903720086911e-01
2.732850000000000000e+08,1.114796413299815880e-01,2.827546622961302214e-01,8.383115146680414353e-03,-1.716894102737122507e+00,8.284685963832723668e-03,-1.718392424307530142e+00,1.446806634043920625e-01,6.105551254963820229e-01
2.740200000000000000e+08,1.118646377248557200e-01,2.917970242599277619e-01,7.040731757389289899e-03,-1.720812849218349649e+00,6.942608164017270538e-03,-1.722304153503298352e+00,1.456410436733008296e-01,6.229726950477917358e-01
2.747550000000000000e+08,1.122732995190884042e-01,3.008867003820866470e-01,5.672818230482219726e-03,-1.724826097574063466e+00,5.579204546389856904e-03,-1.726311591404243950e+00,1.466365784726018084e-01,6.354884100003632685e-01
2.754900000000000000e+08,1.127035644916570961e-01,3.100222977178475059e-01,4.281421613635641964e-03,-1.728930889126216286e+00,4.194635693412973251e-03,-1.730414104712321821e+00,1.476669446253290885e-01,6.481024768695679006e-01
2.762250000000000000e+08,1.131521620895493963e-01,3.192047820888817000e-01,2.870962036502410376e-03,-1.733127241509785366e+00,2.790361903154366281e-03,-1.734612201251152008e+00,1.487307385113371683e-01,6.608164532107163591e-01
2.769600000000000000e+08,1.136164624023963537e-01,3.284377237615783707e-01,1.445683031399647546e-03,-1.737419027811503147e+00,1.368081956237924722e-03,-1.738908144617198115e+00,1.498266125068589139e-01,6.736336559442630545e-01
2.776950000000000000e+08,1.140960349959689174e-01,3.377262532981366028e-01,7.144332238662961454e-06,-1.741812939547829897e+00,-7.147341055670350038e-05,-1.743305710476269255e+00,1.509543982213043811e-01,6.865587146348901548e-01
2.784300000000000000e+08,1.145931303374118360e-01,3.470752365415122331e-01,-1.446976181306064988e-03,-1.746316033732751460e+00,-1.529286129590449409e-03,-1.747809201185206218e+00,1.521156511997658611e-01,6.995964904520438621e-01
2.791650000000000000e+08,1.151118279222814733e-01,3.564875769814666029e-01,-2.922149897495336050e-03,-1.750933085045565774e+00,-3.007954871053453508e-03,-1.752422210290172533e+00,1.533133383330329280e-01,7.127509031113865579e-01
2.799000000000000000e+08,1.156562622501140919e-01,3.659635017487397612e-01,-4.424679213255701231e-03,-1.755665077668574048e+00,-4.510800965625613029e-03,-1.757146758152284161e+00,1.545508190463520948e-01,7.260242595950133770e-01
2.806350000000000000e+08,1.162288070229443998e-01,3.755012043381119047e-01,-5.958942824292782527e-03,-1.760509613182358324e+00,-6.040621287853658802e-03,-1.761983237353618392e+00,1.558306293536417531e-01,7.394174311500314456e-01
2.813700000000000000e+08,1.168291308677628371e-01,3.850985399593725989e-01,-7.525588339154628582e-03,-1.765463054334192483e+00,-7.598714389197747283e-03,-1.766931201449046807e+00,1.571536829073635622e-01,7.529308004617182304e-01
2.821050000000000000e+08,1.174546120937356303e-01,3.947549359303068606e-01,-9.121595667396268162e-03,-1.770523346984194779e+00,-9.184672877755175463e-03,-1.771990605648968709e+00,1.585192996055501680e-01,7.665655110964553209e-01
2.828400000000000000e+08,1.181019232781001932e-01,4.044725598560662272e-01,-1.074220299286738310e-02,-1.775692107444730050e+00,-1.079705213575419577e-02,-1.777162877256331042e+00,1.599260593813268405e-01,7.803243931712690040e-01
2.835750000000000000e+08,1.187690055399889810e-01,4.142561483134548639e-01,-1.238374803016384015e-02,-1.780974915228677347e+00,-1.243458410252573122e-02,-1.782451274963014587e+00,1.613730623184537749e-01,7.942120950301333471e-01
2.843100000000000000e+08,1.194564454531545361e-01,4.241115640786952135e-01,-1.404600402814379020e-02,-1.786379642882030883e+00,-1.409732711808804606e-02,-1.787860350884682648e+00,1.628609661204784842e-01,8.082343455144319622e-01
2.850450000000000000e+08,1.201675540688404292e-01,4.340437904012118264e-01,-1.573282708257188120e-02,-1.791913642318422983e+00,-1.578717007389775911e-02,-1.793394780765937391e+00,1.643922765234780425e-01,8.223967089437532740e-01
2.857800000000000000e+08,1.209070903765773752e-01,4.440553640685316883e-01,-1.745076818804867230e-02,-1.797581194072446875e+00,-1.750743009435536471e-02,-1.799058149200781997e+00,1.659707364603450752e-01,8.367034551087314531e-01
2.865150000000000000e+08,1.216792525423445875e-01,4.541460426539394302e-01,-1.920632571994762908e-02,-1.803382511055734216e+00,-1.926173824478228866e-02,-1.804852304830639964e+00,1.676001121668933835e-01,8.511571161639048810e-01
2.872500000000000000e+08,1.224859375453206944e-01,4.643138920286505322e-01,-2.100320855427375427e-02,-1.809314820692246473e+00,-2.105276888730372303e-02,-1.810777618672207989e+00,1.692829819038542405e-01,8.657589630213571308e-01
2.879850000000000000e+08,1.233261493320088192e-01,4.745572685541424307e-01,-2.284099237495028009e-02,-1.815375007497527005e+00,-2.288145241950477818e-02,-1.816834026459513307e+00,1.710201388361732022e-01,8.805101732642951484e-01
2.887200000000000000e+08,1.241968707314159565e-01,4.848767126995239263e-01,-2.471586684573269868e-02,-1.821562504073631406e+00,-2.474707348040349267e-02,-1.823022339703268324e+00,1.728109172919927994e-01,8.954131114243820688e-01
2.894550000000000000e+08,1.250949826790176966e-01,4.952758009707017850e-01,-2.662312550424222185e-02,-1.827880975809837549e+00,-2.664821433635234868e-02,-1.829345170245855190e+00,1.746542897815475670e-01,9.104720790274704045e-01
2.901900000000000000e+08,1.260192812435184939e-01,5.057605130142943661e-01,-2.856016612618098721e-02,-1.834337933889882422e+00,-2.858407726836189808e-02,-1.835807002137956889e+00,1.765501916493789902e-01,9.256931515951264400e-01
2.909250000000000000e+08,1.269715795531723423e-01,5.163374112540729532e-01,-3.052849500606183084e-02,-1.840942445087807799e+00,-3.055552516027854049e-02,-1.842413370230933767e+00,1.785004088059810590e-01,9.410831758175183248e-01
2.916600000000000000e+08,1.279563269124902314e-01,5.270115324729416351e-01,-3.253371074548189190e-02,-1.847702069779738832e+00,-3.256531621933418663e-02,-1.849169554508263369e+00,1.805085762170246522e-01,9.566484249110006610e-01
2.923950000000000000e+08,1.289789149480005670e-01,5.377850494535096892e-01,-3.458344883596604219e-02,-1.854620564833025176e+00,-3.461741078079821898e-02,-1.856079446428832158e+00,1.825792779100690322e-01,9.723935891421744415e-01
2.931300000000000000e+08,1.300435039683818517e-01,5.486573895727592243e-01,-3.668429737112297029e-02,-1.861697523427434886e+00,-3.671569507077476757e-02,-1.863145162026472068e+00,1.847166926838015588e-01,9.883216182547028827e-01
2.938650000000000000e+08,1.311514570606067964e-01,5.596267747552520211e-01,-3.883922774957677265e-02,-1.868930162715972898e+00,-3.886276375667389871e-02,-1.870367604458277100e+00,1.869234649312091490e-01,1.004434509532279751e+00
2.946000000000000000e+08,1.323011805591518264e-01,5.706924314566044210e-01,-4.104684614431960282e-02,-1.876316389160682441e+00,-4.105937886071411858e-02,-1.877747701197890473e+00,1.892003755496724504e-01,1.020734659397546151e+00
2.953350000000000000e+08,1.334894743277541262e-01,5.818563704986262630e-01,-4.330287107737017249e-02,-1.883857614127211644e+00,-4.330488652236724745e-02,-1.885287698025476244e+00,1.915469920236922696e-01,1.037226107073400128e+00
2.960700000000000000e+08,1.347137371329194255e-01,5.931238358247663545e-01,-4.560312452904747432e-02,-1.891559896541013197e+00,-4.559839187627183488e-02,-1.892991857643547604e+00,1.939629852237545471e-01,1.053915044343433749e+00
2.968050000000000000e+08,1.359739316756789773e-01,6.045021770201456368e-01,-4.794654957416499830e-02,-1.899432813497167416e+00,-4.794010740017056599e-02,-1.900866205338432424e+00,1.964494599014958154e-01,1.070809327397757915e+00
2.975400000000000000e+08,1.372733173960521413e-01,6.159986901021636818e-01,-5.033673241263781489e-02,-1.907486598312982506e+00,-5.033219663119899850e-02,-1.908917442095645844e+00,1.990096301203644336e-01,1.087917226884087096e+00
2.982750000000000000e+08,1.386175636508603926e-01,6.276184994324640609e-01,-5.278113949139792704e-02,-1.915728968583008340e+00,-5.277868315389880327e-02,-1.917151567522189959e+00,2.016484923645220084e-01,1.105246040214158398e+00
2.990100000000000000e+08,1.400126652169634556e-01,6.393635504824619620e-01,-5.528842270471977932e-02,-1.924163244774664161e+00,-5.528446244267372356e-02,-1.925572907307140369e+00,2.043716503183218292e-01,1.122801268632171778e+00
2.997450000000000000e+08,1.414626922898354899e-01,6.512332414791009993e-01,-5.786512688769421264e-02,-1.932788732378236007e+00,-5.785390764228169613e-02,-1.934184043139651754e+00,2.071838759400798924e-01,1.140586786608439374e+00
3.004800000000000000e+08,1.429685078233516593e-01,6.632264054483476556e-01,-6.051345618692382383e-02,-1.941603212246868493e+00,-6.048977064064166992e-02,-1.942986692789392844e+00,2.100881332053478323e-01,1.158605936495641586e+00
3.012150000000000000e+08,1.445281170667392090e-01,6.753436692605824243e-01,-6.323124662603225865e-02,-1.950606316568573639e+00,-6.319293818962935794e-02,-1.951983109076231626e+00,2.130855681324468065e-01,1.176863013494252375e+00
3.019500000000000000e+08,1.461385035134163957e-01,6.875890098966247477e-01,-6.601419558343507576e-02,-1.959802101636259897e+00,-6.596317716207926451e-02,-1.961177300180249716e+00,2.161764885700642180e-01,1.195364401264518150e+00
3.026850000000000000e+08,1.477980544002238383e-01,6.999697122953280060e-01,-6.885925947044170548e-02,-1.969199508036348689e+00,-6.880050515256050381e-02,-1.970575456834812611e+00,2.193618582261280814e-01,1.214118784107816928e+00
3.034200000000000000e+08,1.495083664926414313e-01,7.124947245818081809e-01,-7.176752334075230111e-02,-1.978810445859348732e+00,-7.170650309798674849e-02,-1.980185366226496990e+00,2.226445630592840952e-01,1.233136319418865590e+00
3.041550000000000000e+08,1.512745140658827425e-01,7.251722138234708570e-01,-7.474508588041914314e-02,-1.988646438995554266e+00,-7.468490869637056662e-02,-1.990015102245066281e+00,2.260298123200823184e-01,1.252427177414299209e+00
3.048900000000000000e+08,1.531036197048778469e-01,7.380075424680643259e-01,-7.780148291487089252e-02,-1.998715506571957290e+00,-7.774118578892616482e-02,-2.000071650939260426e+00,2.295244642167294791e-01,1.272000180832027150e+00
3.056250000000000000e+08,1.550024209657879792e-01,7.510026953916090209e-01,-8.094640944341929822e-02,-2.009020867818049005e+00,-8.088127934887506809e-02,-2.010360170594133855e+00,2.331356064045051191e-01,1.291862237957880577e+00
3.063600000000000000e+08,1.569750444284058466e-01,7.641574750443871356e-01,-8.418637362697559134e-02,-2.019562161643985831e+00,-8.411018027431223232e-02,-2.020884273499961026e+00,2.368691032362318649e-01,1.312018872232731059e+00
3.070950000000000000e+08,1.590221161191207322e-01,7.774718970077768576e-01,-8.752297876097407670e-02,-2.030338612746637850e+00,-8.743102828752080669e-02,-2.031647204878688662e+00,2.407288497500416069e-01,1.332475602361431033e+00
3.078300000000000000e+08,1.611416844258310999e-01,7.909486030670292989e-01,-9.095373574586011756e-02,-2.041352582304122087e+00,-9.084521867145181617e-02,-2.042653339596829376e+00,2.447171269854959419e-01,1.353239493188710840e+00
3.085650000000000000e+08,1.633315268743818216e-01,8.045940784650905675e-01,-9.447504521148607226e-02,-2.052611719920719224e+00,-9.435347755107378886e-02,-2.053909249594342068e+00,2.488359028706629561e-01,1.374320100491817298e+00
3.093000000000000000e+08,1.655917065787942677e-01,8.184180404932851483e-01,-9.808588548609181723e-02,-2.064128609718516305e+00,-9.795738108341588146e-02,-2.065423802556482169e+00,2.530884422487381102e-01,1.395729326802839676e+00
3.100350000000000000e+08,1.679260970273396547e-01,8.324312760113047327e-01,-1.017903602781703581e-01,-2.075918051392037444e+00,-1.016605635208968211e-01,-2.077207235006044872e+00,2.574804225789660284e-01,1.417480248412987587e+00
3.107700000000000000e+08,1.703420898945517403e-01,8.466429933711581146e-01,-1.055978043981501829e-01,-2.087993316044625125e+00,-1.054690072214464064e-01,-2.089269660338127554e+00,2.620199881291920274e-01,1.439585495697303319e+00
3.115050000000000000e+08,1.728486021430529207e-01,8.610590201056772530e-01,-1.095203585753183051e-01,-2.100363259612306077e+00,-1.093902641988993424e-01,-2.101619763482083680e+00,2.667167026046707856e-01,1.462056005762462307e+00
3.122400000000000000e+08,1.754533592230891892e-01,8.756817774944934962e-01,-1.135692044022067887e-01,-2.113031777071400441e+00,-1.134319969838466641e-01,-2.114264348943001526e+00,2.715799168528622576e-01,1.484900793573956435e+00
3.129750000000000000e+08,1.781608161120338263e-01,8.905120854785633089e-01,-1.177513515930061483e-01,-2.125999923059117780e+00,-1.176005755251680190e-01,-2.127208986126459589e+00,2.766173738374654856e-01,1.508127885345197372e+00
3.137100000000000000e+08,1.809717838471463780e-01,9.055519293470896125e-01,-1.220686266064317793e-01,-2.139269680213994551e+00,-1.219004478741630287e-01,-2.140459444467598171e+00,2.818347687404278434e-01,1.531745974058487336e+00
3.144450000000000000e+08,1.838849908016456647e-01,9.208068170716717793e-01,-1.265194292058252068e-01,-2.152847501781698369e+00,-1.263346203255188427e-01,-2.154023207989544275e+00,2.872365132901114615e-01,1.555765985034557986e+00
3.151800000000000000e+08,1.868998368861028714e-01,9.362865349270177440e-01,-1.311024328559696472e-01,-2.166745831629374841e+00,-1.309060259381135960e-01,-2.167910310127159956e+00,2.928273505105806196e-01,1.580201771127013322e+00
3.159150000000000000e+08,1.900189819871143659e-01,9.520038929522931515e-01,-1.358204032131467842e-01,-2.180981792457260759e+00,-1.356191081234154050e-01,-2.182133064381474252e+00,2.986140311840353445e-01,1.605069583663644606e+00
3.166500000000000000e+08,1.932494657032863827e-01,9.679720581574895455e-01,-1.406822107538612809e-01,-2.195573650508283237e+00,-1.404808284648813577e-01,-2.196704820560333449e+00,3.046062192020963511e-01,1.630386578372841955e+00
3.173850000000000000e+08,1.966017698341115116e-01,9.842017992908910218e-01,-1.457019868633762094e-01,-2.210536804311412862e+00,-1.455005892931175715e-01,-2.211638372674977759e+00,3.108161691400040949e-01,1.656169108824230074e+00
3.181200000000000000e+08,2.000872617448059831e-01,1.000700040329999263e+00,-1.508957957661120064e-01,-2.225881324132763517e+00,-1.506891051193917641e-01,-2.226944830960906341e+00,3.172573335131936845e-01,1.682431681814734681e+00
3.188550000000000000e+08,2.037152844150810216e-01,1.017470489665164513e+00,-1.562774592861071732e-01,-2.241612329013340954e+00,-1.560567914906972609e-01,-2.242633548052608727e+00,3.239426032706805292e-01,1.709187131029390905e+00
3.195900000000000000e+08,2.074913658088859691e-01,1.034516080967084806e+00,-1.618556349907419867e-01,-2.257733082554412629e+00,-1.616124944222464832e-01,-2.258713164556899411e+00,3.308830857173560291e-01,1.736447959671539643e+00
3.203250000000000000e+08,2.114174882856054982e-01,1.051842041386826576e+00,-1.676336599413125461e-01,-2.274249313780079440e+00,-1.673632250732135507e-01,-2.275193273244044967e+00,3.380880710987828053e-01,1.764228210325797352e+00
3.210600000000000000e+08,2.154943401820025306e-01,1.069458059840771247e+00,-1.736123076211740501e-01,-2.291172620997468101e+00,-1.733150665377578281e-01,-2.292085879814325100e+00,3.455662515702335180e-01,1.792544941007430781e+00
3.217950000000000000e+08,2.197244695191471753e-01,1.087378448657870589e+00,-1.797941382461804571e-01,-2.308521237492453970e+00,-1.794748291846514354e-01,-2.309405928350527937e+00,3.533276247303077100e-01,1.821418567730516580e+00
3.225300000000000000e+08,2.241147802162995750e-01,1.105620180951315090e+00,-1.861872923042656169e-01,-2.326317737822676701e+00,-1.858516454381737848e-01,-2.327170622258758925e+00,3.613851569777252193e-01,1.850871893624141284e+00
3.232650000000000000e+08,2.286771084034597834e-01,1.124199757539090516e+00,-1.928068173066966873e-01,-2.344584803613650958e+00,-1.924577130138579451e-01,-2.345397878637579314e+00,3.697553859828042189e-01,1.880928307265189003e+00
3.240000000000000000e+08,2.334265585229596263e-01,1.143130471973518247e+00,-1.996728298068806418e-01,-2.363341174021413416e+00,-1.993078151791145558e-01,-2.364104700512701829e+00,3.784576636376836833e-01,1.911610065271593051e+00
3.247350000000000000e+08,2.383784053497451649e-01,1.162421478976291001e+00,-2.068064062740683218e-01,-2.382599857509960284e+00,-2.064178620782851636e-01,-2.383306308224941272e+00,3.875124256473589379e-01,1.942937552522920663e+00
3.254700000000000000e+08,2.435451142720566342e-01,1.182079194202803940e+00,-2.142252698290894319e-01,-2.402369579800731181e+00,-2.138032002328890679e-01,-2.403016502759706796e+00,3.969393783154659960e-01,1.974929938793060114e+00
3.262050000000000000e+08,2.489350120424435597e-01,1.202110387752289622e+00,-2.219414915451488890e-01,-2.422658822501001286e+00,-2.214775711601394415e-01,-2.423249118999088569e+00,4.067565577718220693e-01,2.007606953439995401e+00
3.269400000000000000e+08,2.545533451918561840e-01,1.222525461954244941e+00,-2.299624550899213304e-01,-2.443480477267549578e+00,-2.294532901678408843e-01,-2.444019872710017971e+00,4.169807993905301768e-01,2.040990928127189186e+00
3.276750000000000000e+08,2.604052758607697249e-01,1.243340273486598369e+00,-2.382947076645196838e-01,-2.464854781978290443e+00,-2.377426115952837038e-01,-2.465347693363888038e+00,4.276294560174935810e-01,2.075108103647250957e+00
3.284100000000000000e+08,2.664993751001153988e-01,1.264575555448653299e+00,-2.469488472579544625e-01,-2.486809022860966056e+00,-2.463596479355919244e-01,-2.487254879250384576e+00,4.387225704987317565e-01,2.109988548299477351e+00
3.291450000000000000e+08,2.728498870690384548e-01,1.286254186237092645e+00,-2.559430268743257408e-01,-2.509374093672981143e+00,-2.553219208931941653e-01,-2.509765996649971687e+00,4.502844631468590486e-01,2.145664725740504153e+00
3.298800000000000000e+08,2.794766172664948645e-01,1.308397649584048139e+00,-2.653033017454924924e-01,-2.532579603984081995e+00,-2.646507950972550316e-01,-2.532906081057667347e+00,4.623439715061394284e-01,2.182169438004251560e+00
3.306150000000000000e+08,2.864024737009085997e-01,1.331023476372341197e+00,-2.750606086404750461e-01,-2.556450010807747475e+00,-2.743706014272491167e-01,-2.556699064163111768e+00,4.749332504574607094e-01,2.219534205871635191e+00
3.313500000000000000e+08,2.936498829095998131e-01,1.354145010687194395e+00,-2.852458772756978900e-01,-2.581003793375422628e+00,-2.845069223448671858e-01,-2.581167254775342368e+00,4.880857750852532484e-01,2.257788954824757166e+00
3.320850000000000000e+08,3.012379098881354245e-01,1.377773702545121104e+00,-2.958857678861956386e-01,-2.606256198475012553e+00,-2.950849510963235445e-01,-2.606332184357745607e+00,5.018346161652211812e-01,2.296963235613083132e+00
3.328200000000000000e+08,3.091816090454681532e-01,1.401922855751565944e+00,-3.070012828437735375e-01,-2.632224283869095682e+00,-3.061288227493625946e-01,-2.632216442212093721e+00,5.162119542655402293e-01,2.337088436863143048e+00
3.335550000000000000e+08,3.174940498127333810e-01,1.426610992363862129e+00,-3.186101057678058512e-01,-2.658931785461769337e+00,-3.176623455108572580e-01,-2.658845615941197948e+00,5.312502024522636201e-01,2.378199931032264569e+00
3.342900000000000000e+08,3.261901218224726451e-01,1.451863137836747031e+00,-3.307316557780418109e-01,-2.686411356586691390e+00,-3.297108643287233742e-01,-2.686249381816650850e+00,5.469843089948445147e-01,2.420338102726335983e+00
3.350250000000000000e+08,3.352903011004541023e-01,1.477709337163337633e+00,-3.433924419949798690e-01,-2.714702997437342002e+00,-3.423034140892847188e-01,-2.714461202583638766e+00,5.634542100990554969e-01,2.463547749931298991e+00
3.357600000000000000e+08,3.448225304637251298e-01,1.504181097977631998e+00,-3.566290898260071063e-01,-2.743849399444410420e+00,-3.554741613736636663e-01,-2.743516788091649339e+00,5.807063091298468871e-01,2.507876163690696547e+00
3.364950000000000000e+08,3.548212754901476362e-01,1.531307530961303343e+00,-3.704875288265150890e-01,-2.773890522572535655e+00,-3.692624817154113170e-01,-2.773452108910568370e+00,5.987933346333462747e-01,2.553370874062480755e+00
3.372300000000000000e+08,3.653242302963278232e-01,1.559113166994420929e+00,-3.850187525338079619e-01,-2.804860183926963568e+00,-3.837117086509633790e-01,-2.804302000736246914e+00,6.177727492553664046e-01,2.600078249656165852e+00
3.379650000000000000e+08,3.763683643399945433e-01,1.587618641597537739e+00,-4.002733309116719429e-01,-2.836786495977354772e+00,-3.988672794177214320e-01,-2.836100122827327041e+00,6.377046390623142269e-01,2.648043739588934908e+00
3.387000000000000000e+08,3.879873994807359061e-01,1.616844019082902983e+00,-4.162975711964157499e-01,-2.869696088057496652e+00,-4.147753400095954279e-01,-2.868880363848635096e+00,6.586503214991961119e-01,2.697313735304774696e+00
3.394350000000000000e+08,4.002121578639143418e-01,1.646813180574594027e+00,-4.331334871215027915e-01,-2.903620114862262458e+00,-4.314826791634582270e-01,-2.902679054104149170e+00,6.806726004385390549e-01,2.747938205301653003e+00
3.401700000000000000e+08,4.130738211258155879e-01,1.677557107702851935e+00,-4.508228790371934247e-01,-2.938599081448268091e+00,-4.490382217172274038e-01,-2.937536915998394171e+00,7.038378075531200873e-01,2.799972836777391283e+00
3.409050000000000000e+08,4.266086756142483671e-01,1.709114382722155767e+00,-4.694137581041780138e-01,-2.974684021857057381e+00,-4.674955404360861544e-01,-2.973499789803222271e+00,7.282188872572907812e-01,2.853479629793326477e+00
3.416400000000000000e+08,4.408621286791903349e-01,1.741528584256198942e+00,-4.889661133658572134e-01,-3.011933347603939826e+00,-4.869153310687345249e-01,-3.010617769885284289e+00,7.538982534995075646e-01,2.908525643804285465e+00
3.423750000000000000e+08,4.558900920452857441e-01,1.774843825872787662e+00,-5.095542778485444568e-01,-3.050406868881070821e+00,-5.073668071436385762e-01,-3.048943186293184393e+00,7.809692514377700734e-01,2.965180526919031667e+00
3.431100000000000000e+08,4.717571207069582440e-01,1.809100672886953420e+00,-5.312648186907458214e-01,-3.090159984801430948e+00,-5.289275178311340087e-01,-3.088528466207783651e+00,8.095357633481068405e-01,3.023514097158368052e+00
3.438450000000000000e+08,4.885323481422008118e-01,1.844334558083854825e+00,-5.541911550174832835e-01,-3.131241053820779996e+00,-5.516819111375779183e-01,-3.129424997868168745e+00,8.397104670950006344e-01,3.083595257084355001e+00
3.445800000000000000e+08,5.062854442406605759e-01,1.880577617518592870e+00,-5.784278556485755729e-01,-3.173693431804803566e+00,-5.757196468098489950e-01,-3.171683636142432317e+00,8.716130033386194631e-01,3.145492880630216259e+00
3.453150000000000000e+08,5.250849213877124555e-01,1.917863152855684206e+00,-6.040678764275471124e-01,-3.217561324852492799e+00,-6.011348573645615145e-01,-3.215356662972455037e+00,9.053694465363750776e-01,3.209278317779457712e+00
3.460500000000000000e+08,5.450000357420572428e-01,1.956230549313318523e+00,-6.312046549208055746e-01,-3.262896610763586391e+00,-6.280271483870635274e-01,-3.260500257695492010e+00,9.411139131502986865e-01,3.275028311770574074e+00
