f_Hz,ReZ11,ImZ11,ReZ21,ImZ21,ReZ12,ImZ12,ReZ22,ImZ22
6.307500000000000000e+07,1.155388202292182420e+00,-3.498763504381158018e+00,1.153271322559691336e+00,-3.804453837524103044e+00,1.154055097131034602e+00,-3.806079830407446796e+00,1.156254631111591991e+00,-3.474407752440668240e+00
6.381000000000000000e+07,1.131247612528145208e+00,-3.460908532453318642e+00,1.129099968892155914e+00,-3.770283072367599075e+00,1.129870101471292632e+00,-3.771899629875107518e+00,1.132101306671829510e+00,-3.436207370025428975e+00
6.454500000000000000e+07,1.107835536363437789e+00,-3.423636212869638040e+00,1.105652106758509223e+00,-3.736696975251585950e+00,1.106409762093550686e+00,-3.738304901867433916e+00,1.108678006393440274e+00,-3.398588123090676927e+00
6.528000000000000000e+07,1.085123161338993558e+00,-3.386935533801457954e+00,1.082901158196543090e+00,-3.703682282112916724e+00,1.083646924343603546e+00,-3.705282630007577627e+00,1.085955888256151747e+00,-3.361539636287387278e+00
6.601500000000000000e+07,1.063082957966577702e+00,-3.350794961632129976e+00,1.060822773962479149e+00,-3.671227271945374238e+00,1.061556646727843445e+00,-3.672820904785714990e+00,1.063906972729848022e+00,-3.325050858971951850e+00
6.675000000000000000e+07,1.041689041195992260e+00,-3.315202613095113993e+00,1.039393583292491208e+00,-3.639322044950146218e+00,1.040115248284316785e+00,-3.640909302084144983e+00,1.042504703667101795e+00,-3.289109998233623156e+00
6.748500000000000000e+07,1.020917323797001952e+00,-3.280146671108298939e+00,1.018590070812616100e+00,-3.607957945503674768e+00,1.019299341074154652e+00,-3.609538580811863628e+00,1.021724409044228343e+00,-3.253704884145229848e+00
6.822000000000000000e+07,1.000745350305639825e+00,-3.245615842463136502e+00,9.983881161307689434e-01,-3.577126427121710694e+00,9.990853022684454965e-01,-3.578699858449312821e+00,1.001543400324452771e+00,-3.218823589909003857e+00
6.895500000000000000e+07,9.811518624606172523e-01,-3.211599631560340118e+00,9.787633996422302474e-01,-3.546817937786375108e+00,9.794494208134921776e-01,-3.548383684793724679e+00,9.819406321944619265e-01,-3.184455001360702919e+00
6.969000000000000000e+07,9.621162850266837818e-01,-3.178088294558685689e+00,9.596924427187535356e-01,-3.517021394000609646e+00,9.603686160097960611e-01,-3.518579484441348271e+00,9.628960663762193839e-01,-3.150589055385366599e+00
7.042500000000000000e+07,9.436183644849095442e-01,-3.145072498082157608e+00,9.411537310943735024e-01,-3.487724515231958922e+00,9.418213392513984372e-01,-3.489275652326153665e+00,9.443900328413520340e-01,-3.117216532550197261e+00
7.116000000000000000e+07,9.256381192781284462e-01,-3.112542855794008023e+00,9.231283282027055170e-01,-3.458914856055991915e+00,9.237881794184064077e-01,-3.460460257557727015e+00,9.264028840350143623e-01,-3.084328512485880580e+00
7.189500000000000000e+07,9.081561053462491317e-01,-3.080489579056049365e+00,9.055996422647503152e-01,-3.430581020057291930e+00,9.062518426052751375e-01,-3.432122004235262036e+00,9.089150915472278269e-01,-3.051915769224921249e+00
7.263000000000000000e+07,8.911538422362852430e-01,-3.048902421829216447e+00,8.885524381200364807e-01,-3.402713445705445316e+00,8.891964925477229276e-01,-3.404250967906540026e+00,8.919077134365283044e-01,-3.019968413174912936e+00
7.336500000000000000e+07,8.746141633387536363e-01,-3.017770952128622231e+00,8.719715671235139798e-01,-3.375304367904102598e+00,8.726067606897899287e-01,-3.376838738232030401e+00,8.753629751843485796e-01,-2.988475961853979346e+00
7.410000000000000000e+07,8.585212909656095848e-01,-2.987085016661336301e+00,8.558410330240419084e-01,-3.348346972789462583e+00,8.564669022454216574e-01,-3.349877896025721835e+00,8.592646510757324663e-01,-2.957427805443127777e+00
7.483500000000000000e+07,8.428605754520217541e-01,-2.956835165475632188e+00,8.401438451443555833e-01,-3.321834169433614203e+00,8.407605027273029608e-01,-3.323361086695249877e+00,8.435980339567710207e-01,-2.926813834100332468e+00
