k,t_real_s,y1,u1_aplicado,dy1,du1_aplicado
526,2.63,2.476,14.609,-0.0009999999999998899,-35.391
527,2.635,2.468,93.252,-0.008999999999999897,43.251999999999995
528,2.64,2.546,6.084,0.06899999999999995,-43.916
529,2.645,2.531,93.389,0.05400000000000027,43.388999999999996
530,2.65,2.606,6.26,0.129,-43.74
531,2.655,2.584,32.373,0.1070000000000002,-17.627000000000002
532,2.66,2.569,76.045,0.09200000000000008,26.045
533,2.665,2.547,93.457,0.07000000000000028,43.456999999999994
534,2.67,2.622,6.299,0.14500000000000002,-43.701
535,2.675,2.562,32.275,0.08499999999999996,-17.725
536,2.68,2.558,14.795,0.08099999999999996,-35.205
537,2.685,2.505,40.918,0.028000000000000025,-9.082
538,2.69,2.498,58.34,0.02100000000000035,8.340000000000003
539,2.695,2.533,84.697,0.05600000000000005,34.697
540,2.7,2.511,14.707,0.03400000000000025,-35.293
541,2.705,2.453,5.83,-0.02400000000000002,-44.17
542,2.71,2.37,40.557,-0.10699999999999976,-9.442999999999998
543,2.715,2.339,32.178,-0.1379999999999999,-17.822000000000003
544,2.72,2.337,92.891,-0.13999999999999968,42.891000000000005
545,2.725,2.431,6.201,-0.04599999999999982,-43.799
546,2.73,2.353,92.949,-0.12399999999999967,42.949
547,2.735,2.438,93.164,-0.0389999999999997,43.164
548,2.74,2.516,93.35,0.039000000000000146,43.349999999999994
549,2.745,2.594,93.594,0.11699999999999999,43.593999999999994
550,2.75,2.639,67.51,0.16199999999999992,17.510000000000005
551,2.755,2.705,93.877,0.2280000000000002,43.876999999999995
552,2.76,2.679,15.186,0.20199999999999996,-34.814
553,2.765,2.683,6.445,0.20599999999999996,-43.555
554,2.77,2.604,6.23,0.12700000000000022,-43.769999999999996
555,2.775,2.521,6.045,0.04400000000000004,-43.955
556,2.78,2.44,5.781,-0.03699999999999992,-44.219
557,2.785,2.364,40.596,-0.11299999999999999,-9.404000000000003
558,2.79,2.348,5.576,-0.129,-44.424
559,2.795,2.271,5.439,-0.20599999999999996,-44.561
560,2.8,2.196,92.5,-0.2809999999999997,42.5
561,2.805,2.267,92.715,-0.20999999999999996,42.715
562,2.81,2.359,92.949,-0.11799999999999988,42.949
563,2.815,2.436,49.473,-0.040999999999999925,-0.527000000000001
564,2.82,2.395,5.713,-0.08199999999999985,-44.287
565,2.825,2.317,92.813,-0.1599999999999997,42.813
566,2.83,2.402,5.732,-0.07499999999999973,-44.268
567,2.835,2.364,5.645,-0.11299999999999999,-44.355000000000004
568,2.84,2.284,92.734,-0.19300000000000006,42.733999999999995
569,2.845,2.368,49.287,-0.10899999999999999,-0.713000000000001
570,2.85,2.385,93.008,-0.09200000000000008,43.007999999999996
571,2.855,2.351,5.586,-0.1259999999999999,-44.414
572,2.86,2.278,14.502,-0.19899999999999984,-35.498
573,2.865,2.207,22.646,-0.27,-27.354
574,2.87,2.237,92.598,-0.23999999999999977,42.598
575,2.875,2.249,5.4,-0.22799999999999976,-44.6
576,2.88,2.201,92.51,-0.2759999999999998,42.510000000000005
577,2.885,2.283,92.725,-0.19399999999999995,42.724999999999994
578,2.891,2.374,23.105,-0.10299999999999976,-26.895
579,2.895,2.384,93.018,-0.09299999999999997,43.018
580,2.9,2.441,58.232,-0.03600000000000003,8.232
581,2.905,2.477,93.291,0.0,43.291
582,2.91,2.505,14.678,0.028000000000000025,-35.322
583,2.915,2.461,5.85,-0.016000000000000014,-44.15
584,2.92,2.384,5.664,-0.09299999999999997,-44.336
585,2.925,2.305,92.793,-0.1719999999999997,42.793000000000006
586,2.93,2.392,5.713,-0.08499999999999996,-44.287
587,2.935,2.331,5.537,-0.1459999999999999,-44.463
588,2.94,2.255,92.627,-0.22199999999999998,42.626999999999995
589,2.945,2.34,57.969,-0.137,7.969000000000001
590,2.95,2.379,84.268,-0.09799999999999986,34.268
591,2.955,2.412,5.713,-0.06499999999999995,-44.287
592,2.96,2.342,92.91,-0.1349999999999998,42.91
593,2.965,2.422,5.771,-0.054999999999999716,-44.229
594,2.97,2.355,92.92,-0.12199999999999989,42.92
595,2.976,2.433,49.473,-0.04400000000000004,-0.527000000000001
596,2.98,2.447,93.164,-0.029999999999999805,43.164
597,2.985,2.522,6.016,0.04499999999999993,-43.984
598,2.99,2.437,58.203,-0.040000000000000036,8.203000000000003
599,2.995,2.439,49.512,-0.03799999999999981,-0.48799999999999955
600,3.0,2.492,75.801,0.015000000000000124,25.801000000000002
601,3.005,2.511,50.107,0.03400000000000025,0.10699999999999932
602,3.01,2.55,67.197,0.07299999999999995,17.197000000000003
603,3.015,2.504,93.34,0.027000000000000135,43.34
604,3.02,2.572,6.182,0.0950000000000002,-43.818
605,3.025,2.572,6.104,0.0950000000000002,-43.896
606,3.03,2.479,5.928,0.002000000000000224,-44.072
607,3.035,2.4,93.027,-0.07699999999999996,43.027
608,3.04,2.48,5.967,0.0030000000000001137,-44.033
609,3.045,2.465,58.223,-0.01200000000000001,8.222999999999999
610,3.05,2.404,5.723,-0.07299999999999995,-44.277
611,3.055,2.379,58.037,-0.09799999999999986,8.036999999999999
612,3.061,2.326,5.537,-0.1509999999999998,-44.463
613,3.065,2.302,5.498,-0.17499999999999982,-44.502
614,3.07,2.235,5.303,-0.242,-44.697
615,3.075,2.167,92.402,-0.31000000000000005,42.402
616,3.08,2.253,92.646,-0.22399999999999975,42.646
617,3.085,2.229,5.264,-0.24799999999999978,-44.736
618,3.09,2.206,92.49,-0.2709999999999999,42.489999999999995
619,3.095,2.289,5.459,-0.18799999999999972,-44.541
620,3.1,2.221,13.975,-0.2559999999999998,-36.025
621,3.105,2.201,83.73,-0.2759999999999998,33.730000000000004
622,3.11,2.207,40.127,-0.27,-9.872999999999998
623,3.115,2.259,92.666,-0.21799999999999997,42.666
624,3.12,2.316,5.537,-0.16100000000000003,-44.463
625,3.125,2.248,92.627,-0.22899999999999965,42.626999999999995
626,3.13,2.238,5.322,-0.23899999999999988,-44.678
627,3.135,2.233,75.117,-0.24399999999999977,25.117000000000004
628,3.14,2.204,5.254,-0.2729999999999997,-44.746
629,3.145,2.175,92.393,-0.30200000000000005,42.393
630,3.15,2.242,92.617,-0.23499999999999988,42.617000000000004
631,3.155,2.33,5.566,-0.1469999999999998,-44.434
632,3.16,2.253,92.646,-0.22399999999999975,42.646
633,3.165,2.339,49.229,-0.1379999999999999,-0.7710000000000008
634,3.17,2.38,5.664,-0.09699999999999998,-44.336
635,3.175,2.307,31.621,-0.16999999999999993,-18.379
636,3.18,2.291,66.553,-0.18599999999999994,16.552999999999997
637,3.185,2.309,22.939,-0.1679999999999997,-27.061
638,3.19,2.292,22.891,-0.18500000000000005,-27.109
639,3.195,2.264,57.744,-0.21300000000000008,7.744
640,3.2,2.263,92.666,-0.21399999999999997,42.666
641,3.205,2.343,5.615,-0.1339999999999999,-44.385
642,3.21,2.382,5.684,-0.09499999999999975,-44.316
643,3.215,2.306,92.793,-0.17099999999999982,42.793000000000006
644,3.22,2.388,75.537,-0.08899999999999997,25.537000000000006
645,3.225,2.431,75.723,-0.04599999999999982,25.723
646,3.23,2.445,31.992,-0.03200000000000003,-18.008
647,3.235,2.425,93.115,-0.052000000000000046,43.114999999999995
648,3.24,2.5,5.996,0.02300000000000013,-44.004
649,3.245,2.531,23.525,0.05400000000000027,-26.475
650,3.25,2.471,23.398,-0.005999999999999783,-26.602
651,3.255,2.512,5.996,0.03500000000000014,-44.004
652,3.26,2.431,5.752,-0.04599999999999982,-44.248
653,3.265,2.472,84.521,-0.004999999999999893,34.521
654,3.27,2.543,6.064,0.06600000000000028,-43.936
655,3.275,2.477,75.84,0.0,25.840000000000003
656,3.28,2.527,93.369,0.050000000000000266,43.369
657,3.285,2.589,23.691,0.1120000000000001,-26.309
658,3.29,2.642,6.328,0.16500000000000004,-43.672
659,3.295,2.551,93.477,0.07400000000000029,43.477000000000004
660,3.3,2.631,93.633,0.15399999999999991,43.632999999999996
661,3.305,2.699,76.406,0.22199999999999998,26.406000000000006
662,3.31,2.694,58.838,0.21700000000000008,8.838000000000001
663,3.315,2.704,58.955,0.2270000000000003,8.954999999999998
664,3.32,2.677,6.416,0.20000000000000018,-43.584
665,3.325,2.609,6.26,0.13200000000000012,-43.74
666,3.33,2.526,6.035,0.04899999999999993,-43.965
667,3.335,2.471,93.271,-0.005999999999999783,43.271
668,3.34,2.55,93.457,0.07299999999999995,43.456999999999994
669,3.345,2.626,41.24,0.14900000000000002,-8.759999999999998
670,3.35,2.659,6.338,0.18199999999999994,-43.662
671,3.355,2.568,93.525,0.09100000000000019,43.525000000000006
672,3.36,2.58,58.564,0.1030000000000002,8.564
673,3.365,2.609,49.922,0.13200000000000012,-0.07800000000000296
674,3.37,2.583,49.824,0.10600000000000032,-0.17600000000000193
675,3.375,2.516,40.928,0.039000000000000146,-9.072000000000003
676,3.38,2.559,93.486,0.0820000000000003,43.486000000000004
677,3.385,2.577,32.314,0.10000000000000009,-17.686
678,3.39,2.6,93.584,0.12300000000000022,43.584
679,3.395,2.575,6.172,0.09800000000000031,-43.828
680,3.4,2.527,6.006,0.050000000000000266,-43.994
681,3.405,2.461,5.85,-0.016000000000000014,-44.15
682,3.41,2.377,5.654,-0.10000000000000009,-44.346000000000004
683,3.415,2.305,40.391,-0.1719999999999997,-9.609000000000002
684,3.42,2.359,49.658,-0.11799999999999988,-0.34199999999999875
685,3.425,2.367,5.635,-0.10999999999999988,-44.365
686,3.43,2.286,75.254,-0.19099999999999984,25.254000000000005
687,3.435,2.345,92.91,-0.13199999999999967,42.91
688,3.44,2.374,40.557,-0.10299999999999976,-9.442999999999998
689,3.445,2.393,92.969,-0.08400000000000007,42.968999999999994
690,3.45,2.468,93.271,-0.008999999999999897,43.271
691,3.455,2.553,6.104,0.07600000000000007,-43.896
692,3.46,2.465,5.859,-0.01200000000000001,-44.141
693,3.465,2.42,40.674,-0.05699999999999994,-9.326
694,3.47,2.414,93.105,-0.06299999999999972,43.105000000000004
695,3.475,2.5,40.898,0.02300000000000013,-9.101999999999997
696,3.48,2.467,93.271,-0.009999999999999787,43.271
697,3.485,2.55,6.104,0.07299999999999995,-43.896
698,3.49,2.484,93.281,0.007000000000000117,43.281000000000006
699,3.495,2.558,93.486,0.08099999999999996,43.486000000000004
700,3.5,2.635,93.691,0.15799999999999992,43.691
701,3.505,2.709,6.475,0.2320000000000002,-43.525
702,3.51,2.618,76.563,0.14100000000000001,26.563000000000002
703,3.515,2.669,76.338,0.19200000000000017,26.337999999999994
704,3.52,2.698,6.426,0.22100000000000009,-43.574
705,3.525,2.604,93.604,0.12700000000000022,43.604
706,3.531,2.678,93.828,0.20100000000000007,43.828
707,3.535,2.738,67.734,0.2610000000000001,17.733999999999995
708,3.54,2.72,32.715,0.24300000000000033,-17.284999999999997
709,3.545,2.763,6.611,0.28600000000000003,-43.389
710,3.55,2.667,6.357,0.18999999999999995,-43.643
711,3.555,2.668,93.701,0.19100000000000028,43.70099999999999
712,3.56,2.729,6.572,0.2520000000000002,-43.428
713,3.565,2.707,93.857,0.22999999999999998,43.857
714,3.57,2.764,6.641,0.2869999999999999,-43.359
715,3.575,2.717,6.553,0.2400000000000002,-43.447
716,3.58,2.647,15.02,0.16999999999999993,-34.980000000000004
717,3.585,2.663,93.789,0.18599999999999994,43.789
718,3.59,2.735,93.975,0.258,43.974999999999994
719,3.595,2.797,85.371,0.3200000000000003,35.370999999999995
720,3.6,2.85,94.287,0.3730000000000002,44.287000000000006
721,3.605,2.871,6.934,0.39400000000000013,-43.066
722,3.61,2.78,94.082,0.30299999999999994,44.081999999999994
723,3.616,2.83,50.527,0.3530000000000002,0.527000000000001
724,3.62,2.806,41.689,0.3290000000000002,-8.311
725,3.625,2.857,94.316,0.38000000000000034,44.316
726,3.63,2.875,15.664,0.39800000000000013,-34.336
727,3.635,2.845,94.268,0.3680000000000003,44.268
728,3.64,2.905,7.002,0.42799999999999994,-42.998
729,3.645,2.854,6.855,0.3770000000000002,-43.144999999999996
730,3.65,2.757,6.611,0.28000000000000025,-43.389
731,3.655,2.708,93.887,0.23100000000000032,43.887
732,3.66,2.764,50.322,0.2869999999999999,0.32200000000000273
733,3.665,2.716,6.514,0.23900000000000032,-43.486
734,3.67,2.634,41.23,0.15700000000000003,-8.770000000000003
735,3.675,2.594,6.23,0.11699999999999999,-43.769999999999996
736,3.68,2.544,41.016,0.06700000000000017,-8.984000000000002
737,3.685,2.562,93.525,0.08499999999999996,43.525000000000006
738,3.69,2.647,93.721,0.16999999999999993,43.721000000000004
739,3.695,2.706,32.705,0.2290000000000001,-17.295
740,3.701,2.67,58.848,0.19300000000000006,8.847999999999999
741,3.705,2.685,93.848,0.20800000000000018,43.848
742,3.71,2.737,50.225,0.26000000000000023,0.22500000000000142
743,3.715,2.742,93.975,0.2650000000000001,43.974999999999994
744,3.72,2.818,67.988,0.3410000000000002,17.988
745,3.725,2.825,94.248,0.3480000000000003,44.248000000000005
746,3.73,2.902,33.203,0.42500000000000027,-16.796999999999997
747,3.735,2.836,41.826,0.359,-8.174
748,3.74,2.833,6.748,0.3560000000000003,-43.252
749,3.745,2.766,59.014,0.28900000000000015,9.014000000000003
750,3.75,2.781,76.631,0.30400000000000027,26.631
751,3.755,2.782,6.66,0.30500000000000016,-43.34
752,3.76,2.688,93.848,0.2110000000000003,43.848
753,3.765,2.756,6.631,0.2789999999999999,-43.369
754,3.77,2.67,6.377,0.19300000000000006,-43.623
755,3.775,2.59,14.893,0.11299999999999999,-35.107
756,3.78,2.565,58.555,0.08800000000000008,8.555
757,3.785,2.632,84.951,0.15500000000000025,34.95099999999999
758,3.79,2.675,93.779,0.19799999999999995,43.778999999999996
759,3.795,2.744,6.592,0.26700000000000035,-43.408
760,3.8,2.67,23.848,0.19300000000000006,-26.152
761,3.805,2.642,6.348,0.16500000000000004,-43.652
762,3.81,2.562,6.123,0.08499999999999996,-43.877
763,3.815,2.483,40.869,0.006000000000000227,-9.131
764,3.82,2.468,49.521,-0.008999999999999897,-0.4789999999999992
765,3.825,2.444,5.85,-0.03299999999999992,-44.15
766,3.83,2.389,93.057,-0.08800000000000008,43.057
767,3.835,2.477,5.928,0.0,-44.072
768,3.84,2.392,23.174,-0.08499999999999996,-26.826
769,3.845,2.381,58.008,-0.09600000000000009,8.008000000000003
770,3.85,2.381,58.096,-0.09600000000000009,8.095999999999997
771,3.855,2.448,93.174,-0.028999999999999915,43.17400000000001
772,3.86,2.498,5.986,0.02100000000000035,-44.014
773,3.865,2.424,93.086,-0.052999999999999936,43.086
774,3.87,2.458,32.119,-0.018999999999999684,-17.881
775,3.875,2.466,14.619,-0.010999999999999677,-35.381
776,3.88,2.41,23.193,-0.06699999999999973,-26.807
777,3.885,2.382,31.846,-0.09499999999999975,-18.154
778,3.89,2.436,93.164,-0.040999999999999925,43.164
779,3.895,2.456,5.879,-0.020999999999999908,-44.121
780,3.9,2.382,93.008,-0.09499999999999975,43.007999999999996
781,3.905,2.464,49.561,-0.0129999999999999,-0.43900000000000006
782,3.91,2.422,5.781,-0.054999999999999716,-44.219
783,3.915,2.358,5.615,-0.11899999999999977,-44.385
784,3.92,2.284,92.744,-0.19300000000000006,42.744
785,3.925,2.368,92.969,-0.10899999999999999,42.968999999999994
786,3.93,2.454,14.561,-0.022999999999999687,-35.439
787,3.935,2.435,5.801,-0.041999999999999815,-44.199
788,3.94,2.354,92.939,-0.12299999999999978,42.93899999999999
789,3.945,2.436,5.84,-0.040999999999999925,-44.16
790,3.95,2.359,92.93,-0.11799999999999988,42.93000000000001
791,3.955,2.44,66.973,-0.03699999999999992,16.973
792,3.96,2.458,84.473,-0.018999999999999684,34.473
793,3.965,2.493,32.168,0.016000000000000014,-17.832
794,3.97,2.487,67.041,0.010000000000000231,17.040999999999997
795,3.975,2.535,32.305,0.058000000000000274,-17.695
796,3.98,2.506,49.697,0.028999999999999915,-0.30299999999999727
797,3.985,2.449,23.281,-0.028000000000000025,-26.719
798,3.99,2.411,49.414,-0.06599999999999984,-0.5859999999999985
799,3.995,2.409,5.752,-0.06800000000000006,-44.248
800,4.0,2.344,92.9,-0.133,42.900000000000006
801,4.005,2.424,5.811,-0.052999999999999936,-44.189
802,4.01,2.348,31.768,-0.129,-18.232
803,4.015,2.323,40.879,-0.15399999999999991,-9.121000000000002
804,4.02,2.287,92.686,-0.18999999999999995,42.68600000000001
805,4.025,2.369,5.684,-0.10799999999999965,-44.316
806,4.03,2.309,92.783,-0.1679999999999997,42.783
807,4.035,2.389,5.713,-0.08800000000000008,-44.287
808,4.04,2.358,31.748,-0.11899999999999977,-18.252
809,4.045,2.322,22.93,-0.1549999999999998,-27.07
810,4.05,2.261,14.111,-0.21599999999999975,-35.888999999999996
811,4.055,2.268,57.754,-0.20900000000000007,7.753999999999998
812,4.06,2.25,31.553,-0.22699999999999987,-18.447
813,4.065,2.277,66.475,-0.19999999999999973,16.474999999999994
814,4.07,2.25,22.832,-0.22699999999999987,-27.168
815,4.075,2.305,92.783,-0.1719999999999997,42.783
816,4.08,2.338,40.537,-0.1389999999999998,-9.463000000000001
817,4.085,2.347,31.826,-0.1299999999999999,-18.174
818,4.09,2.351,5.596,-0.1259999999999999,-44.403999999999996
819,4.095,2.267,5.352,-0.20999999999999996,-44.647999999999996
820,4.1,2.193,92.52,-0.2839999999999998,42.519999999999996
821,4.105,2.28,5.439,-0.19700000000000006,-44.561
822,4.11,2.276,66.465,-0.20100000000000007,16.465000000000003
823,4.115,2.252,5.4,-0.2250000000000001,-44.6
824,4.12,2.195,92.471,-0.28200000000000003,42.471000000000004
825,4.125,2.277,14.141,-0.19999999999999973,-35.859
826,4.13,2.247,31.484,-0.22999999999999998,-18.516
827,4.135,2.297,92.764,-0.17999999999999972,42.763999999999996
828,4.14,2.38,93.027,-0.09699999999999998,43.027
829,4.145,2.462,93.213,-0.01499999999999968,43.212999999999994
830,4.15,2.54,41.064,0.06300000000000017,-8.936
831,4.155,2.539,93.408,0.06200000000000028,43.408
832,4.16,2.608,15.0,0.13100000000000023,-35.0
833,4.165,2.6,93.604,0.12300000000000022,43.604
834,4.171,2.666,6.396,0.18900000000000006,-43.604
835,4.175,2.625,93.662,0.14800000000000013,43.662000000000006
836,4.18,2.696,41.465,0.2190000000000003,-8.534999999999997
837,4.185,2.673,6.396,0.19600000000000017,-43.604
838,4.19,2.584,58.994,0.1070000000000002,8.994
839,4.195,2.632,76.104,0.15500000000000025,26.104
840,4.2,2.675,93.828,0.19799999999999995,43.828
841,4.205,2.75,6.611,0.27300000000000013,-43.389
842,4.21,2.657,6.348,0.18000000000000016,-43.652
843,4.215,2.592,6.201,0.11500000000000021,-43.799
844,4.22,2.504,58.77,0.027000000000000135,8.770000000000003
845,4.225,2.547,93.447,0.07000000000000028,43.447
846,4.23,2.592,23.691,0.11500000000000021,-26.309
847,4.235,2.556,6.123,0.07900000000000018,-43.877
848,4.24,2.465,5.859,-0.01200000000000001,-44.141
849,4.245,2.393,93.027,-0.08400000000000007,43.027
850,4.25,2.47,93.252,-0.006999999999999673,43.251999999999995
851,4.256,2.555,41.074,0.07800000000000029,-8.926000000000002
852,4.26,2.554,93.486,0.07699999999999996,43.486000000000004
853,4.265,2.636,59.141,0.15900000000000025,9.140999999999998
854,4.27,2.632,67.48,0.15500000000000025,17.480000000000004
855,4.275,2.62,84.912,0.14300000000000024,34.912000000000006
856,4.28,2.678,93.818,0.20100000000000007,43.818
857,4.285,2.67,93.76,0.19300000000000006,43.760000000000005
858,4.29,2.733,6.553,0.2560000000000002,-43.447
859,4.295,2.663,6.348,0.18599999999999994,-43.652
860,4.3,2.59,14.902,0.11299999999999999,-35.098
861,4.305,2.601,84.883,0.12400000000000011,34.882999999999996
862,4.31,2.56,6.064,0.08300000000000018,-43.936
863,4.315,2.473,5.879,-0.0040000000000000036,-44.121
864,4.32,2.501,75.83,0.02400000000000002,25.83
865,4.325,2.528,6.055,0.051000000000000156,-43.945
866,4.33,2.452,93.223,-0.02499999999999991,43.223
867,4.335,2.457,32.07,-0.020000000000000018,-17.93
868,4.341,2.491,75.771,0.014000000000000234,25.771
869,4.345,2.488,5.918,0.01100000000000012,-44.082
870,4.35,2.406,5.732,-0.07099999999999973,-44.268
871,4.355,2.324,57.91,-0.15300000000000002,7.909999999999997
872,4.36,2.339,92.93,-0.1379999999999999,42.93000000000001
873,4.365,2.425,93.135,-0.052000000000000046,43.135000000000005
874,4.37,2.455,32.119,-0.021999999999999797,-17.881
875,4.375,2.439,58.174,-0.03799999999999981,8.174
876,4.38,2.387,93.047,-0.08999999999999986,43.047
877,4.385,2.454,32.07,-0.022999999999999687,-17.93
878,4.39,2.501,5.967,0.02400000000000002,-44.033
879,4.395,2.415,75.645,-0.06199999999999983,25.644999999999996
880,4.4,2.479,93.232,0.002000000000000224,43.232
881,4.405,2.523,67.207,0.04600000000000026,17.206999999999994
882,4.41,2.592,93.584,0.11500000000000021,43.584
883,4.415,2.591,6.211,0.11400000000000032,-43.789
884,4.42,2.59,93.545,0.11299999999999999,43.545
885,4.425,2.656,93.76,0.17900000000000027,43.760000000000005
886,4.43,2.714,93.926,0.2370000000000001,43.926
887,4.435,2.786,94.102,0.30900000000000016,44.102000000000004
888,4.44,2.854,6.865,0.3770000000000002,-43.135
889,4.445,2.759,6.572,0.28200000000000003,-43.428
890,4.45,2.672,85.029,0.19500000000000028,35.028999999999996
891,4.455,2.722,93.936,0.2450000000000001,43.93600000000001
892,4.46,2.794,94.082,0.31700000000000017,44.081999999999994
893,4.465,2.86,94.297,0.383,44.297
894,4.47,2.908,94.453,0.43100000000000005,44.453
895,4.475,2.973,94.619,0.496,44.619
896,4.48,3.037,94.775,0.56,44.775000000000006
897,4.485,3.096,94.941,0.6190000000000002,44.941
898,4.49,3.153,95.117,0.6760000000000002,45.117000000000004
899,4.495,3.123,7.539,0.6460000000000004,-42.461
900,4.5,3.021,7.285,0.544,-42.715
901,4.505,3.037,59.805,0.56,9.805
902,4.51,3.022,94.756,0.5449999999999999,44.756
903,4.515,3.075,7.451,0.5980000000000003,-42.549
904,4.52,2.974,42.139,0.49700000000000033,-7.860999999999997
905,4.525,2.925,42.012,0.44799999999999995,-7.9879999999999995
906,4.53,2.885,94.395,0.4079999999999999,44.394999999999996
907,4.535,2.949,7.1,0.472,-42.9
908,4.54,2.856,50.557,0.379,0.5570000000000022
909,4.545,2.85,59.336,0.3730000000000002,9.335999999999999
910,4.55,2.865,94.287,0.38800000000000034,44.287000000000006
911,4.555,2.909,94.424,0.43199999999999994,44.42400000000001
912,4.56,2.972,94.609,0.4950000000000001,44.608999999999995
913,4.565,3.037,59.795,0.56,9.795000000000002
914,4.57,2.977,15.898,0.5,-34.102000000000004
915,4.575,2.896,6.934,0.41900000000000004,-43.066
916,4.58,2.804,94.18,0.32699999999999996,44.18000000000001
917,4.585,2.881,15.664,0.4039999999999999,-34.336
918,4.59,2.81,6.807,0.3330000000000002,-43.193
919,4.595,2.729,93.936,0.2520000000000002,43.93600000000001
920,4.6,2.756,94.004,0.2789999999999999,44.004000000000005
921,4.605,2.762,94.072,0.28500000000000014,44.072
922,4.61,2.839,94.258,0.3620000000000001,44.257999999999996
923,4.615,2.823,94.268,0.3460000000000001,44.268
924,4.62,2.895,94.424,0.41800000000000015,44.42400000000001
925,4.625,2.966,7.168,0.4890000000000003,-42.832
926,4.63,2.866,6.885,0.38900000000000023,-43.115
927,4.635,2.779,6.65,0.30200000000000005,-43.35
928,4.64,2.705,15.195,0.2280000000000002,-34.805
929,4.645,2.699,85.0,0.22199999999999998,35.0
930,4.65,2.739,94.014,0.262,44.013999999999996
931,4.655,2.816,94.18,0.33899999999999997,44.18000000000001
932,4.66,2.874,68.125,0.39700000000000024,18.125
933,4.665,2.912,94.424,0.43500000000000005,44.42400000000001
934,4.67,2.928,50.771,0.45100000000000007,0.7710000000000008
935,4.675,2.955,94.561,0.4780000000000002,44.56100000000001
936,4.68,3.009,94.736,0.532,44.736000000000004
937,4.685,3.06,33.633,0.5830000000000002,-16.366999999999997
938,4.69,2.978,94.609,0.5010000000000003,44.608999999999995
939,4.695,3.036,7.373,0.5590000000000002,-42.627
940,4.7,2.945,7.08,0.46799999999999997,-42.92
941,4.705,2.85,6.875,0.3730000000000002,-43.125
942,4.71,2.76,6.602,0.2829999999999999,-43.397999999999996
943,4.715,2.672,6.396,0.19500000000000028,-43.604
944,4.72,2.589,93.555,0.1120000000000001,43.55500000000001
945,4.725,2.648,93.76,0.17100000000000026,43.760000000000005
946,4.73,2.728,6.543,0.25100000000000033,-43.457
947,4.735,2.637,15.049,0.16000000000000014,-34.951
948,4.74,2.669,93.76,0.19200000000000017,43.760000000000005
949,4.745,2.735,93.984,0.258,43.983999999999995
950,4.75,2.778,6.67,0.30100000000000016,-43.33
951,4.755,2.684,6.426,0.2070000000000003,-43.574
952,4.76,2.603,32.402,0.12600000000000033,-17.598
953,4.765,2.575,58.662,0.09800000000000031,8.661999999999999
954,4.77,2.614,93.604,0.137,43.604
955,4.775,2.668,85.039,0.19100000000000028,35.039
956,4.78,2.733,6.553,0.2560000000000002,-43.447
957,4.785,2.642,23.77,0.16500000000000004,-26.23
958,4.79,2.588,93.555,0.11100000000000021,43.55500000000001
959,4.795,2.662,32.568,0.18500000000000005,-17.432000000000002
960,4.8,2.617,6.279,0.14000000000000012,-43.721000000000004
961,4.805,2.533,93.428,0.05600000000000005,43.428
962,4.811,2.615,93.643,0.13800000000000034,43.643
963,4.815,2.676,32.607,0.1990000000000003,-17.393
964,4.82,2.647,84.941,0.16999999999999993,34.941
965,4.825,2.691,76.367,0.21399999999999997,26.367000000000004
966,4.83,2.717,58.926,0.2400000000000002,8.926000000000002
967,4.835,2.683,32.695,0.20599999999999996,-17.305
968,4.84,2.675,93.76,0.19799999999999995,43.760000000000005
969,4.845,2.739,6.562,0.262,-43.438
970,4.85,2.765,6.611,0.28800000000000026,-43.389
971,4.855,2.689,93.848,0.2120000000000002,43.848
972,4.86,2.755,6.631,0.278,-43.369
973,4.865,2.746,67.754,0.26900000000000013,17.754000000000005
974,4.87,2.78,94.111,0.30299999999999994,44.111000000000004
975,4.875,2.851,94.277,0.3740000000000001,44.277
976,4.88,2.903,68.213,0.42600000000000016,18.212999999999994
977,4.885,2.949,94.541,0.472,44.541
978,4.89,3.006,59.736,0.5289999999999999,9.735999999999997
979,4.896,2.976,94.59,0.4990000000000001,44.59
980,4.9,3.016,7.295,0.5390000000000001,-42.705
981,4.905,2.924,7.031,0.44700000000000006,-42.969
982,4.91,2.826,6.787,0.3490000000000002,-43.213
983,4.915,2.798,24.209,0.3210000000000002,-25.791
984,4.92,2.804,6.738,0.32699999999999996,-43.262
985,4.925,2.709,6.455,0.2320000000000002,-43.545
986,4.93,2.701,6.445,0.2240000000000002,-43.555
987,4.935,2.611,32.461,0.13400000000000034,-17.539
988,4.94,2.627,6.309,0.1499999999999999,-43.691
989,4.945,2.551,93.477,0.07400000000000029,43.477000000000004
990,4.95,2.552,6.113,0.07500000000000018,-43.887
991,4.955,2.54,75.918,0.06300000000000017,25.918000000000006
992,4.96,2.558,67.275,0.08099999999999996,17.275000000000006
993,4.965,2.618,93.672,0.14100000000000001,43.672
994,4.97,2.689,6.455,0.2120000000000002,-43.545
995,4.975,2.606,93.604,0.129,43.604
996,4.981,2.669,41.777,0.19200000000000017,-8.222999999999999
997,4.985,2.665,93.789,0.18800000000000017,43.789
998,4.99,2.74,6.572,0.26300000000000034,-43.428
999,4.995,2.763,67.813,0.28600000000000003,17.813000000000002
1000,5.0,2.79,94.111,0.31300000000000017,44.111000000000004
1001,5.005,2.83,15.576,0.3530000000000002,-34.424
1002,5.01,2.75,94.033,0.27300000000000013,44.033
1003,5.015,2.819,41.729,0.3420000000000001,-8.271
