k,t_real_s,y1,u1_aplicado,dy1,du1_aplicado
50,0.25,2.854,33.105,0.3770000000000002,-16.895000000000003
51,0.255,2.858,94.326,0.3810000000000002,44.32599999999999
52,0.26,2.835,6.807,0.3580000000000001,-43.193
53,0.265,2.742,41.562,0.2650000000000001,-8.438000000000002
54,0.27,2.679,93.809,0.20199999999999996,43.809
55,0.275,2.75,24.072,0.27300000000000013,-25.928
56,0.28,2.728,93.945,0.25100000000000033,43.94499999999999
57,0.285,2.796,6.748,0.31899999999999995,-43.252
58,0.29,2.752,6.582,0.2749999999999999,-43.418
59,0.295,2.659,41.318,0.18199999999999994,-8.682000000000002
60,0.3,2.67,85.078,0.19300000000000006,35.078
61,0.305,2.663,50.078,0.18599999999999994,0.07800000000000296
62,0.31,2.683,93.818,0.20599999999999996,43.818
63,0.315,2.714,67.686,0.2370000000000001,17.686000000000007
64,0.32,2.771,6.65,0.29400000000000004,-43.35
65,0.325,2.681,85.078,0.20400000000000018,35.078
66,0.331,2.744,94.004,0.26700000000000035,44.004000000000005
67,0.335,2.756,67.822,0.2789999999999999,17.822000000000003
68,0.34,2.804,15.449,0.32699999999999996,-34.551
69,0.345,2.731,23.994,0.254,-26.006
70,0.35,2.763,85.322,0.28600000000000003,35.322
71,0.355,2.817,94.209,0.3400000000000003,44.209
72,0.36,2.887,59.395,0.41000000000000014,9.395000000000003
73,0.365,2.873,59.395,0.39600000000000035,9.395000000000003
74,0.37,2.853,94.258,0.37600000000000033,44.257999999999996
75,0.375,2.902,6.982,0.42500000000000027,-43.018
76,0.38,2.802,6.719,0.3250000000000002,-43.281
77,0.385,2.827,76.67,0.3500000000000001,26.67
78,0.39,2.855,76.836,0.3780000000000001,26.836
79,0.395,2.867,59.307,0.3900000000000001,9.307000000000002
80,0.4,2.878,76.885,0.40100000000000025,26.885000000000005
81,0.405,2.897,68.154,0.41999999999999993,18.153999999999996
82,0.41,2.837,6.855,0.3600000000000003,-43.144999999999996
83,0.416,2.811,50.42,0.3340000000000001,0.4200000000000017
84,0.42,2.779,41.582,0.30200000000000005,-8.418
85,0.425,2.786,94.092,0.30900000000000016,44.092
86,0.43,2.857,6.865,0.38000000000000034,-43.135
87,0.435,2.767,67.832,0.29000000000000004,17.831999999999994
88,0.44,2.731,6.543,0.254,-43.457
89,0.445,2.638,6.289,0.16100000000000003,-43.711
90,0.45,2.646,84.932,0.16900000000000004,34.932
91,0.455,2.664,50.088,0.18700000000000028,0.08800000000000097
92,0.46,2.692,6.465,0.2150000000000003,-43.535
93,0.465,2.61,93.604,0.133,43.604
94,0.47,2.603,6.25,0.12600000000000033,-43.75
95,0.475,2.587,6.162,0.11000000000000032,-43.838
96,0.48,2.498,5.957,0.02100000000000035,-44.043
97,0.485,2.42,93.105,-0.05699999999999994,43.105000000000004
98,0.49,2.499,23.447,0.02200000000000024,-26.553
99,0.495,2.52,93.359,0.04300000000000015,43.358999999999995
100,0.501,2.498,5.957,0.02100000000000035,-44.043
101,0.505,2.439,5.84,-0.03799999999999981,-44.16
102,0.51,2.395,5.684,-0.08199999999999985,-44.316
103,0.515,2.316,49.141,-0.16100000000000003,-0.8590000000000018
104,0.52,2.379,5.645,-0.09799999999999986,-44.355000000000004
105,0.525,2.304,92.773,-0.17300000000000004,42.772999999999996
106,0.53,2.388,5.713,-0.08899999999999997,-44.287
107,0.535,2.315,92.813,-0.16199999999999992,42.813
108,0.54,2.393,93.066,-0.08400000000000007,43.066
109,0.545,2.463,93.262,-0.01399999999999979,43.262
110,0.55,2.486,93.311,0.009000000000000341,43.31100000000001
111,0.555,2.565,6.152,0.08800000000000008,-43.848
112,0.56,2.546,6.074,0.06899999999999995,-43.926
113,0.565,2.463,5.85,-0.01399999999999979,-44.15
114,0.57,2.384,58.057,-0.09299999999999997,8.057000000000002
115,0.575,2.431,93.145,-0.04599999999999982,43.144999999999996
116,0.58,2.414,66.875,-0.06299999999999972,16.875
117,0.585,2.47,5.889,-0.006999999999999673,-44.111
118,0.59,2.406,93.086,-0.07099999999999973,43.086
119,0.595,2.484,58.33,0.007000000000000117,8.329999999999998
120,0.6,2.511,75.908,0.03400000000000025,25.908
121,0.605,2.546,6.055,0.06899999999999995,-43.945
122,0.61,2.463,93.213,-0.01399999999999979,43.212999999999994
123,0.615,2.537,58.447,0.06000000000000005,8.447000000000003
124,0.62,2.569,93.545,0.09200000000000008,43.545
125,0.625,2.647,6.377,0.16999999999999993,-43.623
126,0.63,2.582,93.555,0.10499999999999998,43.55500000000001
127,0.635,2.651,67.549,0.17399999999999993,17.549000000000007
128,0.64,2.721,6.553,0.24400000000000022,-43.447
129,0.645,2.629,84.932,0.15200000000000014,34.932
130,0.65,2.697,93.838,0.2200000000000002,43.837999999999994
131,0.655,2.76,6.641,0.2829999999999999,-43.359
132,0.66,2.751,59.004,0.274,9.003999999999998
133,0.665,2.719,41.504,0.242,-8.496000000000002
134,0.67,2.771,85.273,0.29400000000000004,35.272999999999996
135,0.675,2.759,6.592,0.28200000000000003,-43.408
136,0.68,2.667,6.357,0.18999999999999995,-43.643
137,0.685,2.578,41.055,0.10099999999999998,-8.945
138,0.69,2.533,93.457,0.05600000000000005,43.456999999999994
139,0.695,2.614,6.26,0.137,-43.74
140,0.7,2.535,93.428,0.058000000000000274,43.428
141,0.705,2.606,84.893,0.129,34.893
142,0.71,2.621,41.27,0.14400000000000013,-8.729999999999997
143,0.715,2.577,14.893,0.10000000000000009,-35.107
144,0.72,2.603,93.584,0.12600000000000033,43.584
145,0.725,2.613,6.27,0.13600000000000012,-43.730000000000004
146,0.73,2.538,6.064,0.06099999999999994,-43.936
147,0.735,2.456,23.311,-0.020999999999999908,-26.689
148,0.74,2.451,75.684,-0.0259999999999998,25.683999999999997
149,0.745,2.484,41.279,0.007000000000000117,-8.720999999999997
150,0.75,2.491,93.311,0.014000000000000234,43.31100000000001
151,0.755,2.562,6.113,0.08499999999999996,-43.887
152,0.76,2.496,5.947,0.019000000000000128,-44.053
153,0.765,2.435,23.252,-0.041999999999999815,-26.748
154,0.77,2.439,32.002,-0.03799999999999981,-17.997999999999998
155,0.775,2.453,93.184,-0.02400000000000002,43.184
156,0.78,2.522,58.438,0.04499999999999993,8.438000000000002
157,0.785,2.576,93.555,0.0990000000000002,43.55500000000001
158,0.79,2.585,23.682,0.1080000000000001,-26.318
159,0.795,2.589,84.844,0.1120000000000001,34.843999999999994
160,0.8,2.596,93.584,0.11900000000000022,43.584
161,0.805,2.566,6.133,0.08899999999999997,-43.867
162,0.81,2.478,5.918,0.001000000000000334,-44.082
163,0.815,2.405,23.203,-0.07200000000000006,-26.797
164,0.82,2.386,5.684,-0.09099999999999975,-44.316
165,0.825,2.315,75.322,-0.16199999999999992,25.322000000000003
166,0.83,2.354,92.92,-0.12299999999999978,42.92
167,0.835,2.369,66.748,-0.10799999999999965,16.748000000000005
168,0.84,2.425,93.154,-0.052000000000000046,43.153999999999996
169,0.845,2.447,67.012,-0.029999999999999805,17.012
170,0.85,2.502,93.32,0.02499999999999991,43.31999999999999
171,0.855,2.581,6.182,0.10400000000000009,-43.818
172,0.86,2.495,93.33,0.018000000000000238,43.33
173,0.865,2.573,6.172,0.09600000000000009,-43.828
174,0.87,2.49,84.541,0.013000000000000345,34.541
175,0.875,2.557,93.477,0.08000000000000007,43.477000000000004
176,0.88,2.518,6.045,0.040999999999999925,-43.955
177,0.885,2.452,93.203,-0.02499999999999991,43.203
178,0.89,2.533,93.438,0.05600000000000005,43.438
179,0.895,2.609,67.402,0.13200000000000012,17.402
180,0.9,2.629,67.471,0.15200000000000014,17.471000000000004
181,0.905,2.607,32.432,0.13000000000000034,-17.567999999999998
182,0.91,2.56,6.143,0.08300000000000018,-43.857
183,0.915,2.484,93.311,0.007000000000000117,43.31100000000001
184,0.92,2.562,32.344,0.08499999999999996,-17.656
185,0.925,2.567,58.477,0.0900000000000003,8.476999999999997
186,0.93,2.589,84.814,0.1120000000000001,34.81399999999999
187,0.935,2.6,58.691,0.12300000000000022,8.691000000000003
188,0.94,2.667,93.779,0.18999999999999995,43.778999999999996
189,0.945,2.732,67.773,0.25500000000000034,17.772999999999996
190,0.95,2.717,6.455,0.2400000000000002,-43.545
191,0.955,2.618,93.662,0.14100000000000001,43.662000000000006
192,0.96,2.694,93.838,0.21700000000000008,43.837999999999994
193,0.965,2.766,6.68,0.28900000000000015,-43.32
194,0.971,2.714,6.436,0.2370000000000001,-43.564
195,0.975,2.639,41.23,0.16199999999999992,-8.770000000000003
196,0.98,2.617,6.289,0.14000000000000012,-43.711
197,0.985,2.54,93.408,0.06300000000000017,43.408
198,0.99,2.566,6.152,0.08899999999999997,-43.848
199,0.995,2.487,5.947,0.010000000000000231,-44.053
200,1.0,2.411,5.752,-0.06599999999999984,-44.248
201,1.005,2.333,92.891,-0.14399999999999968,42.891000000000005
202,1.01,2.42,66.846,-0.05699999999999994,16.846000000000004
203,1.015,2.476,5.898,-0.0009999999999998899,-44.102000000000004
204,1.02,2.393,93.066,-0.08400000000000007,43.066
205,1.025,2.412,40.713,-0.06499999999999995,-9.286999999999999
206,1.03,2.467,93.271,-0.009999999999999787,43.271
207,1.035,2.525,6.045,0.04800000000000004,-43.955
208,1.04,2.447,93.164,-0.029999999999999805,43.164
209,1.045,2.523,32.236,0.04600000000000026,-17.764000000000003
210,1.05,2.457,14.57,-0.020000000000000018,-35.43
211,1.056,2.454,5.869,-0.022999999999999687,-44.131
212,1.06,2.396,58.086,-0.08099999999999996,8.085999999999999
213,1.065,2.453,93.193,-0.02400000000000002,43.193
214,1.07,2.531,93.457,0.05400000000000027,43.456999999999994
215,1.075,2.609,93.623,0.13200000000000012,43.623000000000005
216,1.08,2.684,23.916,0.2070000000000003,-26.084
217,1.085,2.604,6.221,0.12700000000000022,-43.778999999999996
218,1.09,2.612,32.881,0.13500000000000023,-17.119
219,1.095,2.604,6.25,0.12700000000000022,-43.75
220,1.1,2.541,75.996,0.06400000000000006,25.995999999999995
221,1.105,2.543,93.477,0.06600000000000028,43.477000000000004
222,1.11,2.616,93.662,0.13900000000000023,43.662000000000006
223,1.115,2.691,93.877,0.21399999999999997,43.876999999999995
224,1.12,2.762,6.65,0.28500000000000014,-43.35
225,1.125,2.67,6.367,0.19300000000000006,-43.633
226,1.13,2.586,93.574,0.10899999999999999,43.574
227,1.135,2.658,6.367,0.18100000000000005,-43.633
228,1.141,2.577,6.162,0.10000000000000009,-43.838
229,1.145,2.558,93.486,0.08099999999999996,43.486000000000004
230,1.15,2.641,93.701,0.16400000000000015,43.70099999999999
231,1.155,2.71,85.156,0.2330000000000001,35.156000000000006
232,1.16,2.657,41.289,0.18000000000000016,-8.710999999999999
233,1.165,2.625,6.279,0.14800000000000013,-43.721000000000004
234,1.17,2.547,6.064,0.07000000000000028,-43.936
235,1.175,2.466,32.1,-0.010999999999999677,-17.9
236,1.18,2.455,49.512,-0.021999999999999797,-0.48799999999999955
237,1.185,2.426,93.115,-0.05099999999999971,43.114999999999995
238,1.19,2.499,5.986,0.02200000000000024,-44.014
239,1.195,2.447,93.154,-0.029999999999999805,43.153999999999996
240,1.2,2.519,6.045,0.04200000000000026,-43.955
241,1.205,2.442,93.174,-0.0349999999999997,43.17400000000001
242,1.21,2.515,6.006,0.038000000000000256,-43.994
243,1.215,2.461,93.223,-0.016000000000000014,43.223
244,1.22,2.531,6.074,0.05400000000000027,-43.926
245,1.225,2.51,5.947,0.03299999999999992,-44.053
246,1.23,2.433,58.184,-0.04400000000000004,8.183999999999997
247,1.235,2.391,5.713,-0.08599999999999985,-44.287
248,1.24,2.318,31.709,-0.1589999999999998,-18.291
249,1.245,2.346,5.605,-0.13099999999999978,-44.394999999999996
250,1.25,2.271,92.725,-0.20599999999999996,42.724999999999994
251,1.255,2.319,57.93,-0.15799999999999992,7.93
252,1.26,2.388,93.057,-0.08899999999999997,43.057
253,1.265,2.427,32.021,-0.04999999999999982,-17.979
254,1.27,2.421,5.781,-0.05600000000000005,-44.219
255,1.275,2.35,92.92,-0.12699999999999978,42.92
256,1.28,2.431,5.82,-0.04599999999999982,-44.18
257,1.285,2.354,5.635,-0.12299999999999978,-44.365
258,1.29,2.279,92.725,-0.19799999999999995,42.724999999999994
259,1.295,2.365,75.889,-0.11199999999999966,25.888999999999996
260,1.3,2.369,5.615,-0.10799999999999965,-44.385
261,1.305,2.3,5.449,-0.17700000000000005,-44.551
262,1.31,2.224,92.578,-0.25299999999999967,42.578
263,1.315,2.294,92.764,-0.18299999999999983,42.763999999999996
264,1.32,2.382,5.664,-0.09499999999999975,-44.336
265,1.325,2.328,92.871,-0.14900000000000002,42.870999999999995
266,1.33,2.415,93.096,-0.06199999999999983,43.096000000000004
267,1.335,2.493,14.687,0.016000000000000014,-35.313
268,1.34,2.464,67.041,-0.0129999999999999,17.040999999999997
269,1.345,2.503,32.178,0.026000000000000245,-17.822000000000003
270,1.35,2.476,58.33,-0.0009999999999998899,8.329999999999998
271,1.355,2.5,93.35,0.02300000000000013,43.349999999999994
272,1.36,2.548,6.094,0.07100000000000017,-43.906
273,1.365,2.461,93.242,-0.016000000000000014,43.242000000000004
274,1.37,2.543,6.094,0.06600000000000028,-43.906
275,1.375,2.458,93.232,-0.018999999999999684,43.232
276,1.38,2.541,58.486,0.06400000000000006,8.485999999999997
277,1.385,2.574,84.795,0.09699999999999998,34.795
278,1.39,2.649,93.721,0.17200000000000015,43.721000000000004
279,1.395,2.717,6.533,0.2400000000000002,-43.467
280,1.4,2.65,6.348,0.17300000000000004,-43.652
281,1.405,2.56,14.854,0.08300000000000018,-35.146
282,1.41,2.482,93.271,0.0050000000000003375,43.271
283,1.415,2.561,23.604,0.08400000000000007,-26.396
284,1.42,2.5,23.428,0.02300000000000013,-26.572
285,1.425,2.441,93.174,-0.03600000000000003,43.17400000000001
286,1.43,2.521,6.025,0.04400000000000004,-43.975
287,1.435,2.554,93.496,0.07699999999999996,43.495999999999995
288,1.44,2.608,6.23,0.13100000000000023,-43.769999999999996
289,1.445,2.525,6.006,0.04800000000000004,-43.994
290,1.45,2.549,6.113,0.07200000000000006,-43.887
291,1.455,2.466,5.859,-0.010999999999999677,-44.141
292,1.46,2.382,84.277,-0.09499999999999975,34.277
293,1.465,2.363,92.969,-0.11399999999999988,42.968999999999994
294,1.47,2.443,5.82,-0.03399999999999981,-44.18
295,1.475,2.367,5.635,-0.10999999999999988,-44.365
296,1.48,2.293,14.15,-0.18399999999999972,-35.85
297,1.485,2.28,92.695,-0.19700000000000006,42.69499999999999
298,1.49,2.351,92.93,-0.1259999999999999,42.93000000000001
299,1.495,2.441,75.693,-0.03600000000000003,25.692999999999998
300,1.5,2.413,23.252,-0.06400000000000006,-26.748
301,1.505,2.466,93.252,-0.010999999999999677,43.251999999999995
302,1.51,2.51,93.359,0.03299999999999992,43.358999999999995
303,1.515,2.591,93.594,0.11400000000000032,43.593999999999994
304,1.52,2.641,93.721,0.16400000000000015,43.721000000000004
305,1.525,2.706,50.205,0.2290000000000001,0.2049999999999983
306,1.53,2.676,6.396,0.1990000000000003,-43.604
307,1.535,2.587,6.172,0.11000000000000032,-43.828
308,1.54,2.5,49.648,0.02300000000000013,-0.35199999999999676
309,1.545,2.463,93.252,-0.01399999999999979,43.251999999999995
310,1.55,2.541,32.295,0.06400000000000006,-17.705
311,1.555,2.487,5.947,0.010000000000000231,-44.053
312,1.56,2.431,5.82,-0.04599999999999982,-44.18
313,1.565,2.353,5.566,-0.12399999999999967,-44.434
314,1.57,2.293,49.062,-0.18399999999999972,-0.9380000000000024
315,1.575,2.355,5.625,-0.12199999999999989,-44.375
316,1.58,2.28,32.002,-0.19700000000000006,-17.997999999999998
317,1.585,2.241,92.607,-0.23599999999999977,42.607
318,1.59,2.328,23.018,-0.14900000000000002,-26.982
319,1.595,2.324,5.498,-0.15300000000000002,-44.502
320,1.6,2.247,31.563,-0.22999999999999998,-18.437
321,1.605,2.216,40.156,-0.2609999999999997,-9.844000000000001
322,1.611,2.232,92.588,-0.24499999999999966,42.587999999999994
323,1.615,2.304,31.709,-0.17300000000000004,-18.291
324,1.62,2.305,92.793,-0.1719999999999997,42.793000000000006
325,1.625,2.393,58.477,-0.08400000000000007,8.476999999999997
326,1.63,2.401,66.865,-0.07600000000000007,16.864999999999995
327,1.635,2.413,14.463,-0.06400000000000006,-35.537
328,1.64,2.359,5.605,-0.11799999999999988,-44.394999999999996
329,1.645,2.287,57.773,-0.18999999999999995,7.773000000000003
330,1.65,2.291,5.479,-0.18599999999999994,-44.521
331,1.655,2.241,58.115,-0.23599999999999977,8.115000000000002
332,1.66,2.303,22.939,-0.17399999999999993,-27.061
333,1.665,2.257,5.391,-0.21999999999999975,-44.609
334,1.67,2.189,92.461,-0.2879999999999998,42.461
335,1.675,2.276,31.602,-0.20100000000000007,-18.398
336,1.68,2.22,83.828,-0.2569999999999997,33.828
337,1.685,2.299,84.004,-0.17799999999999994,34.004000000000005
338,1.69,2.373,5.615,-0.10399999999999965,-44.385
339,1.696,2.298,5.42,-0.17899999999999983,-44.58
340,1.7,2.266,31.621,-0.21099999999999985,-18.379
341,1.705,2.256,40.244,-0.22100000000000009,-9.756
342,1.71,2.268,5.4,-0.20900000000000007,-44.6
343,1.715,2.198,92.529,-0.2789999999999999,42.528999999999996
344,1.72,2.203,13.965,-0.274,-36.035
345,1.725,2.204,57.578,-0.2729999999999997,7.578000000000003
346,1.73,2.239,75.137,-0.238,25.137
347,1.735,2.304,92.764,-0.17300000000000004,42.763999999999996
348,1.74,2.358,5.645,-0.11899999999999977,-44.355000000000004
349,1.745,2.279,66.543,-0.19799999999999995,16.543000000000006
350,1.75,2.246,14.033,-0.23099999999999987,-35.967
351,1.755,2.176,5.156,-0.3009999999999997,-44.844
352,1.76,2.133,5.059,-0.34399999999999986,-44.941
353,1.765,2.06,4.834,-0.4169999999999998,-45.166
354,1.77,2.088,83.418,-0.3889999999999998,33.418000000000006
355,1.775,2.125,5.098,-0.35199999999999987,-44.902
356,1.781,2.067,92.08,-0.4099999999999997,42.08
357,1.785,2.097,92.188,-0.3799999999999999,42.188
358,1.79,2.181,5.215,-0.2959999999999998,-44.785
359,1.795,2.107,83.496,-0.36999999999999966,33.495999999999995
360,1.8,2.15,92.354,-0.32699999999999996,42.354
361,1.805,2.241,92.598,-0.23599999999999977,42.598
362,1.81,2.331,92.871,-0.1459999999999999,42.870999999999995
363,1.815,2.409,5.781,-0.06800000000000006,-44.219
364,1.82,2.335,5.537,-0.1419999999999999,-44.463
365,1.825,2.27,92.705,-0.20699999999999985,42.705
366,1.83,2.357,92.93,-0.11999999999999966,42.93000000000001
367,1.835,2.438,5.811,-0.0389999999999997,-44.189
368,1.84,2.359,92.9,-0.11799999999999988,42.900000000000006
369,1.845,2.328,92.871,-0.14900000000000002,42.870999999999995
370,1.85,2.411,14.883,-0.06599999999999984,-35.117000000000004
371,1.855,2.444,93.174,-0.03299999999999992,43.17400000000001
372,1.86,2.527,93.398,0.050000000000000266,43.397999999999996
373,1.865,2.536,32.266,0.05900000000000016,-17.734
374,1.87,2.536,14.775,0.05900000000000016,-35.225
375,1.875,2.502,5.986,0.02499999999999991,-44.014
376,1.88,2.417,93.105,-0.06000000000000005,43.105000000000004
377,1.885,2.5,93.33,0.02300000000000013,43.33
378,1.89,2.577,58.584,0.10000000000000009,8.584000000000003
379,1.895,2.582,93.555,0.10499999999999998,43.55500000000001
380,1.9,2.657,6.377,0.18000000000000016,-43.623
381,1.905,2.571,67.314,0.0940000000000003,17.313999999999993
382,1.91,2.574,67.363,0.09699999999999998,17.363
383,1.915,2.591,93.574,0.11400000000000032,43.574
384,1.92,2.654,6.406,0.17700000000000005,-43.594
385,1.925,2.613,23.701,0.13600000000000012,-26.299
386,1.93,2.543,32.305,0.06600000000000028,-17.695
387,1.935,2.598,93.604,0.121,43.604
388,1.94,2.671,6.416,0.19399999999999995,-43.584
389,1.945,2.587,14.873,0.11000000000000032,-35.127
390,1.95,2.509,93.35,0.03200000000000003,43.349999999999994
391,1.955,2.577,23.633,0.10000000000000009,-26.367
392,1.96,2.621,93.662,0.14400000000000013,43.662000000000006
393,1.965,2.696,6.455,0.2190000000000003,-43.545
394,1.97,2.605,93.643,0.1280000000000001,43.643
395,1.975,2.63,41.27,0.15300000000000002,-8.729999999999997
396,1.98,2.656,76.25,0.17900000000000027,26.25
397,1.985,2.609,6.23,0.13200000000000012,-43.769999999999996
398,1.99,2.611,76.143,0.13400000000000034,26.143
399,1.995,2.622,93.623,0.14500000000000002,43.623000000000005
400,2.0,2.688,6.455,0.2110000000000003,-43.545
401,2.005,2.602,76.113,0.125,26.113
402,2.01,2.586,6.23,0.10899999999999999,-43.769999999999996
403,2.015,2.511,5.986,0.03400000000000025,-44.014
404,2.02,2.431,93.164,-0.04599999999999982,43.164
405,2.025,2.512,93.389,0.03500000000000014,43.388999999999996
406,2.03,2.59,93.574,0.11299999999999999,43.574
407,2.035,2.669,93.779,0.19200000000000017,43.778999999999996
408,2.04,2.726,6.553,0.2490000000000001,-43.447
409,2.045,2.634,93.682,0.15700000000000003,43.682
410,2.05,2.708,85.156,0.23100000000000032,35.156000000000006
411,2.055,2.719,50.264,0.242,0.2640000000000029
412,2.06,2.746,93.975,0.26900000000000013,43.974999999999994
413,2.065,2.733,6.543,0.2560000000000002,-43.457
414,2.07,2.651,67.49,0.17399999999999993,17.489999999999995
415,2.075,2.667,41.357,0.18999999999999995,-8.643
416,2.08,2.686,93.828,0.20900000000000007,43.828
417,2.085,2.759,94.033,0.28200000000000003,44.033
418,2.09,2.752,94.014,0.2749999999999999,44.013999999999996
419,2.095,2.82,94.229,0.34299999999999997,44.229
420,2.1,2.892,6.963,0.41500000000000004,-43.037
421,2.105,2.794,94.121,0.31700000000000017,44.120999999999995
422,2.11,2.865,6.895,0.38800000000000034,-43.105000000000004
423,2.115,2.77,6.631,0.29300000000000015,-43.369
424,2.12,2.75,94.023,0.27300000000000013,44.022999999999996
425,2.125,2.809,94.199,0.3320000000000003,44.199
426,2.13,2.877,6.934,0.3999999999999999,-43.066
427,2.135,2.871,94.365,0.39400000000000013,44.364999999999995
428,2.14,2.939,7.08,0.4620000000000002,-42.92
429,2.145,2.841,94.268,0.3640000000000003,44.268
430,2.15,2.912,94.434,0.43500000000000005,44.434
431,2.155,2.972,7.178,0.4950000000000001,-42.822
432,2.16,2.881,6.904,0.4039999999999999,-43.096000000000004
433,2.165,2.877,94.355,0.3999999999999999,44.355000000000004
434,2.17,2.901,59.434,0.42399999999999993,9.433999999999997
435,2.175,2.906,76.943,0.42900000000000027,26.942999999999998
436,2.18,2.936,7.021,0.4590000000000001,-42.979
437,2.185,2.831,6.777,0.3540000000000001,-43.223
438,2.19,2.743,6.582,0.266,-43.418
439,2.195,2.653,6.348,0.17600000000000016,-43.652
440,2.2,2.694,6.426,0.21700000000000008,-43.574
441,2.205,2.607,84.873,0.13000000000000034,34.873000000000005
442,2.21,2.634,67.5,0.15700000000000003,17.5
443,2.215,2.594,6.211,0.11699999999999999,-43.789
444,2.22,2.509,5.996,0.03200000000000003,-44.004
445,2.225,2.428,23.193,-0.04899999999999993,-26.807
446,2.23,2.364,92.959,-0.11299999999999999,42.959
447,2.235,2.447,14.561,-0.029999999999999805,-35.439
448,2.24,2.455,66.992,-0.021999999999999797,16.992000000000004
449,2.245,2.468,93.242,-0.008999999999999897,43.242000000000004
450,2.251,2.543,93.428,0.06600000000000028,43.428
451,2.255,2.603,6.221,0.12600000000000033,-43.778999999999996
452,2.26,2.595,67.334,0.11800000000000033,17.334000000000003
453,2.265,2.557,6.104,0.08000000000000007,-43.896
454,2.27,2.48,84.551,0.0030000000000001137,34.551
455,2.275,2.48,5.957,0.0030000000000001137,-44.043
456,2.28,2.408,93.086,-0.06899999999999995,43.086
457,2.285,2.445,5.879,-0.03200000000000003,-44.121
458,2.29,2.374,5.645,-0.10299999999999976,-44.355000000000004
459,2.295,2.314,92.832,-0.1629999999999998,42.831999999999994
460,2.3,2.395,40.674,-0.08199999999999985,-9.326
461,2.305,2.365,40.508,-0.11199999999999966,-9.491999999999997
462,2.31,2.305,5.498,-0.1719999999999997,-44.502
463,2.315,2.263,5.381,-0.21399999999999997,-44.619
464,2.32,2.187,31.348,-0.29000000000000004,-18.652
465,2.325,2.235,92.578,-0.242,42.578
466,2.33,2.319,49.17,-0.15799999999999992,-0.8299999999999983
467,2.336,2.343,92.871,-0.1339999999999999,42.870999999999995
468,2.34,2.354,92.91,-0.12299999999999978,42.91
469,2.345,2.414,93.115,-0.06299999999999972,43.114999999999995
470,2.35,2.492,93.291,0.015000000000000124,43.291
471,2.355,2.522,93.418,0.04499999999999993,43.418000000000006
472,2.36,2.599,6.26,0.12200000000000033,-43.74
473,2.365,2.617,93.652,0.14000000000000012,43.652
474,2.37,2.687,93.848,0.20999999999999996,43.848
475,2.375,2.714,6.504,0.2370000000000001,-43.496
476,2.38,2.662,6.348,0.18500000000000005,-43.652
477,2.385,2.609,49.922,0.13200000000000012,-0.07800000000000296
478,2.39,2.652,93.74,0.17500000000000027,43.739999999999995
479,2.395,2.727,93.945,0.25,43.94499999999999
480,2.4,2.796,94.141,0.31899999999999995,44.141000000000005
481,2.405,2.867,94.307,0.3900000000000001,44.307
482,2.41,2.917,15.771,0.43999999999999995,-34.229
483,2.415,2.847,6.836,0.3700000000000001,-43.164
484,2.421,2.75,94.004,0.27300000000000013,44.004000000000005
485,2.425,2.806,6.768,0.3290000000000002,-43.232
486,2.43,2.718,6.504,0.2410000000000001,-43.496
487,2.435,2.629,6.279,0.15200000000000014,-43.721000000000004
488,2.44,2.557,14.805,0.08000000000000007,-35.195
489,2.445,2.603,6.23,0.12600000000000033,-43.769999999999996
490,2.45,2.519,93.398,0.04200000000000026,43.397999999999996
491,2.455,2.597,93.604,0.1200000000000001,43.604
492,2.46,2.672,6.396,0.19500000000000028,-43.604
493,2.465,2.602,84.883,0.125,34.882999999999996
494,2.47,2.56,6.094,0.08300000000000018,-43.906
495,2.475,2.473,93.281,-0.0040000000000000036,43.281000000000006
496,2.48,2.556,93.486,0.07900000000000018,43.486000000000004
497,2.485,2.631,6.338,0.15399999999999991,-43.662
498,2.49,2.549,14.805,0.07200000000000006,-35.195
499,2.495,2.555,93.525,0.07800000000000029,43.525000000000006
500,2.5,2.637,6.318,0.16000000000000014,-43.682
501,2.505,2.553,76.006,0.07600000000000007,26.006
502,2.51,2.559,6.143,0.0820000000000003,-43.857
503,2.515,2.481,5.908,0.0040000000000000036,-44.092
504,2.52,2.406,93.066,-0.07099999999999973,43.066
505,2.525,2.484,93.301,0.007000000000000117,43.301
506,2.53,2.567,41.064,0.0900000000000003,-8.936
507,2.535,2.608,93.623,0.13100000000000023,43.623000000000005
508,2.54,2.65,50.01,0.17300000000000004,0.00999999999999801
509,2.545,2.619,93.652,0.14200000000000035,43.652
510,2.55,2.675,50.088,0.19799999999999995,0.08800000000000097
511,2.555,2.607,23.691,0.13000000000000034,-26.309
512,2.56,2.635,93.662,0.15799999999999992,43.662000000000006
513,2.565,2.702,93.877,0.2250000000000001,43.876999999999995
514,2.57,2.775,94.072,0.29800000000000004,44.072
515,2.575,2.78,94.131,0.30299999999999994,44.131
516,2.58,2.858,94.277,0.3810000000000002,44.277
517,2.585,2.886,59.404,0.40900000000000025,9.404000000000003
518,2.59,2.917,94.453,0.43999999999999995,44.453
519,2.595,2.917,6.982,0.43999999999999995,-43.018
520,2.6,2.813,94.17,0.3360000000000003,44.17
521,2.605,2.881,6.924,0.4039999999999999,-43.076
522,2.61,2.814,6.768,0.3370000000000002,-43.232
523,2.615,2.724,6.523,0.24700000000000033,-43.477000000000004
524,2.62,2.64,6.318,0.16300000000000026,-43.682
525,2.625,2.554,6.084,0.07699999999999996,-43.916
